time,open,high,low,close,volume
2023-01-09 20:00:00,87.0192,87.18,87.01,87.18,17799
2023-01-09 19:45:00,87.09,87.14,87.01,87.0101,11163
2023-01-09 19:30:00,87.2299,87.23,87.0,87.14,23086
2023-01-09 19:15:00,87.2,87.25,87.18,87.18,4298
2023-01-09 19:00:00,87.25,87.27,87.18,87.22,14765
2023-01-09 18:45:00,87.19,87.27,87.19,87.27,9035
2023-01-09 18:30:00,87.24,87.24,87.17,87.2,8961
2023-01-09 18:15:00,87.26,87.26,87.2,87.26,8679
2023-01-09 18:00:00,87.2,87.23,87.19,87.23,7988
2023-01-09 17:45:00,87.28,87.29,87.15,87.29,14254
2023-01-09 17:30:00,87.26,87.3,87.2301,87.3,15556
2023-01-09 17:15:00,87.3,87.31,87.18,87.25,56044
2023-01-09 17:00:00,87.29,87.32,87.2701,87.29,48537
2023-01-09 16:45:00,87.27,87.36,87.27,87.3,63330
2023-01-09 16:30:00,87.29,87.36,87.24,87.25,42340
2023-01-09 16:15:00,87.36,87.38,87.24,87.33,2174321
2023-01-09 16:00:00,87.59,87.6,87.08,87.3601,3457902
2023-01-09 15:45:00,87.6923,87.74,87.36,87.58,1886463
2023-01-09 15:30:00,87.65,87.9,87.5633,87.69,1535073
2023-01-09 15:15:00,87.66,87.88,87.6,87.65,1616079
2023-01-09 15:00:00,88.165,88.24,87.62,87.6527,1646330
2023-01-09 14:45:00,88.5771,88.595,88.08,88.175,1336130
2023-01-09 14:30:00,88.525,88.6999,88.45,88.58,1332470
2023-01-09 14:15:00,88.44,88.6299,88.245,88.52,1518053
2023-01-09 14:00:00,88.52,88.525,88.26,88.44,1815602
2023-01-09 13:45:00,89.315,89.32,88.49,88.5499,1628506
2023-01-09 13:30:00,89.065,89.365,89.04,89.315,1652339
2023-01-09 13:15:00,88.885,89.0699,88.69,89.065,1376938
2023-01-09 13:00:00,88.56,88.93,88.51,88.885,1613816
2023-01-09 12:45:00,89.005,89.0799,88.53,88.5571,1428786
2023-01-09 12:30:00,88.99,89.08,88.647,89.01,1277964
2023-01-09 12:15:00,89.12,89.22,88.98,88.99,1328524
2023-01-09 12:00:00,89.075,89.24,88.985,89.115,1797266
2023-01-09 11:45:00,89.335,89.48,88.975,89.075,2603305
2023-01-09 11:30:00,89.265,89.38,89.05,89.34,1960062
2023-01-09 11:15:00,88.84,89.29,88.77,89.2637,2217880
2023-01-09 11:00:00,89.005,89.19,88.82,88.835,2343774
2023-01-09 10:45:00,88.4108,89.16,88.4108,89.01,2397179
2023-01-09 10:30:00,88.62,88.75,88.36,88.41,2416295
2023-01-09 10:15:00,89.12,89.27,88.47,88.62,3116375
2023-01-09 10:00:00,88.5814,89.15,87.53,89.1112,4127204
2023-01-09 09:45:00,87.46,88.7,87.46,88.58,7654393
2023-01-09 09:30:00,86.9201,87.56,86.9201,87.45,300500
2023-01-09 09:15:00,87.15,87.29,86.92,86.92,156148
2023-01-09 09:00:00,87.27,87.346,87.02,87.18,110903
2023-01-09 08:45:00,86.96,87.37,86.92,87.26,134726
2023-01-09 08:30:00,86.7,86.97,86.67,86.97,65558
2023-01-09 08:15:00,86.5,87.08,86.42,86.7,139249
2023-01-09 08:00:00,86.85,86.92,86.74,86.85,22962
2023-01-09 07:45:00,86.88,87.05,86.83,86.85,65187
2023-01-09 07:30:00,86.83,86.91,86.78,86.91,35780
2023-01-09 07:15:00,86.58,86.83,86.41,86.83,58091
2023-01-09 07:00:00,86.6,86.7,86.53,86.55,10657
2023-01-09 06:45:00,86.54,86.68,86.54,86.6,5835
2023-01-09 06:30:00,86.63,86.63,86.47,86.6,10475
2023-01-09 06:15:00,86.62,86.63,86.6,86.6,692
2023-01-09 06:00:00,86.59,86.68,86.55,86.57,8202
2023-01-09 05:45:00,86.7,86.77,86.58,86.58,5582
2023-01-09 05:30:00,86.66,86.74,86.55,86.7,9703
2023-01-09 05:15:00,86.64,86.73,86.61,86.73,5023
2023-01-09 05:00:00,86.79,86.9,86.68,86.76,11875
2023-01-09 04:45:00,86.79,86.79,86.73,86.79,4547
2023-01-09 04:30:00,86.49,86.79,86.49,86.79,8118
2023-01-09 04:15:00,86.51,86.59,86.29,86.45,15336
2023-01-06 20:00:00,86.05,86.34,86.01,86.18,27807
2023-01-06 19:45:00,86.06,86.09,86.01,86.05,5936
2023-01-06 19:30:00,86.08,86.0801,86.01,86.07,10427
2023-01-06 19:15:00,86.09,86.11,86.08,86.1,12218
2023-01-06 19:00:00,86.1,86.14,86.09,86.09,9043
2023-01-06 18:45:00,86.08,86.18,86.08,86.18,7257
2023-01-06 18:30:00,86.11,86.11,86.06,86.09,3223
2023-01-06 18:15:00,86.05,86.18,86.03,86.1099,42239
2023-01-06 18:00:00,85.96,86.13,85.96,86.1,65975
2023-01-06 17:45:00,85.96,85.99,85.9,85.99,13258
2023-01-06 17:30:00,85.98,86.0,85.9,85.94,11696
2023-01-06 17:15:00,85.96,86.0,85.94,85.98,18108
2023-01-06 17:00:00,85.97,86.05,85.95,85.99,40399
2023-01-06 16:45:00,85.9789,86.08,85.9,85.98,207657
2023-01-06 16:30:00,85.9901,86.08,85.81,85.94,80004
2023-01-06 16:15:00,86.08,86.1099,84.2,85.9999,3585482
2023-01-06 16:00:00,86.255,86.33,85.91,86.04,5832489
2023-01-06 15:45:00,86.0799,86.33,86.06,86.255,1932111
2023-01-06 15:30:00,86.29,86.4,86.01,86.07,2172806
2023-01-06 15:15:00,86.095,86.34,85.95,86.284,2153788
2023-01-06 15:00:00,85.8399,86.16,85.77,86.1001,2113609
2023-01-06 14:45:00,85.51,85.85,85.4648,85.83,1426490
2023-01-06 14:30:00,85.6,85.85,85.49,85.505,1753273
2023-01-06 14:15:00,85.39,85.71,85.25,85.6,2079376
2023-01-06 14:00:00,85.5,85.64,85.32,85.3801,1649387
2023-01-06 13:45:00,85.32,85.5,85.27,85.485,2064044
2023-01-06 13:30:00,85.22,85.37,85.1002,85.32,1511601
2023-01-06 13:15:00,84.88,85.23,84.83,85.22,1339312
2023-01-06 13:00:00,84.985,85.05,84.71,84.875,1330720
2023-01-06 12:45:00,85.03,85.145,84.905,84.985,2265940
2023-01-06 12:30:00,84.87,85.04,84.63,85.03,1993915
2023-01-06 12:15:00,84.635,85.0901,84.625,84.87,2457230
2023-01-06 12:00:00,84.2,84.8657,84.11,84.6399,2786127
2023-01-06 11:45:00,84.025,84.35,83.89,84.1901,1763903
2023-01-06 11:30:00,84.0301,84.33,83.815,84.035,2616780
2023-01-06 11:15:00,84.06,84.395,83.94,84.035,3415307
2023-01-06 11:00:00,83.4322,84.09,83.27,84.05,3179283
2023-01-06 10:45:00,82.95,83.61,82.8701,83.4274,3002801
2023-01-06 10:30:00,82.905,83.52,82.78,82.9401,3535488
2023-01-06 10:15:00,81.96,83.15,81.96,82.905,4587456
2023-01-06 10:00:00,81.555,82.19,81.43,81.955,4053813
2023-01-06 09:45:00,83.03,83.13,81.44,81.56,8643843
2023-01-06 09:30:00,83.68,83.79,82.85,83.03,206780
2023-01-06 09:15:00,83.95,83.97,83.52,83.66,203395
2023-01-06 09:00:00,83.58,84.24,83.58,83.94,392230
2023-01-06 08:45:00,82.6,84.0,82.52,83.58,407622
2023-01-06 08:30:00,82.84,82.86,82.5,82.52,111408
2023-01-06 08:15:00,82.9907,83.47,82.68,82.87,156805
2023-01-06 08:00:00,82.77,82.91,82.74,82.83,14584
2023-01-06 07:45:00,82.95,82.98,82.75,82.75,22449
2023-01-06 07:30:00,82.8,83.07,82.8,82.97,28704
2023-01-06 07:15:00,83.0,83.09,82.79,82.8,40834
2023-01-06 07:00:00,82.98,83.0,82.94,83.0,3947
2023-01-06 06:45:00,83.05,83.05,82.98,82.98,1488
2023-01-06 06:15:00,82.89,83.05,82.89,83.05,1081
2023-01-06 06:00:00,83.01,83.03,82.91,82.92,4484
2023-01-06 05:45:00,83.03,83.03,83.03,83.03,795
2023-01-06 05:30:00,83.1,83.1,83.02,83.02,873
2023-01-06 05:15:00,83.0,83.1,83.0,83.1,8314
2023-01-06 05:00:00,82.97,83.05,82.95,83.05,6030
2023-01-06 04:45:00,82.99,82.99,82.88,82.97,6252
2023-01-06 04:30:00,83.15,83.17,82.94,82.96,15169
2023-01-06 04:15:00,83.45,83.45,83.04,83.04,11288
2023-01-05 20:00:00,83.2,83.23,83.1599,83.2297,38793
2023-01-05 19:45:00,83.1999,83.25,83.16,83.21,22583
2023-01-05 19:30:00,83.17,83.2,83.14,83.2,15727
2023-01-05 19:15:00,83.15,83.19,83.14,83.18,10471
2023-01-05 19:00:00,83.15,83.22,83.15,83.16,15197
2023-01-05 18:45:00,83.16,83.17,83.12,83.14,20153
2023-01-05 18:30:00,83.12,83.19,83.12,83.16,14385
2023-01-05 18:15:00,83.15,83.18,83.1,83.12,24114
2023-01-05 18:00:00,83.05,83.15,83.05,83.14,31843
2023-01-05 17:45:00,83.09,83.09,83.03,83.06,22653
2023-01-05 17:30:00,83.1,83.12,83.05,83.08,359421
2023-01-05 17:15:00,83.15,83.17,83.08,83.08,16268
2023-01-05 17:00:00,83.21,83.21,83.12,83.15,322966
2023-01-05 16:45:00,83.18,83.23,83.12,83.2,26473
2023-01-05 16:30:00,83.08,83.25,83.08,83.19,64978
2023-01-05 16:15:00,83.12,83.18,83.02,83.09,5227452
2023-01-05 16:00:00,83.39,83.58,83.07,83.1,4917876
2023-01-05 15:45:00,83.53,83.54,83.33,83.4,2185469
2023-01-05 15:30:00,83.65,83.68,83.39,83.5356,2432881
2023-01-05 15:15:00,83.86,83.87,83.61,83.645,1596347
2023-01-05 15:00:00,84.015,84.21,83.84,83.8501,1453976
2023-01-05 14:45:00,83.767,84.21,83.76,84.0127,1368900
2023-01-05 14:30:00,83.77,83.9562,83.75,83.77,835034
2023-01-05 14:15:00,83.92,83.97,83.76,83.7626,1151926
2023-01-05 14:00:00,84.09,84.26,83.83,83.91,1261233
2023-01-05 13:45:00,83.9825,84.27,83.915,84.0935,1817276
2023-01-05 13:30:00,83.505,84.2,83.49,83.982,2775592
2023-01-05 13:15:00,83.6776,83.74,83.48,83.5004,1438011
2023-01-05 13:00:00,83.68,83.8,83.64,83.68,876034
2023-01-05 12:45:00,83.7662,84.01,83.66,83.68,1129298
2023-01-05 12:30:00,84.04,84.0432,83.755,83.765,1374408
2023-01-05 12:15:00,83.8439,84.26,83.77,84.0313,1646599
2023-01-05 12:00:00,83.985,84.0918,83.8399,83.84,1268987
2023-01-05 11:45:00,83.5296,84.01,83.45,83.9807,1636469
2023-01-05 11:30:00,83.585,83.68,83.37,83.53,1448794
2023-01-05 11:15:00,83.3146,83.73,83.11,83.56,2289240
2023-01-05 11:00:00,83.695,83.765,83.22,83.32,2055707
2023-01-05 10:45:00,83.76,83.89,83.44,83.68,2346297
2023-01-05 10:30:00,84.27,84.365,83.7,83.76,2721093
2023-01-05 10:15:00,84.025,84.44,83.741,84.2788,3645204
2023-01-05 10:00:00,84.415,84.42,83.87,84.0399,3399898
2023-01-05 09:45:00,85.33,85.42,84.08,84.41,4889103
2023-01-05 09:30:00,85.61,85.75,85.23,85.3,179205
2023-01-05 09:15:00,85.62,85.8,85.29,85.61,173872
2023-01-05 09:00:00,85.46,85.74,85.46,85.6,149156
2023-01-05 08:45:00,86.26,86.3125,85.4,85.47,321726
2023-01-05 08:30:00,86.34,86.45,85.85,86.26,152396
2023-01-05 08:15:00,87.3,87.44,86.2,86.4,251709
2023-01-05 08:00:00,86.59,86.6,86.41,86.47,62852
2023-01-05 07:45:00,86.7,86.99,86.57,86.63,70578
2023-01-05 07:30:00,86.79,87.0,86.72,86.75,40108
2023-01-05 07:15:00,87.44,87.45,86.73,86.79,102100
2023-01-05 07:00:00,87.49,87.5,87.35,87.35,14083
2023-01-05 06:45:00,87.44,87.5,87.33,87.33,7296
2023-01-05 06:30:00,87.6,87.64,87.34,87.46,35536
2023-01-05 06:15:00,87.39,87.65,87.39,87.5,24388
2023-01-05 06:00:00,87.33,87.41,87.28,87.34,11434
2023-01-05 05:45:00,87.34,87.48,87.29,87.42,14944
2023-01-05 05:30:00,87.27,87.5,87.27,87.34,83292
2023-01-05 05:15:00,87.33,87.44,87.22,87.27,10246
2023-01-05 05:00:00,87.11,87.3,87.04,87.3,22289
2023-01-05 04:45:00,87.19,87.3,86.98,87.11,26713
2023-01-05 04:30:00,86.74,87.26,86.74,87.15,40606
2023-01-05 04:15:00,86.36,86.81,86.32,86.72,64838
2023-01-04 20:00:00,86.57,86.64,86.45,86.6,64672
2023-01-04 19:45:00,86.65,86.75,86.57,86.6,50760
2023-01-04 19:30:00,86.71,86.71,86.61,86.65,37927
2023-01-04 19:15:00,86.65,86.71,86.6,86.65,50665
2023-01-04 19:00:00,86.57,86.71,86.55,86.7,55716
2023-01-04 18:45:00,86.6,86.77,86.4,86.55,133423
2023-01-04 18:30:00,85.1,86.66,85.03,86.64,200054
2023-01-04 18:15:00,85.22,85.2399,85.01,85.1,17132
2023-01-04 18:00:00,85.28,85.3,85.23,85.2992,14527
2023-01-04 17:45:00,85.25,85.3,85.2,85.3,835743
2023-01-04 17:30:00,85.14,85.3,85.11,85.25,40367
2023-01-04 17:15:00,85.03,85.18,85.01,85.13,18389
2023-01-04 17:00:00,85.09,85.09,85.0,85.03,449264
2023-01-04 16:45:00,85.04,85.14,85.01,85.05,14110
2023-01-04 16:30:00,85.15,85.19,85.0,85.04,189831
2023-01-04 16:15:00,85.14,85.34,85.03,85.15,2104973
2023-01-04 16:00:00,84.5421,85.2,84.475,85.14,4242060
2023-01-04 15:45:00,85.03,85.07,84.5,84.5427,2356197
2023-01-04 15:30:00,85.43,85.64,85.04,85.0402,1570439
2023-01-04 15:15:00,85.41,85.69,85.33,85.435,1688470
2023-01-04 15:00:00,85.02,85.46,84.88,85.42,1475012
2023-01-04 14:45:00,84.57,85.1491,84.465,85.015,1740284
2023-01-04 14:30:00,85.42,85.86,84.56,84.5901,2307328
2023-01-04 14:15:00,85.82,86.28,85.0,85.4202,2578727
