datetime,NVDA_Open,NVDA_High,NVDA_Low,NVDA_Close,NVDA_Volume,NVDA_sma8,NVDA_sma21,NVDA_sma50,NVDA_sma200,NVDA_sma300,NVDA_ema8,NVDA_ema20,NVDA_ema50,NVDA_ema200,NVDA_rsi,NVDA_macd,NVDA_stoch,NVDA_stochrsi,NVDA_vwap,NVDA_bb_hband,NVDA_bb_mavg,NVDA_bb_lband,NVDA_aroon_up,NVDA_aroon_down,NVDA_atr,NVDA_cmf,NVDA_roc,NVDA_uo,NVDA_tsi,NVDA_obv,NVDA_adi,NVDA_dcu,NVDA_dcm,NVDA_dcl,NVDA_kcu,NVDA_kcm,NVDA_kcl
2017-03-27 00:00:00,26.06,26.75,25.56,26.71,50664400,26.41,25.39619047619048,26.297800000000002,20.562393307878505,18.083969195312328,26.300370089750253,25.9493634016362,25.679168628517484,20.562393307878505,57.24844836448411,-0.16685249356936893,86.12903225806453,0.8064026259234157,25.709664811668322,27.26723940002319,25.3775,23.487760599976813,4.0,40.0,0.8035784026014368,0.21659978963730597,9.827302631578949,63.33228778330802,4.859966416292689,2651058400,1952146234.1205852,27.14,25.314999999999998,23.49,26.059499999999996,25.3455,24.6315
2017-03-28 00:00:00,26.73,26.87,26.47,26.58,43244400,26.53,25.434761904761906,26.3196,20.6222699913822,18.140421227237162,26.36251006980575,26.0094240300518,25.71449534896778,20.6222699913822,55.8990480024995,-0.19293786964704296,81.93548387096767,0.7481165834698751,25.841429228685765,27.407400151057395,25.4545,23.501599848942604,4.0,36.0,0.7747513738441915,0.23798939111198955,8.667211774325418,60.54175018971917,5.866239430108732,2607814000,1932686254.120585,27.14,25.314999999999998,23.49,26.0925,25.413,24.7335
2017-03-29 00:00:00,26.65,26.77,26.47,26.49,34999200,26.56875,25.503809523809526,26.351,20.680655364602277,18.195900155959837,26.390841165404474,26.055193170046866,25.744907296067083,20.680655364602277,54.93366528532905,-0.20399692076604836,77.2727272727272,0.6873253419979732,25.957103092957826,27.514071560988025,25.5105,23.506928439011975,72.0,32.0,0.7408405614267493,0.21574073105729563,5.369928400954645,54.569072410930815,6.453477614573259,2572814800,1902353614.120585,27.14,25.314999999999998,23.49,26.127833333333335,25.473833333333335,24.81983333333333
2017-03-30 00:00:00,26.56,27.15,26.5,27.0,52553200,26.5675,25.581428571428575,26.383599999999998,20.743534415700765,18.254399158245814,26.526209795314593,26.145174772899544,25.794126617789942,20.743534415700765,59.230448043787455,-0.25102042895597165,94.20849420849426,0.8381552826189687,26.09919256010974,27.67823416997656,25.639,23.59976583002344,68.0,28.000000000000004,0.735066235610553,0.29839124613011336,7.484076433121015,63.219580497311654,8.18365786343886,2625368000,1930651491.043662,27.15,25.32,23.49,26.218666666666667,25.581166666666668,24.943666666666665
2017-03-31 00:00:00,26.9,27.12,26.75,26.88,44080800,26.66,25.69809523809524,26.402800000000003,20.80459377474852,18.311712120649496,26.60482984080024,26.215158127861493,25.836709887680534,20.80459377474852,57.83322945031975,-0.2754289276351898,88.7029288702929,0.7477037577120486,26.24752854293132,27.77734319945584,25.7685,23.75965680054416,64.0,24.0,0.7089900759240849,0.24724466630594405,6.203081785855394,57.51252975394222,9.261546330988923,2581287200,1917546388.340959,27.15,25.32,23.49,26.3445,25.72,25.095499999999998
2017-04-03 00:00:00,26.89,27.06,26.51,26.75,44523200,26.669999999999998,25.815238095238094,26.425,20.863752045646542,18.367780478651824,26.637089876177964,26.26609544901754,25.872525186202868,20.863752045646542,56.28422446835589,-0.2810432336928663,83.26359832635987,0.600876413864689,26.349633146796982,27.79866066513483,25.901,24.00333933486517,60.0,20.0,0.6976336419295073,0.19933059482827017,4.4106167056986685,58.49059854154326,9.767076073236105,2536764000,1911879799.2500498,27.15,25.564999999999998,23.98,26.477999999999998,25.862000000000002,25.246000000000002
2017-04-04 00:00:00,25.52,25.77,24.76,24.87,127128000,26.475,25.851904761904763,26.4044,20.903615209371452,18.410984595072744,26.244403237027306,26.133133977682537,25.833210473018443,20.903615209371452,39.71696686438524,-0.13226762466462816,4.602510460251028,0.0,26.257534043925087,27.754227556952348,25.926,24.09777244304765,56.00000000000001,16.0,0.7899455246488281,0.09157744275365153,-5.003819709702058,45.81336102594633,4.62907359062862,2409636000,1812443046.7748022,27.15,25.595,24.04,26.540999999999997,25.9035,25.266
2017-04-05 00:00:00,24.68,25.26,24.56,24.69,74704800,26.24625,25.867142857142852,26.3692,20.941290679924972,18.45270562766362,25.898980295465684,25.995692646474676,25.78837868976282,20.941290679924972,38.54705150662982,0.00016075989783104205,5.0193050193051185,0.0,26.184171452758818,27.713889442717445,25.944499999999998,24.17511055728255,52.0,12.0,0.783520844316769,0.10139267839599021,-8.589411329137357,34.77782897027107,0.17965037179744967,2334931200,1765485743.9176598,27.15,25.595,24.04,26.555833333333332,25.918333333333333,25.280833333333334
2017-04-06 00:00:00,24.74,24.99,24.29,24.87,63512000,26.01625,25.893333333333334,26.3352,20.980382314950596,18.49534545738014,25.67031800758442,25.888483823000897,25.752363839183886,20.980382314950596,40.43653459009519,0.08955438586673381,20.279720279720348,0.08150142297377254,26.100268953162836,27.65450527488028,25.972,24.289494725119724,48.0,8.0,0.777555069722714,0.1285704572711577,-4.858454475899004,38.905909229754684,-2.826765894720592,2398443200,1807222201.0605173,27.15,25.715,24.28,26.586666666666666,25.939166666666665,25.291666666666664
2017-04-07 00:00:00,24.93,25.11,24.61,24.76,42906800,25.78875,25.91428571428571,26.2898,21.01799045112024,18.53697106895901,25.468025117010104,25.781009173191286,25.713447610196283,21.01799045112024,39.63452637066521,0.1673464929834907,16.433566433566522,0.05257718973195475,25.97563424777745,27.619937230881813,25.987000000000002,24.35406276911819,44.0,4.0,0.757729707599663,0.12133028378613843,-7.161604799400075,38.37297739938451,-5.505940969356058,2355536400,1790059481.0605178,27.15,25.72,24.29,26.607999999999997,25.9565,25.305
2017-04-10 00:00:00,24.77,24.83,24.09,24.13,75633200,25.49375,25.89857142857143,26.2214,21.048955720263326,18.574134051889512,25.17068620211897,25.623770204315925,25.651351625482704,21.048955720263326,35.31446365108587,0.2766440527703118,1.3071895424836328,0.0,25.771469399951915,27.72605050222115,25.936500000000002,24.146949497778856,40.0,100.0,0.7564632999139727,0.02280934991386342,-8.702232311766934,33.28848835669119,-9.23346839933736,2279903200,1722602843.2226799,27.15,25.619999999999997,24.09,26.580166666666667,25.925166666666666,25.270166666666665
2017-04-11 00:00:00,23.83,24.41,23.78,24.21,61814800,25.145,25.854285714285716,26.163200000000003,21.080408897176127,18.61158166616267,24.957200379425863,25.4891254229525,25.59482803232652,21.080408897176127,36.26448205719658,0.3527416388965108,12.759643916913948,0.039723157136723336,25.59470690269248,27.80333783626219,25.891,23.978662163737805,36.0,96.0,0.7474302070629745,0.033944479432889176,-8.710407239819,35.42983493634908,-11.972332020147837,2341718000,1745170151.1591878,27.15,25.465,23.78,26.535333333333334,25.877333333333333,25.21933333333333
2017-04-12 00:00:00,24.21,24.36,23.96,24.01,41409200,24.786250000000003,25.801428571428573,26.1052,21.10955905740323,18.64745155542405,24.746711406220115,25.348256335052263,25.532677913411757,21.10955905740323,34.885084943456306,0.42429682302504546,6.8249258160237565,0.0,25.45651650431144,27.894877956767864,25.826,23.757122043232137,32.0,100.0,0.7226137637013333,-0.023309425064439903,-10.108573567952076,33.61442837163411,-14.66743135702254,2300308800,1714113251.159188,27.15,25.465,23.78,26.469666666666665,25.824666666666666,25.17966666666667
2017-04-13 00:00:00,23.77,23.99,23.57,23.57,50689200,24.38875,25.71857142857143,26.0148,21.134041056832054,18.68015951851093,24.485219982615646,25.17889858885681,25.455710152101492,21.134041056832054,32.00117848204137,0.5106230006411359,0.0,0.0,25.285629745234093,28.014275196303643,25.7235,23.43272480369636,28.000000000000004,100.0,0.7024270662940953,-0.10606622275487965,-11.324303987960867,36.97238226646697,-17.882212411977374,2249619600,1663424051.159188,27.15,25.36,23.57,26.383500000000005,25.735000000000003,25.0865
2017-04-17 00:00:00,23.69,24.49,23.64,24.49,49729200,24.34125,25.664761904761907,25.9358,21.167433683132234,18.71876310975006,24.486282208701056,25.113289199441876,25.41783916574457,21.167433683132234,42.6726246555663,0.4990480913586879,25.69832402234633,0.39191084980542623,25.152935121844823,27.98030647289072,25.639,23.297693527109278,24.0,96.0,0.7179679901302313,-0.16094566274751806,-7.550018875047187,46.30988273804195,-17.460562592876013,2299348800,1713153251.159188,27.15,25.36,23.57,26.308000000000003,25.6455,24.982999999999997
2017-04-18 00:00:00,24.35,24.57,24.09,24.5,37011600,24.3175,25.58476190476191,25.862,21.200593546981665,18.757176643904543,24.489330606767485,25.054880704256934,25.381845472970276,21.200593546981665,42.777744261003605,0.48349455170595945,25.97765363128492,0.39577138690866837,25.037200632650226,27.816161720704976,25.5135,23.210838279295025,20.0,92.0,0.7009702765495005,-0.2026652979563183,-9.25925925925926,46.686457040256926,-17.095309813148702,2336360400,1739369801.159188,27.15,25.36,23.57,26.17083333333333,25.52733333333333,24.883833333333335
2017-04-19 00:00:00,24.68,24.92,24.53,24.6,38082800,24.28375,25.47,25.7758,21.234418486812693,18.79599939045667,24.5139238052636,25.01155873242294,25.35118486618713,21.234418486812693,43.88584382342602,0.4578216126423591,28.770949720670437,0.43646654988061845,24.953401038527847,27.753163764986198,25.436500000000002,23.119836235013807,16.0,88.0,0.6809009710816792,-0.16363636810513654,-8.482142857142847,46.521059759019444,-16.47492315906414,2374443200,1714957749.8771367,27.15,25.36,23.57,26.048166666666667,25.439166666666665,24.830166666666667
2017-04-20 00:00:00,24.75,25.04,24.53,24.99,40401600,24.3125,25.415238095238095,25.6884,21.271787457093165,18.837155540686194,24.619718515205022,25.00950551981123,25.337020753787634,21.271787457093165,48.10646483913177,0.4013790351692563,39.99999999999994,0.6234613882137197,24.820172906304048,27.60511514689039,25.3525,23.099884853109607,12.0,84.0,0.6686937588615592,-0.1862713251928487,-6.579439252336454,54.71931492155657,-14.694372208717432,2414844800,1747437467.5241954,27.15,25.36,23.57,25.956833333333332,25.358833333333333,24.760833333333334
2017-04-21 00:00:00,24.89,25.12,24.77,25.09,34189600,24.4325,25.34,25.6056,21.309779621699207,18.878702679950734,24.724225511826127,25.01717166078159,25.327333665403806,21.309779621699207,49.1623327970291,0.3446063145260041,43.553008595988544,0.7067134133279427,24.709528345460193,27.485022448169158,25.285500000000003,23.085977551830847,8.0,80.0,0.6459299189428765,-0.13401766179341865,0.8845999195818209,56.26852240097185,-12.919981451585105,2449034400,1775765993.238481,27.15,25.36,23.57,25.875166666666665,25.282666666666668,24.690166666666666
2017-04-24 00:00:00,25.41,25.54,25.2,25.41,37182000,24.5825,25.291428571428572,25.5402,21.35057783441862,18.922100004336443,24.876619842531433,25.054583883564298,25.330575482446793,21.35057783441862,52.49341125358586,0.2706720597254382,83.63636363636367,1.0,24.623223807804493,27.35694146604932,25.229999999999997,23.103058533950673,4.0,76.0,0.631934924732671,-0.11524916711390082,2.9161603888213805,60.49662874139141,-10.422330030089777,2486216400,1784514699.120834,27.15,25.36,23.57,25.796666666666663,25.222666666666665,24.648666666666667
2017-04-25 00:00:00,25.55,25.99,25.34,25.85,38844000,24.8125,25.259523809523813,25.4972,21.3953482042254,18.968132562447163,25.092926544191116,25.13033779941532,25.350945071370447,21.3953482042254,56.69509816572678,0.17456206454293977,94.21487603305798,1.0,24.591177862234495,27.22545137297902,25.187,23.148548627020983,32.0,72.0,0.6332252872517659,-0.14092073846456302,3.940490550864497,69.4911248030774,-6.970756527795956,2525060400,1806625899.1208344,27.15,25.36,23.57,25.738999999999997,25.192,24.645000000000003
2017-04-26 00:00:00,25.98,26.01,25.65,25.67,32700400,25.075,25.210000000000004,25.4764,21.437882052939575,19.012663243095353,25.221165089926423,25.181734199471002,25.36345702935592,21.437882052939575,54.568825483248,0.11163187384961049,86.06557377049181,0.9138948895228021,24.62289120348232,27.09228727697308,25.1415,23.19071272302692,28.000000000000004,68.0,0.6137091953052113,-0.1517738430944937,3.6752827140549273,61.55223304520809,-4.671515364488321,2492360000,1777558876.8986127,27.15,25.36,23.57,25.693833333333334,25.148833333333336,24.603833333333334
2017-04-27 00:00:00,25.74,26.15,25.56,26.07,31970000,25.2725,25.185714285714283,25.461599999999997,21.483972778780974,19.059555846131264,25.409795069942774,25.266330942378524,25.391164596832162,21.483972778780974,58.31054979154071,0.029146603376492664,96.89922480620162,1.0,24.68121296416616,27.021168040453162,25.1205,23.219831959546838,24.0,64.0,0.612015681354839,-0.09959563746822257,8.03978450062164,61.93871138152674,-1.5498707814677015,2524330000,1800859046.3901384,27.15,25.36,23.57,25.675833333333333,25.116333333333333,24.556833333333334
2017-04-28 00:00:00,26.0,26.07,25.68,25.74,34824800,25.427500000000002,25.15,25.439,21.52632130834534,19.10394417937956,25.483173943288822,25.311442281199618,25.404844416564234,21.52632130834534,54.3346679432601,-0.009485977232092324,84.10852713178294,0.8488796329829036,24.73707120891085,26.779973512133083,25.0575,23.33502648786692,20.0,60.0,0.5961574184009218,-0.15369627595936733,6.319702602230473,61.062593552049,-0.016871215594215127,2489505200,1776749569.4670613,27.12,25.345,23.57,25.610166666666665,25.063666666666666,24.517166666666665
2017-05-01 00:00:00,25.85,26.37,25.78,26.32,30773200,25.6425,25.117619047619048,25.436799999999998,21.574019603784695,19.151891394134513,25.66913528922464,25.407495397275845,25.440732870816618,21.574019603784695,59.55448668491987,-0.08591337255525744,98.2142857142857,1.0,24.867446492492082,26.647603519556174,25.029500000000002,23.41139648044383,16.0,56.00000000000001,0.5985747456579992,-0.11663549571356054,9.62099125364431,64.70657357373514,2.9688074751096094,2520278400,1802306972.8568916,27.06,25.314999999999998,23.57,25.583166666666667,25.025666666666666,24.46816666666667
2017-05-02 00:00:00,26.05,26.06,25.31,25.54,62997200,25.71125,25.053809523809523,25.418999999999997,21.613482095289328,19.19433729849242,25.640438558285833,25.420114883249575,25.444625699412043,21.613482095289328,51.095760573005485,-0.0825910939901604,70.3571428571428,0.6930050631440801,25.034773475547997,26.405563956111976,24.969,23.532436043888026,12.0,52.0,0.6279622638252851,-0.13306622775468407,8.358082308018663,55.010151428992735,2.8961034617226207,2457281200,1777948055.5235584,26.37,24.97,23.57,25.536333333333335,24.968833333333333,24.401333333333334
2017-05-03 00:00:00,25.47,25.82,25.32,25.73,33690400,25.79125,25.005238095238095,25.386,21.65444247245063,19.237763628734996,25.66034110088898,25.44962775151152,25.455816848454706,21.65444247245063,52.85244337565484,-0.09420365529681973,77.14285714285712,0.7567608484644736,25.13986191900235,26.485154438611268,25.012,23.538845561388733,8.0,48.0,0.618822102123479,-0.014164500616213408,5.063291139240515,57.23062142757292,3.3904642986168314,2490971600,1799509911.5235584,26.37,24.97,23.57,25.535333333333334,24.993333333333332,24.45133333333333
2017-05-04 00:00:00,25.79,25.9,25.55,25.63,20978800,25.81875,25.041428571428572,25.352000000000004,21.694000258794407,19.280236960105526,25.653598634024764,25.466806060891376,25.46264756028001,21.694000258794407,51.7978390104893,-0.09425106195820021,72.89377289377282,0.5405336413161299,25.30052994191297,26.547958024928867,25.059,23.570041975071135,4.0,44.0,0.5996205234003732,0.02634074418126877,4.6122448979591795,53.842455253918054,3.4716119433687265,2469992800,1788121420.094987,26.37,24.97,23.57,25.56066666666667,25.036166666666666,24.511666666666667
2017-05-05 00:00:00,25.51,25.7,25.36,25.63,22842800,25.791249999999998,25.086190476190474,25.368599999999997,21.73316443532382,19.322428076649675,25.64835449313037,25.482348340806485,25.469210401053346,21.73316443532382,51.79783901048931,-0.09321411775320598,67.54385964912274,0.5376547199429499,25.422184372456304,26.60341428564657,25.097,23.590585714353434,4.0,40.0,0.5810762003003465,-0.0069183293875837385,4.186991869918689,56.22689503439545,3.5370858452494285,2492835600,1801558361.2714574,26.37,24.97,23.57,25.585,25.0785,24.572000000000003
2017-05-08 00:00:00,25.75,25.76,25.25,25.36,36524000,25.752499999999998,25.109523809523814,25.375,21.76925235139025,19.36254483361546,25.584275716879176,25.470696117872535,25.464927640227728,21.76925235139025,48.75171536936266,-0.0698009663931316,45.10869565217382,0.3105483728839501,25.501993789267345,26.62926628797962,25.127000000000002,23.624733712020387,4.0,36.0,0.5759993288503218,-0.011411789512139694,1.480592236894762,49.45429036931596,2.7265112670493217,2456311600,1780789812.2518494,26.37,24.97,23.57,25.617,25.11,24.603
2017-05-09 00:00:00,25.42,25.9,25.34,25.4,84767200,25.66875,25.139999999999997,25.367599999999996,21.805379193664976,19.402660814787446,25.543325557572693,25.463963154265624,25.462381458258015,21.805379193664976,49.22808095089731,-0.053852759870071765,47.28260869565204,0.09797466556881172,25.566420874440592,26.62464748195576,25.1905,23.756352518044242,76.0,32.0,0.5748565196467272,-0.010245431428042776,1.2355520127540802,47.75046975645775,2.1842754046090196,2541078800,1714187012.2518492,26.37,24.97,23.57,25.667833333333334,25.169833333333333,24.671833333333336
2017-05-10 00:00:00,28.21,30.06,28.14,29.93,212909600,26.1925,25.416190476190476,25.4654,21.886221191737963,19.47260991236361,26.518142100334316,25.889299996716517,25.637582185385153,21.886221191737963,76.20433905135992,-0.4021115409717204,97.54253308128546,1.0,26.740994186192836,27.932083637345706,25.476499999999998,23.02091636265429,100.0,28.000000000000004,0.8666524825291039,0.15742126698717632,17.788272333726876,69.28118827980985,14.345246626863423,2753988400,1898265103.9185162,30.06,26.814999999999998,23.57,25.9945,25.432,24.869500000000002
2017-05-11 00:00:00,29.63,32.19,29.59,31.22,193979200,26.805,25.75,25.582400000000003,21.979094612715695,19.550665660454218,27.562999411371138,26.396985711314944,25.856500531056323,21.979094612715695,79.53840248619241,-0.773287377550254,86.1230329041488,1.0,27.753482152884544,29.25423338389404,25.837,22.41976661610596,100.0,24.0,0.9904630194913107,0.20744404845052214,20.773694390715654,70.39802227039966,24.970776693933008,2947967600,1947505977.7646701,32.19,27.88,23.57,26.449,25.7765,25.104
2017-05-12 00:00:00,31.25,31.98,31.04,31.56,96262000,27.5575,26.109523809523807,25.725,22.074427004628973,19.63046190191299,28.451221764399772,26.888701357856377,26.080167176897252,22.074427004628973,80.32102519631437,-1.0824047722764547,90.92219020172912,1.0,28.23668389747051,30.306115583811305,26.2365,22.166884416188694,100.0,20.0,0.9868585180990743,0.2514158375079175,22.94507206856251,68.90709641009688,32.64868234905177,3044229600,1957746616.0625422,32.19,27.915,23.64,26.86583333333333,26.167333333333335,25.468833333333333
2017-05-15 00:00:00,31.97,33.17,31.93,33.15,108754000,28.485,26.565714285714286,25.902200000000004,22.184631711050578,19.72029271984048,29.49539470564427,27.48501551425101,26.35741552290128,22.184631711050578,83.49946398091146,-1.439093275013203,99.74747474747471,1.0,28.822695610057213,31.645548532721495,26.6695,21.693451467278503,100.0,16.0,1.0313686239491406,0.28449490272385664,27.15765247410816,73.83655342766967,40.23690485752673,3152983600,2062992422.5141547,33.17,28.630000000000003,24.09,27.3125,26.5945,25.8765
2017-05-16 00:00:00,33.66,33.92,32.91,33.76,112070000,29.50125,27.007142857142856,26.095399999999998,22.299809504970472,19.813579811403,30.443084771056654,28.082633084322342,26.64771295337574,22.299809504970472,84.53168296154828,-1.7508111244506779,98.15455594002302,1.0,29.4016016924892,32.87856604556541,27.1325,21.386433954434594,100.0,12.0,1.0298422936670595,0.3067156601667119,31.157731157731156,75.11936562586833,46.2197843163192,3265053600,2139555095.7814808,33.92,29.225,24.53,27.79616666666667,27.051666666666666,26.307166666666667
2017-05-17 00:00:00,33.09,33.28,31.48,31.52,127136800,30.237499999999997,27.34142857142857,26.238400000000002,22.391552693975743,19.89136333425082,30.6823992663774,28.41000136200593,26.838783033635515,22.391552693975743,67.76701330102159,-1.7963927885461288,72.31833910034601,0.5314509545786142,29.786249951775268,33.403508945140885,27.478499999999997,21.553491054859105,96.0,8.0,1.1191392726908407,0.21747136768551462,19.756838905775073,65.32158329442129,44.05941780883669,3137916800,2018068820.2259252,33.92,29.225,24.53,28.237166666666667,27.422166666666662,26.607166666666664
2017-05-18 00:00:00,31.96,32.93,31.35,32.84,115603200,31.1725,27.733809523809526,26.408799999999996,22.495517343786933,19.977400787179388,31.16186609607131,28.831905994195843,27.074124875453734,22.495517343786933,71.37032991741478,-1.9169323511446024,87.54325259515574,0.6321586091372549,30.13315279856995,34.116007285824374,27.871,21.625992714175624,92.0,4.0,1.1520578960700665,0.25395831930446466,28.582615505090068,69.62804378895936,43.90653685798607,3253520000,2120502035.4157991,33.92,29.345,24.77,28.666666666666664,27.798166666666663,26.92966666666667
2017-05-19 00:00:00,33.85,34.15,33.41,33.6,101837200,32.1975,28.143809523809523,26.5944,22.606009708525374,20.0679163965669,31.703673630277684,29.28601018522481,27.330041547004566,22.606009708525374,73.22615469841037,-2.0501535770990245,93.82022471910115,0.6840263134948437,30.49970505859951,34.876272868420266,28.2965,21.716727131579738,88.0,4.0,1.1633394749222041,0.1921024535733893,30.586863583365727,62.65797614375898,44.51992435119402,3355357200,2070959613.7941787,34.15,29.674999999999997,25.2,29.122499999999995,28.234499999999997,27.346500000000002
2017-05-22 00:00:00,34.04,34.46,33.93,34.31,83660800,32.745,28.582857142857144,26.7914,22.72246732336592,20.16254818130732,32.282857267993755,29.76448540567959,27.603765407906348,22.72246732336592,74.8653223889362,-2.187803784589253,98.371335504886,0.7298387555073353,30.95766864345056,35.6745636085355,28.741499999999995,21.80843639146449,100.0,4.0,1.1416723695706181,0.20386919702519105,33.86656262192744,64.4054686664836,45.59703349129761,3439018000,2107265243.9828584,34.46,29.855,25.25,29.5745,28.677,27.779500000000002
