datetime,MA_Open,MA_High,MA_Low,MA_Close,MA_Volume,MA_sma8,MA_sma21,MA_sma50,MA_sma200,MA_sma300,MA_ema8,MA_ema20,MA_ema50,MA_ema200,MA_rsi,MA_macd,MA_stoch,MA_stochrsi,MA_vwap,MA_bb_hband,MA_bb_mavg,MA_bb_lband,MA_aroon_up,MA_aroon_down,MA_atr,MA_cmf,MA_roc,MA_uo,MA_tsi,MA_obv,MA_adi,MA_dcu,MA_dcm,MA_dcl,MA_kcu,MA_kcm,MA_kcl
2011-03-11 00:00:00,22.69,23.34,22.69,23.29,5006000,23.24625,23.304761904761904,22.6076,22.043632119912466,22.092822814898174,23.171053821053096,23.12911408371955,22.814291967764095,22.043632119912466,53.40255023817084,-0.1013646804739281,64.4067796610168,0.6421566276944878,23.086384641549344,24.117554280490744,23.2885,22.459445719509255,32.0,68.0,0.5198244827158691,-0.20497822144772374,1.7919580419580428,47.73855717328076,6.20575514886919,-318219000,-208863347.76440045,24.26,23.395000000000003,22.53,23.807166666666667,23.314666666666668,22.822166666666668
2011-03-14 00:00:00,23.17,23.4,23.08,23.33,7354000,23.277499999999996,23.290476190476188,22.655,22.056431800311348,22.10104326131081,23.206375194152407,23.148246075746258,22.834515812165503,22.056431800311348,53.944255904103976,-0.1065551322617111,67.7966101694913,0.6757576547876822,23.091602132257137,24.067852046260743,23.267,22.466147953739256,28.000000000000004,64.0,0.5055513053790214,-0.1919594632845725,1.9222367846220958,45.201183904092595,6.439437439231782,-310865000,-204726722.76440045,24.26,23.395000000000003,22.53,23.78033333333333,23.29283333333333,22.805333333333333
2011-03-15 00:00:00,22.78,23.11,22.67,22.93,9512000,23.195,23.25095238095238,22.6938,22.065124021203772,22.10655127950808,23.144958484340762,23.127460735198994,22.838260290119795,22.065124021203772,47.942152886462786,-0.07749859013234683,33.89830508474565,0.30345801165122105,23.08070456669923,23.976478231877415,23.2185,22.460521768122582,24.0,60.0,0.5165833549948053,-0.17144638230446382,-0.8646779074794608,45.701605064644276,4.691885014426178,-320377000,-202997268.21894592,24.26,23.395000000000003,22.53,23.7215,23.241,22.7605
2011-03-16 00:00:00,22.88,23.29,22.86,22.9,9587000,23.131249999999998,23.203333333333333,22.738000000000003,22.073431244873387,22.11182336402962,23.09052326559837,23.105797808037185,22.840681455213137,22.073431244873387,47.515144661037674,-0.05145715581295818,31.35593220338962,0.27697146027500363,23.08774395126882,23.839168618023646,23.163,22.486831381976355,20.0,56.00000000000001,0.5103988296380335,-0.23624487578559278,1.5521064301552012,45.42725148188468,3.1803315659430904,-329964000,-210800640.31196922,24.26,23.395000000000003,22.53,23.684,23.194,22.704
2011-03-17 00:00:00,23.11,23.34,22.71,22.85,6941000,23.09,23.148095238095237,22.7758,22.081158297163206,22.1167281921756,23.037073651020954,23.081436112033643,22.84104688834203,22.081158297163206,46.7674982040465,-0.026479312334085847,27.11864406779664,0.23059629671784015,23.07551188845007,23.72324912945452,23.113,22.50275087054548,16.0,52.0,0.5189417703781739,-0.22494695280514368,1.4203284509542844,40.841495050204045,1.7353073555777088,-336905000,-214656751.42308033,23.81,23.17,22.53,23.642,23.144,22.646
2011-03-18 00:00:00,22.92,23.08,22.63,22.65,9169000,23.00375,23.09095238095238,22.797400000000003,22.086818413609343,22.120271526446857,22.95105728412741,23.040346958506632,22.83355485350509,22.086818413609343,43.798767603192275,0.009346397654592664,10.169491525423515,0.04645128287556157,23.087129961790662,23.66221018075715,23.064999999999998,22.467789819242846,12.0,48.0,0.5140173582083043,-0.2977618113465858,-1.8630849220103975,40.18381491531052,-0.37090932097788687,-346074000,-223010729.20085812,23.73,23.130000000000003,22.53,23.599666666666668,23.104666666666667,22.609666666666666
2011-03-21 00:00:00,22.81,23.25,22.81,23.24,7056000,23.002499999999998,23.07333333333333,22.829,22.09829285725502,22.127711582749534,23.01526677654354,23.05936153388695,22.849493878857828,22.09829285725502,53.230583261896115,-0.00975706486315886,60.16949152542352,0.6135381783941781,23.124940764486567,23.621441831972316,23.052,22.482558168027683,8.0,44.0,0.5201589754791398,-0.2424081352935831,-1.4836795252225579,49.60655955787494,0.6759661800875192,-339018000,-216275456.47358543,23.71,23.12,22.53,23.583000000000002,23.0825,22.582
2011-03-22 00:00:00,23.21,23.37,23.1,23.13,8083000,23.04,23.055714285714284,22.858400000000003,22.108558599968905,22.134371306452195,23.040763048422754,23.0660890068501,22.86049411890262,22.108558599968905,51.4954080851622,-0.0158380447290547,46.29629629629622,0.5006652962629741,23.14409972106603,23.616129614814803,23.049,22.481870385185196,4.0,40.0,0.5022904772306298,-0.2771429490696487,-1.1960700555318289,41.78715640378947,0.9891367563950666,-347101000,-222562234.25136334,23.71,23.12,22.53,23.567666666666664,23.083166666666667,22.598666666666666
2011-03-23 00:00:00,23.12,23.28,23.04,23.14,6606000,23.02125,23.053333333333335,22.8896,22.11882169847668,22.141053224681748,23.06281570432881,23.073128149054853,22.871455133847615,22.11882169847668,51.6497106612699,-0.021219575453290673,47.222222222222285,0.6354988657538506,23.11776819682722,23.62494227057487,23.062,22.499057729425132,4.0,36.0,0.4835554431427278,-0.23797373161792376,-0.17256255392579442,38.290178778883366,1.284940444966599,-340495000,-223663234.2513633,23.71,23.12,22.53,23.56066666666667,23.088666666666665,22.616666666666667
2011-03-24 00:00:00,23.22,23.73,23.01,23.65,8619000,23.06125,23.09,22.932599999999997,22.13405730346696,22.15107944910247,23.19330110336685,23.128068325335345,22.901986305069276,22.13405730346696,58.84104557103962,-0.06587781661383119,92.72727272727256,1.0,23.124679065794897,23.711849654735538,23.1,22.488150345264465,100.0,32.0,0.5004443400611043,-0.1843920297721814,1.3281919451585207,46.07566042701956,3.837706660992298,-331876000,-216959567.58469668,23.73,23.130000000000003,22.53,23.606666666666666,23.115666666666666,22.624666666666666
