datetime,NFLX_Open,NFLX_High,NFLX_Low,NFLX_Close,NFLX_Volume,NFLX_sma8,NFLX_sma21,NFLX_sma50,NFLX_sma200,NFLX_sma300,NFLX_ema8,NFLX_ema20,NFLX_ema50,NFLX_ema200,NFLX_rsi,NFLX_macd,NFLX_stoch,NFLX_stochrsi,NFLX_vwap,NFLX_bb_hband,NFLX_bb_mavg,NFLX_bb_lband,NFLX_aroon_up,NFLX_aroon_down,NFLX_atr,NFLX_cmf,NFLX_roc,NFLX_uo,NFLX_tsi,NFLX_obv,NFLX_adi,NFLX_dcu,NFLX_dcm,NFLX_dcl,NFLX_kcu,NFLX_kcm,NFLX_kcl
2017-03-13 00:00:00,140.9,143.71,140.32,143.52,4922400,140.9125,142.06285714285713,138.481,120.06665745732211,115.56954305269501,141.58774503795155,141.3875726404648,137.58578272288418,120.06665745732211,58.84564188225578,-0.6871198943629224,84.43017656500808,0.7321996527527231,141.73362883300027,144.54775046468288,141.925,139.30224953531715,20.0,76.0,2.393127371504273,-0.035154651890362265,0.5182798711304168,55.77735086013592,8.476739594021922,43663000,111362330.19708882,145.95,142.105,138.26,144.16266666666667,141.96466666666666,139.76666666666668
2017-03-14 00:00:00,142.95,143.31,141.7,143.19,4660300,141.37,141.9852380952381,138.8382,120.29674046769702,115.7530676835741,141.94380169618455,141.55923238899197,137.80555594943775,120.29674046769702,57.605270857740535,-0.7632900228844051,79.13322632423744,0.7713211106491492,141.7184740654833,144.54628164613194,141.92450000000002,139.3027183538681,16.0,72.0,2.352189702111112,0.05597662249487676,-0.041884816753928286,59.602898809353384,9.39164566717371,39002700,115327927.09149873,144.49,141.375,138.26,144.0315,141.898,139.7645
2017-03-15 00:00:00,144.2,145.52,143.23,145.25,5987200,142.13375,142.08285714285714,139.2672,120.54503160732193,115.94906058933107,142.67851243036577,141.91073406623084,138.09749493181272,120.54503160732193,62.867072386658805,-0.9785994965364182,96.28099173553706,1.0,141.9066577824909,145.08628842122573,142.14600000000002,139.2057115787743,100.0,68.0,2.3506047233888907,0.16823323038040733,1.2830346558817403,61.596226883776694,11.888067305985327,44989900,119903298.27053799,145.52,141.89,138.26,144.0933333333333,142.04833333333335,140.00333333333333
2017-03-16 00:00:00,145.5,146.5,144.22,144.39,5286500,142.44,142.25285714285715,139.6052,120.78229497441326,116.1380369309302,143.0588430013956,142.14685463135172,138.34425983644752,120.78229497441326,59.544458598526056,-1.0675331354770492,74.393203883495,0.8073896781542226,142.11417894287902,145.3510940611724,142.252,139.15290593882762,96.0,64.0,2.3455615288611127,0.0671036201904055,1.5900935763033779,55.783793277446634,12.943676050120809,39703400,115405135.98983617,146.5,142.38,138.26,144.27633333333333,142.2133333333333,140.15033333333332
2017-03-17 00:00:00,144.05,145.76,143.4,145.11,6281300,142.9,142.38809523809522,139.9192,121.02436169108577,116.33054166893066,143.51465566775212,142.42905895217535,138.60958298011624,121.02436169108577,61.38453810724264,-1.1824807655818006,83.13106796116523,0.9140582014901527,142.29349659833977,145.74319603740454,142.40699999999998,139.07080396259542,92.0,60.0,2.3465928482281746,0.08381134106635686,1.7245005257623611,60.13783498439654,14.379525722750092,45984700,118226397.85424305,146.5,142.38,138.26,144.47166666666666,142.35916666666665,140.24666666666667
2017-03-20 00:00:00,145.45,146.25,144.58,145.83,3421000,143.58875,142.57000000000002,140.1996,121.27118396281627,116.52655135883809,144.02917663047387,142.75295809958723,138.89273658873913,121.27118396281627,63.18770588508834,-1.3164997832925849,91.86893203883511,1.0,142.445573870231,146.23938649878303,142.5875,138.93561350121698,100.0,56.00000000000001,2.298264787640447,0.09528736024736403,4.515158030531077,62.104758297862034,16.12060559654733,49405700,119926655.33927304,146.5,142.38,138.26,144.64483333333334,142.53033333333332,140.41583333333332
2017-03-21 00:00:00,146.75,147.7,142.1,142.42,7669800,143.825,142.57952380952378,140.4266,121.48161994328576,116.69860085147039,143.6715818237019,142.72124780438844,139.03106064408271,121.48161994328576,51.033268644367894,-1.1344747996381273,44.06779661016947,0.3082702832896061,142.60785989245193,146.23110605595429,142.57850000000002,138.92589394404575,96.0,52.0,2.5341030170947008,0.01907220878809002,2.3573379330171065,50.238834872285544,13.745734681819771,41735900,113133403.91070159,147.7,142.98,138.26,144.92016666666666,142.60416666666669,140.28816666666665
2017-03-22 00:00:00,142.54,143.8,140.76,142.65,6486900,144.045,142.58190476190475,140.6606,121.69225059061625,116.87103539730779,143.44456364065704,142.7144622992086,139.17297983451084,121.69225059061625,51.70800721219291,-0.9972817235597233,46.50423728813576,0.3466708039497885,142.77478998261773,146.12347694487067,142.518,138.91252305512933,92.0,48.0,2.570238515873652,0.00444018795010979,0.5002113569113766,48.356984506391655,12.089116291082494,48222800,114712451.93701738,147.7,142.98,138.26,144.93366666666665,142.55716666666666,140.1806666666667
2017-03-23 00:00:00,142.14,142.89,141.26,141.84,3712600,143.835,142.48571428571427,140.8996,121.89272570911758,117.03694213885392,143.08799394273325,142.63118017547444,139.27756886060845,121.89272570911758,49.139914586990606,-0.813813852289627,26.38190954773869,0.0,142.99151317215,146.08608450800168,142.47099999999998,138.85591549199827,88.0,44.0,2.5030786218826764,0.0007241107151373273,0.28989606165594045,45.97091580718383,9.926738562864799,44510200,113641947.64253892,147.7,142.98,138.26,144.82,142.51049999999998,140.201
2017-03-24 00:00:00,142.36,142.8,141.58,142.02,3546600,143.68875,142.4495238095238,141.13,122.09299709509652,117.20294252331335,142.8506619554592,142.57297253971498,139.38511517980027,122.09299709509652,49.73732209432817,-0.6751559605276896,28.643216080402098,0.042526792622443195,143.07639130275143,146.01130774056497,142.40949999999998,138.807692259435,84.0,40.0,2.4114301488910566,-0.03306615765645832,1.2115165336374123,41.59257665553127,8.352129854155024,48056800,112653550.92122744,147.7,142.98,138.26,144.74783333333335,142.47783333333334,140.20783333333333
2017-03-27 00:00:00,140.83,144.39,140.0,144.06,4771700,143.54,142.48809523809524,141.4276,122.3115742384289,117.38139473246076,143.11940374313494,142.71459420259927,139.5684439962787,122.3115742384289,56.03960027802988,-0.7215618178591967,54.27135678391965,0.491158043611709,143.16405369519333,146.09075650050727,142.442,138.79324349949275,80.0,36.0,2.5527565668274086,-0.004784115826966954,2.5119191631680073,52.78460102715891,8.87248927876385,52828500,116707865.49981517,147.7,142.98,138.26,144.86933333333334,142.45683333333335,140.04433333333333
2017-03-28 00:00:00,144.1,146.11,143.92,145.17,4638000,143.63750000000002,142.57190476190476,141.657,122.5390212609321,117.56603662792614,143.57509180021606,142.94844237378027,139.78811285916973,122.5390212609321,59.04844540163922,-0.8382437651376335,68.21608040200995,0.7053443921814503,143.44351296231685,146.42674523024866,142.594,138.76125476975133,76.0,32.0,2.5268453834825957,0.02836670802525745,3.0378309319327146,52.1790153976322,10.245711441529908,57466500,117364386.04776031,147.7,142.98,138.26,145.02033333333333,142.58433333333332,140.14833333333334
2017-03-29 00:00:00,145.5,147.18,144.91,146.47,3855000,143.8075,142.7785714285714,141.92860000000002,122.77714045236563,117.7580895406974,144.2184047335014,143.2838288143726,140.05014764900622,122.77714045236563,62.30271363226701,-1.023812313402658,84.02597402597414,0.9370013239774445,143.7115243633839,146.97404046292152,142.78500000000003,138.59595953707853,100.0,28.000000000000004,2.508499284662411,0.04535894442221268,2.055462653288732,52.51071189809394,12.438518177069545,61321500,118807888.25040346,147.7,142.98,138.26,145.25166666666667,142.76016666666663,140.26866666666666
2017-03-30 00:00:00,146.81,148.29,146.53,148.06,4461100,144.08625,143.03619047619046,142.22459999999998,123.02871119413314,117.95943113843362,145.07209257050107,143.73870226062283,140.36425950590794,123.02871119413314,65.87461135568125,-1.2843710071897476,97.22557297949349,1.0,144.09168315628986,147.71334084569781,143.2115,138.7096591543022,100.0,24.0,2.459320764329381,0.12823231533087281,3.4010754940987526,64.12650615050822,15.477103551749785,65782600,122103018.9322217,148.29,143.27499999999998,138.26,145.5185,143.11950000000002,140.7205
2017-03-31 00:00:00,148.0,148.23,147.33,147.81,3888200,144.76,143.43047619047618,142.4126,123.27529118225122,118.15777378867656,145.68051644372304,144.12644490246828,140.65624932920565,123.27529118225122,64.83439905822866,-1.4539327073683523,94.20989143546453,0.937840983208088,144.41400559032925,148.16481194298976,143.645,139.12518805701026,96.0,20.0,2.3479407097344236,0.1520903129923696,1.7624784853700532,63.326381124475496,17.605712477085415,61894400,122362232.26555504,148.29,144.015,139.74,145.84866666666667,143.53716666666668,141.22566666666665
2017-04-03 00:00:00,146.7,148.01,145.74,146.92,4609300,145.29375,143.80095238095237,142.579,123.51056191675619,118.34888492629332,145.9559572340068,144.3924977688999,140.90188661041327,123.51056191675619,61.13341466692793,-1.4992140085639107,83.47406513872129,0.7166846370575569,144.69448335548586,148.5570908204744,143.894,139.2309091795256,92.0,16.0,2.3423735161819637,0.14146309735002743,1.7521989057413958,63.28946734935298,18.30869413796835,57285100,122544979.84264751,148.29,144.015,139.74,146.103,143.793,141.483
2017-04-04 00:00:00,146.84,147.09,144.89,145.5,4368900,145.75125,143.97047619047618,142.74120000000002,123.72936229569395,118.52929100651727,145.8546334042275,144.4979741718618,141.08220478255393,123.72936229569395,55.67284216292435,-1.4043293982919067,66.34499396863697,0.39038219014259967,144.77079942007265,148.66700270817213,144.0975,139.52799729182786,88.0,12.0,2.3322039793118248,0.11844302264083348,0.2687616291089424,60.23026988360125,17.262009853850795,52916200,120598833.47901118,148.29,144.015,139.74,146.33316666666667,144.01416666666665,141.69516666666667
2017-04-05 00:00:00,146.19,146.25,143.26,143.62,4607600,145.95125,144.0747619047619,142.8114,123.92727908877163,118.69600668089257,145.35804820328806,144.41435758406544,141.18172616363023,123.92727908877163,49.38362388302109,-1.1640143401210707,43.6670687575393,0.014563113954143624,144.72222266453554,148.5007962378758,144.2625,140.0242037621242,84.0,8.0,2.3791894093609804,0.10301680880998984,-1.5154632105876757,48.90247295701116,14.337466268770251,48308600,117100755.88703798,148.29,144.015,139.74,146.55116666666666,144.19716666666665,141.84316666666666
2017-04-06 00:00:00,144.0,144.14,143.01,143.74,3312400,145.91125,144.23761904761903,142.8958,124.12442059037589,118.86241195211586,144.9984819358907,144.3501330522497,141.2820506278016,124.12442059037589,49.773649362381555,-0.9720408405271428,45.11459589867325,0.037869510523585836,144.66169723537243,148.3125249067196,144.423,140.5334750932804,80.0,4.0,2.2899615944066243,0.11109631530900659,0.9268361185226945,48.52289105917631,12.120470027536566,51621000,118068093.94013545,148.29,144.14499999999998,140.0,146.68900000000002,144.3535,142.018
2017-04-07 00:00:00,143.79,143.89,142.71,143.11,3040500,145.65375,144.3604761904762,142.97879999999998,124.3133318282826,119.02352549396227,144.57881928347055,144.23202514251165,141.35373491690743,124.3133318282826,47.69574500264769,-0.7603004537737377,37.515078407720345,0.0,144.54444685128777,148.12948272141475,144.534,140.93851727858524,76.0,12.0,2.210678623377578,0.10796041609158666,0.3224675779880883,45.16088503096908,9.656233331043858,48580500,117088949.8723389,148.29,144.14499999999998,140.0,146.78433333333334,144.46583333333334,142.14733333333334
2017-04-10 00:00:00,143.04,144.65,141.21,143.85,5807400,145.32625000000002,144.5014285714286,143.0068,124.5077265364589,119.18848545745753,144.41685944269932,144.19564179560575,141.45162766526403,124.5077265364589,50.31929688788412,-0.6447739347643733,46.44149577804581,0.14431878392673428,144.4792905138922,148.1302121392637,144.5505,140.9707878607363,72.0,8.0,2.2984872931363225,0.09355670178758772,1.4170896785109919,49.9092727044312,8.31869214916686,54387900,120195233.5932691,148.29,144.14499999999998,140.0,146.82283333333334,144.50183333333334,142.18083333333334
2017-04-11 00:00:00,144.28,144.54,141.98,144.35,4621500,144.8625,144.54095238095238,143.0694,124.70516209331007,119.35567160059735,144.40200178876614,144.21034257697664,141.56528932544975,124.70516209331007,52.068719114277485,-0.586799893548914,52.47285886610372,0.24055262999939833,144.63983393201983,148.13535851714977,144.6085,141.08164148285022,68.0,4.0,2.3171667721980143,0.09327621202477772,1.6406139980284353,55.280035521956265,7.686809036899588,59009400,124130729.68701911,148.29,144.14499999999998,140.0,146.91483333333332,144.5463333333333,142.17783333333333
2017-04-12 00:00:00,144.85,145.74,143.55,143.83,4387000,144.365,144.57142857142858,143.1318,124.89545898790401,119.51829172285251,144.27489028015145,144.17411947440746,141.65410150876545,124.89545898790401,50.093101670149736,-0.4932099764308191,46.20024125452372,0.13187602686247765,144.7841025760853,148.06701483918002,144.5375,141.00798516081997,64.0,4.0,2.3080834313267276,0.01037174888485163,-0.1596556990142925,51.487682326946754,6.60333259990717,54622400,120865519.64135702,148.29,144.14499999999998,140.0,146.89516666666668,144.53166666666667,142.16816666666665
2017-04-13 00:00:00,144.25,144.55,142.76,142.92,3685800,143.865,144.4604761904762,143.1746,125.07480765469103,119.67378480110598,143.9738035512289,144.0546795244639,141.70374458685308,125.07480765469103,46.75013850037895,-0.3416713236866542,35.22316043425803,0.0,144.85631295403277,148.06327437131318,144.464,140.8647256286868,60.0,4.0,2.2710774719462483,0.02669110695539278,-1.5499070055796653,49.61430572448887,4.718171495938484,50936600,117838633.60783744,148.29,144.14499999999998,140.0,146.78933333333333,144.45033333333333,142.11133333333333
2017-04-17 00:00:00,144.43,147.32,144.43,147.25,16364700,144.08375,144.59666666666666,143.3356,125.29545633474386,119.85701546687936,144.7018472065114,144.35899576022922,141.92124479913335,125.29545633474386,60.319560055204526,-0.5644638741157451,85.31073446327692,0.7095317950718534,145.32951331567278,148.36281697870453,144.571,140.77918302129547,56.00000000000001,36.0,2.4231433668072313,0.14995834439812403,0.5325322591657002,61.6907484724578,7.38994526958561,67301300,133410579.97461952,148.29,144.14499999999998,140.0,146.89466666666667,144.52916666666667,142.16366666666667
2017-04-18 00:00:00,147.34,147.4,140.0,143.36,19671000,144.05125,144.51333333333335,143.39780000000002,125.47520303788075,120.01318147706621,144.40365893839774,144.26385330687407,141.97766657171636,125.47520303788075,48.389549687380445,-0.4222704150602965,40.530759951749296,0.08572320917838853,144.94806083420627,148.22812891593344,144.4475,140.66687108406654,52.0,32.0,2.778633126321001,0.09936785551325993,-3.174388761312973,57.3441556244536,5.341763177597188,47630300,131602974.56921418,148.29,144.14499999999998,140.0,147.08283333333333,144.4308333333333,141.77883333333335
2017-04-19 00:00:00,143.37,144.0,138.66,139.76,12395100,143.55375,144.2242857142857,143.3736,125.61734032108592,120.14438957356411,143.3717347298649,143.83491489669558,141.89069925517845,125.61734032108592,40.421796849598046,-0.018873597679970544,11.422637590861836,0.0,144.35881985846885,148.5328858287255,144.3145,140.0961141712745,48.0,100.0,2.961587903012358,0.09147465636159079,-5.446180907922341,51.75566271196649,0.4104159871446215,35235200,124314470.07483213,148.29,143.475,138.66,146.9065,144.26749999999998,141.6285
2017-04-20 00:00:00,140.3,141.8,139.27,141.18,7248200,143.3125,144.1652380952381,143.31719999999999,125.7721926561995,120.28416107141418,142.8846825676727,143.58206585891503,141.86282869615184,125.7721926561995,44.316558364737865,0.18411677032656826,26.332288401254043,0.15953897425006586,143.9431823008284,148.62096301354157,144.24099999999999,139.8610369864584,44.0,96.0,2.9307601956543325,0.10811821741681175,-3.9068881023686233,51.32625029281148,-1.8864064262132754,42483400,128010192.60447638,148.29,143.475,138.66,146.79833333333335,144.18483333333333,141.5713333333333
2017-04-21 00:00:00,141.39,143.03,140.9,142.87,6824800,143.19,144.1757142857143,143.27980000000002,125.94232009245623,120.43423309087322,142.88141977485657,143.51425006282787,141.90232561002824,125.94232009245623,48.62141462752806,0.20624179631090556,45.02673796791455,0.3958946061214593,143.68166078222754,148.58160655031935,144.29250000000002,140.0033934496807,40.0,92.0,2.8735630388218802,0.15992827312052946,-1.8075601374570416,51.43407812945191,-2.1123256445721847,49308200,133809670.5387487,148.29,143.475,138.66,146.83683333333335,144.19833333333332,141.55983333333333
2017-04-24 00:00:00,143.61,144.5,143.4,143.83,4800900,143.125,144.2704761904762,143.27360000000002,126.12030695720792,120.58968669159832,143.092215380444,143.5443214854157,141.9779206841448,126.12030695720792,50.94156170307977,0.14464468793613605,59.15331807780333,0.528690825434973,143.54627880862498,148.5511655437365,144.383,140.21483445626353,36.0,88.0,2.78473710747746,0.15788938934565508,0.14621918952792645,53.61493468412548,-1.4752938139737086,54109100,132762201.44783968,148.29,143.475,138.66,146.91966666666667,144.28716666666668,141.65466666666666
2017-04-25 00:00:00,147.46,153.52,146.22,152.16,20674200,144.16625,144.75333333333333,143.4204,126.37940838051928,120.79945621524219,145.10727862923423,144.3648622963285,142.37721791221756,126.37940838051928,65.49990877188282,-0.5697649518211847,90.84791386271863,1.0,144.70904377030982,150.15390942897767,144.78799999999998,139.4220905710223,100.0,84.0,3.2779701712290703,0.20260329625231452,5.85779880339501,62.93722450209397,5.423747016256044,74783300,145733137.88619578,153.52,146.09,138.66,147.456,144.678,141.9
