datetime,SPY_Open,SPY_High,SPY_Low,SPY_Close,SPY_Volume,SPY_sma8,SPY_sma21,SPY_sma50,SPY_sma200,SPY_sma300,SPY_ema8,SPY_ema20,SPY_ema50,SPY_ema200,SPY_rsi,SPY_macd,SPY_stoch,SPY_stochrsi,SPY_vwap,SPY_bb_hband,SPY_bb_mavg,SPY_bb_lband,SPY_aroon_up,SPY_aroon_down,SPY_atr,SPY_cmf,SPY_roc,SPY_uo,SPY_tsi,SPY_obv,SPY_adi,SPY_dcu,SPY_dcm,SPY_dcl,SPY_kcu,SPY_kcm,SPY_kcl
2017-03-27 00:00:00,209.79,211.59,209.5,211.32,87454500,212.65499999999997,213.51190476190476,210.00779999999997,199.1826914780307,194.87958288434425,212.3042916658485,212.5741989770126,210.07003010319357,199.1826914780307,45.1964597954127,-0.3815083450783163,29.59349593495921,0.0,213.05794964320117,216.1502651382035,213.51,210.86973486179647,28.000000000000004,100.0,1.5017538670325405,-0.003633450114968099,-0.9375585974123383,43.42961511700869,8.135163643452458,1910828000,4384623980.065375,216.44,212.97,209.5,214.88133333333334,213.52733333333336,212.17333333333335
2017-03-28 00:00:00,211.0,213.3,210.88,212.86,93483900,212.415,213.4790476190476,210.17520000000002,199.31878410013988,194.99905409441504,212.42778240677106,212.60141812205902,210.17944068738205,199.31878410013988,53.42622310347608,-0.3731155807741402,54.634146341463584,0.3768346500578052,212.9867551210451,216.14969545591867,213.5045,210.85930454408134,24.0,96.0,1.5673428765302173,0.032792139685682266,-0.565235670575036,50.66977549046181,7.805797125480176,2004311900,4444113734.61083,216.44,212.97,209.5,214.92916666666665,213.4956666666667,212.06216666666668
2017-03-29 00:00:00,212.56,213.3,212.32,213.06,61950400,212.2475,213.48333333333332,210.361,199.4555126165564,195.11906037950197,212.5682752052664,212.64509258662483,210.2924037976808,199.4555126165564,54.384271188532104,-0.37824243972923455,57.8861788617886,0.42070294873863223,212.97362921038678,215.75936658308242,213.35999999999999,210.96063341691755,20.0,92.0,1.5253898139209174,0.013522886557893321,-0.5229246428237952,51.87025396790211,7.82880451927672,2066262300,4475721081.549605,215.76,212.63,209.5,214.75033333333332,213.35583333333335,211.96133333333333
2017-03-30 00:00:00,212.99,213.94,212.81,213.73,56737900,212.1925,213.37761904761905,210.5512,199.59754731688918,195.24272110787734,212.82643627076274,212.74841710218436,210.4272114918894,199.59754731688918,57.53564465806084,-0.43139604785957886,68.78048780487782,0.565001961254311,212.93826964989364,215.65673588253304,213.317,210.97726411746697,16.0,88.0,1.4971476843551375,0.07513193245220826,0.17341582302211103,61.98889550849658,8.801961203974964,2123000200,4511370558.540755,215.65,212.575,209.5,214.67233333333334,213.28233333333333,211.89233333333337
2017-03-31 00:00:00,213.38,213.93,213.18,213.24,73733100,212.42,213.31333333333333,210.74679999999998,199.73329311473108,195.36230435633,212.91833932170434,212.79523452102396,210.53751692358003,199.73329311473108,54.56659104430352,-0.42903609926813147,60.81300813008139,0.4290512373195318,212.91795494617202,215.4906181018827,213.2425,210.99438189811733,12.0,84.0,1.4437799926154846,0.008462503662167647,-0.910780669144972,57.75145074117875,8.75076225677272,2049267100,4449434754.540755,215.65,212.575,209.5,214.61383333333333,213.22583333333333,211.83783333333335
2017-04-03 00:00:00,213.29,213.5,211.58,212.87,85546500,212.53875,213.22476190476192,210.92,199.86400661607706,195.4786345599424,212.90759725021448,212.8023550428312,210.62898684814553,199.86400661607706,52.36900588444252,-0.39278216690422596,54.796747967479696,0.3284254715849254,212.88295054488233,215.40034001226147,213.1815,210.96265998773853,8.0,80.0,1.4777957074286634,0.017400317456671265,-0.8892820560573593,61.82641990703383,8.076225814456832,1963720600,4478841363.915755,215.65,212.575,209.5,214.59216666666666,213.1581666666667,211.7241666666667
2017-04-04 00:00:00,212.57,213.09,212.17,213.0,56466200,212.7025,213.17285714285714,211.1064,199.99471301790715,195.5950555927667,212.92813119461124,212.82117837208537,210.7219677560614,199.99471301790715,53.08394115783241,-0.3702723091615212,59.021922428330456,0.41432554615456024,212.71596227832387,215.3756181448352,213.15900000000002,210.94238185516485,4.0,76.0,1.4379531568980457,0.06564173827105867,-0.6529850746268684,65.22636672050893,7.718512246384503,2020186800,4524259829.133146,215.65,212.575,209.5,214.55,213.11550000000003,211.68099999999998
2017-04-05 00:00:00,213.71,214.73,212.15,212.37,108800600,212.80625,213.12142857142857,211.25419999999997,200.11785020180858,195.70651701739948,212.80410204025318,212.77820900331534,210.78659647151,200.11785020180858,49.22766443465961,-0.29816034301939,49.913043478260946,0.24397488965808242,212.60848736721127,215.36796678531192,213.125,210.88203321468808,40.0,72.0,1.519527931405327,0.04542601546098596,-0.8404538450763333,52.992689730535844,6.322250017233043,1911386200,4434014370.218417,215.65,212.575,209.5,214.61133333333333,213.10333333333332,211.59533333333334
2017-04-06 00:00:00,212.51,213.51,212.05,212.97,69135800,213.01250000000002,213.11761904761906,211.3784,200.24573228935276,195.82122454552305,212.84096825353024,212.79647481252343,210.87222013929392,200.24573228935276,52.7482757239181,-0.28612777304456927,63.904235727440046,0.5038668842012289,212.466728448969,215.3495693566463,213.1075,210.86543064335368,36.0,68.0,1.515275936304945,0.029655105827624068,0.7331378299120289,50.694065321211426,6.112042637704359,1980522000,4452008619.533485,215.65,212.575,209.5,214.60416666666666,213.09066666666666,211.5771666666667
2017-04-07 00:00:00,212.7,213.47,212.24,212.75,74412300,212.99875,213.0904761904762,211.50260000000003,200.37015286358806,195.9337081033601,212.82075308607907,212.79204863990213,210.94585856520396,200.37015286358806,51.342474725819706,-0.25588997294411797,59.85267034990785,0.4980892173040996,212.41276340371235,215.24371048040652,213.04149999999998,210.83928951959345,32.0,64.0,1.494899083711734,-0.004630817196911244,0.39165722914307877,48.589840709731604,5.548496128338144,1906109700,4439304080.509094,215.65,212.575,209.5,214.55016666666666,213.03966666666665,211.52916666666664
2017-04-10 00:00:00,212.89,213.71,212.32,212.87,67615300,212.975,213.03333333333333,211.63559999999998,200.49452945201008,196.04624160433443,212.83169684472816,212.79947257895907,211.0213150920587,200.49452945201008,52.09247694009277,-0.23885591334467904,64.43594646271532,0.5588713696603216,212.4304293445861,215.11591027849585,212.97599999999997,210.8360897215041,28.000000000000004,60.0,1.4874062920180398,-0.04281466858026504,0.5574188672114917,47.35847178263848,5.278340475846405,1973725000,4425197291.300462,215.65,212.575,209.5,214.539,212.98700000000002,211.435
2017-04-11 00:00:00,212.48,212.73,211.07,212.62,88045300,212.83625,212.95904761904762,211.7892,200.6151809002488,196.1563662448372,212.7846531014552,212.78237995239152,211.08400861786032,200.6151809002488,50.35120793914026,-0.20284511550073603,59.65583173996196,0.4177543493437287,212.47551033077914,215.07666133894315,212.939,210.80133866105683,24.0,56.00000000000001,1.509734414016752,-0.009559350290811822,0.5105417415146131,53.354340761632045,4.589243703805375,1885679700,4501573937.083596,215.65,212.575,209.5,214.51966666666667,212.93166666666667,211.34366666666665
2017-04-12 00:00:00,212.33,212.53,211.45,211.69,81864400,212.6425,212.8795238095238,211.92460000000003,200.72537810522144,196.2595797581605,212.54139685668738,212.67834376644947,211.1077729857874,200.72537810522144,44.404876044367015,-0.09813186801048346,41.87380497131935,0.0,212.47953582182416,214.69636600674028,212.76349999999996,210.83063399325965,20.0,52.0,1.4854676701584137,-0.0678072576311862,0.17508991103539873,49.68062382533268,2.277502625981623,1803815300,4456093714.861375,215.43,212.465,209.5,214.3285,212.7835,211.23850000000002
2017-04-13 00:00:00,211.34,212.11,210.32,210.32,92880400,212.32375,212.64714285714285,212.03100000000003,200.82084697979636,196.35300447737538,212.04775311075687,212.45373959821617,211.07687992752122,200.82084697979636,37.39819707290987,0.09431448678117249,15.678776290630875,0.0,212.43540801306517,214.51987843779608,212.5405,210.56112156220394,16.0,100.0,1.5072199794328143,-0.1078574318412239,-1.1932725735225125,42.21943580131255,-2.086774274839325,1710934900,4363213314.861375,215.25,212.375,209.5,214.1701666666667,212.58516666666665,211.00016666666664
2017-04-17 00:00:00,210.86,212.18,210.65,212.18,68405400,212.22125000000003,212.5233333333333,212.1718,200.93387337800735,196.45816723832306,212.07714130836646,212.4276691602908,211.12013953820667,200.93387337800735,49.13341589248455,0.09564066803636706,42.17687074829966,0.5827560205906155,212.51915939679958,214.21922036922308,212.42950000000002,210.63977963077696,12.0,96.0,1.5324185523304714,-0.014448573658964322,-0.4130291936543675,52.93377787251972,-2.1354310386449598,1779340300,4431618714.861375,214.93,212.215,209.5,214.05349999999999,212.43449999999999,210.81550000000001
2017-04-18 00:00:00,211.41,212.11,210.83,211.55,83225800,212.11875,212.387619047619,212.2718,201.0395064787237,196.5584451968724,211.95999879539616,212.3440816212155,211.13699681121818,201.0395064787237,45.9887924623265,0.14584618704785157,27.891156462585467,0.42659802604532643,212.45462793121706,213.93657539509385,212.29850000000002,210.66042460490618,8.0,92.0,1.5193886557354372,-0.004074489033800695,-1.0199784775183542,51.36790074138065,-3.2321065213497433,1696114500,4442021939.861375,214.93,212.215,209.5,213.93483333333333,212.29883333333333,210.66283333333337
2017-04-19 00:00:00,212.13,212.52,210.92,211.16,68699900,211.89249999999998,212.24428571428567,212.3714,201.14020790679612,196.6554654945676,211.78222128530814,212.2313119430045,211.13789889705276,201.14020790679612,44.1068494611258,0.2146300416916347,19.04761904761914,0.33314313345067514,212.37051354125248,213.95508048623356,212.2855,210.61591951376647,4.0,88.0,1.5251466088971934,0.04095524718924085,-0.975426749202782,47.559404826375406,-4.718753540157305,1627414600,4393932009.861376,214.73,212.115,209.5,213.78183333333337,212.24833333333336,210.7148333333333
2017-04-20 00:00:00,211.8,213.34,211.46,212.87,92572200,211.9075,212.31333333333333,212.505,201.25692225598223,196.76320326536782,212.023949888573,212.29213937700408,211.20582443050168,201.25692225598223,53.15803995733211,0.12966434328788523,57.82312925170098,0.9179567355386664,212.32869808424763,214.01231057282797,212.333,210.65368942717203,4.0,84.0,1.571921851118823,0.034216350410746256,0.0,51.86174955562065,-2.8826199526447764,1719986800,4440218109.861376,214.73,212.115,209.5,213.85100000000003,212.294,210.737
2017-04-21 00:00:00,212.79,212.85,211.78,212.2,110389800,211.82375000000002,212.32666666666668,212.6198,201.36580860169386,196.8657733433388,212.06307213555675,212.28336419824177,211.24481170773691,201.36580860169386,49.75807778249219,0.11506541327594277,42.63038548752827,0.7842642087377278,212.25168049651998,214.01329031904706,212.3585,210.70370968095293,4.0,80.0,1.537498861753193,0.05040731623525391,-0.3755868544600992,48.120915299369564,-2.5527570645446236,1609597000,4416489461.263243,214.73,212.115,209.5,213.84216666666666,212.3101666666667,210.77816666666666
2017-04-24 00:00:00,214.54,214.75,212.17,214.53,119209900,212.0625,212.46190476190475,212.7568,201.49679558078148,196.98314362012724,212.61127832765527,212.49732951269493,211.373642621159,201.49679558078148,59.467156095460055,-0.08355272748298148,95.03386004514677,1.0,212.38071832241383,214.36757629582974,212.50799999999998,210.64842370417023,100.0,76.0,1.6119632287708232,0.11922472393141044,1.0170928097188852,56.09421108015039,1.422601301120725,1728806900,4515368990.720607,214.75,212.125,209.5,213.987,212.42000000000002,210.853
2017-04-25 00:00:00,215.2,216.14,215.11,215.78,76698300,212.57375,212.6638095238095,212.90240000000003,201.63891701778863,197.10803967580745,213.31543869928745,212.80996479720017,211.54644094974103,201.63891701778863,63.53805539536364,-0.3379281628071453,93.81443298969097,1.0,212.5735320334404,214.99330767138602,212.731,210.46869232861397,100.0,72.0,1.6118229981443348,0.0943809286194652,1.3194346621589905,62.40142564363477,6.1701409855049745,1805505200,4538452945.08954,216.14,213.23,210.32,214.17766666666665,212.66366666666667,211.1496666666667
2017-04-26 00:00:00,215.74,216.66,215.6,215.64,84702500,213.23874999999998,212.86952380952383,213.0224,201.7782312763181,197.2311756248054,213.83200787722356,213.07949195937158,211.70697267720217,201.7782312763181,62.777570670847105,-0.5222060319322566,83.91167192429006,0.9709070831549499,212.7704491803322,215.46420122581344,212.86999999999998,210.2757987741865,96.0,68.0,1.572407069705454,0.009887996479004763,1.3584018801410043,56.814390293216825,9.483451266655237,1720802700,4460143086.598972,216.66,213.49,210.32,214.29066666666668,212.84466666666668,211.39866666666666
2017-04-27 00:00:00,215.98,216.14,215.26,215.82,57410300,213.69375,213.0104761904762,213.12919999999997,201.91795036809606,197.35468940802926,214.27378390450718,213.34049272514574,211.8682678663315,201.91795036809606,63.38437982420135,-0.6749911882902779,86.75078864353307,0.9941210250925391,212.91232327998145,215.9040290053817,213.00799999999998,210.11197099461828,100.0,64.0,1.52294942186935,4.909189418730256e-05,1.3858223328792167,57.541590110889395,12.263214206253602,1778213000,4475800441.144427,216.66,213.49,210.32,214.42799999999997,212.987,211.546
2017-04-28 00:00:00,216.1,216.12,215.22,215.35,63532800,214.16875,213.11952380952383,213.2048,202.0516026032394,197.47425957807556,214.51294303683892,213.53187437036996,212.00480638137734,202.0516026032394,60.60611346684067,-0.7495095736045414,79.33753943217663,0.8878363496712421,213.0640616310971,216.1473453042474,213.089,210.0306546957526,96.0,60.0,1.4784530345929683,-0.04974229622180992,1.2839808108362287,58.908583054365785,13.672132693269548,1714680200,4430621561.144426,216.66,213.49,210.32,214.52000000000004,213.09050000000002,211.661
2017-05-01 00:00:00,215.9,216.34,215.46,215.9,66882500,214.76125000000002,213.22285714285715,213.295,202.18939760221213,197.596689746992,214.82117791754138,213.75741014462045,212.1575590723037,202.18939760221213,62.66825936836999,-0.8432261481544003,88.01261829653012,0.9667252968143859,213.234054461618,216.51722442331516,213.22200000000004,209.92677557668492,100.0,56.00000000000001,1.4435635321220428,-0.01163825401898729,1.9887571448816703,57.21961711507005,15.47436390178844,1781562700,4430621561.144426,216.66,213.49,210.32,214.64899999999997,213.21300000000002,211.777
2017-05-02 00:00:00,216.04,216.17,215.55,215.98,57375700,215.15,213.35333333333332,213.38,202.3266175265682,197.7188379878758,215.07869393586552,213.96908536894233,212.3074587165271,202.3266175265682,62.97188202735375,-0.9134231664125139,89.27444794952672,0.9783406106863419,213.45586953204338,216.87868765564093,213.3775,209.87631234435906,100.0,52.0,1.3847375655418952,-0.016375645937684986,2.6911373145682753,58.34176010363428,17.015984189608936,1838938400,4452831509.531522,216.66,213.49,210.32,214.74649999999997,213.37550000000002,212.0045
2017-05-03 00:00:00,215.98,216.08,215.01,215.72,73137700,215.58999999999997,213.4890476190476,213.43460000000002,202.45988501386603,197.83844703779022,215.22120639456207,214.13583914332878,212.4412838648986,202.45988501386603,61.22894865249887,-0.9372707087353831,85.17350157728711,0.9116633795646367,213.71167044532237,217.15400697019143,213.51349999999996,209.8729930298085,96.0,48.0,1.362256310860333,-0.029598046496321504,1.6683947591667414,53.53958548889265,17.814637771312768,1765800700,4476755056.260493,216.66,213.49,210.32,214.8965,213.51799999999997,212.1395
2017-05-04 00:00:00,216.03,216.11,215.08,215.97,61462700,215.76999999999998,213.63047619047617,213.498,202.5943140187032,197.95892247275506,215.3876049735483,214.31052112967842,212.57966488980455,202.5943140187032,62.30919031792394,-0.9652165529059005,88.5191347753744,0.9367581671668439,214.0651229523765,217.4443733649662,213.6935,209.9426266350338,92.0,44.0,1.3385237172274522,0.05617088158958959,2.0893405814228254,55.19660308686201,18.782011052277774,1827263400,4521509449.4643755,216.66,213.49,210.32,214.95083333333332,213.64983333333333,212.34883333333332
2017-05-05 00:00:00,216.36,216.84,215.9,216.82,62001300,215.9,213.84238095238092,213.57559999999998,202.73586313294496,198.08424524702247,215.70591497942644,214.5495191173281,212.74595254118478,202.73586313294496,65.79837303502069,-1.0439180940320227,99.66722129783676,1.0,214.3584901678088,217.857288959521,213.88600000000002,209.91471104047906,100.0,40.0,1.3100577374254914,0.08310979719404582,2.6804318999810555,62.89749350449854,20.63893071690378,1889264700,4580872396.272884,216.84,213.57999999999998,210.32,215.10866666666666,213.83366666666666,212.55866666666665
2017-05-08 00:00:00,216.86,217.02,216.34,216.78,48385700,216.0425,214.02380952380952,213.64700000000002,202.87560578833856,198.2084695310954,215.9446005395539,214.76194586805875,212.90415048074615,202.87560578833856,65.49111983765158,-1.0904914599395852,96.06557377049167,0.9858353334968653,214.6962660500363,218.21371800199813,214.0875,209.96128199800188,96.0,36.0,1.265053613323671,0.1021971916124537,1.8368018039178826,63.00115566678668,22.085923164426973,1840879000,4595103484.508178,217.02,213.67000000000002,210.32,215.2758333333333,214.02833333333334,212.78083333333333
2017-05-09 00:00:00,217.05,217.26,216.22,216.58,51363200,216.1375,214.20619047619047,213.7076,203.01196791979788,198.33053950098844,216.08580041965305,214.93509388062458,213.04830144228552,203.01196791979788,63.88479473153903,-1.0985988952239438,88.27586206896585,0.8807018029683704,215.00796133692754,218.49604203152342,214.273,210.04995796847658,92.0,32.0,1.2489783552291225,0.1021730885438275,2.0640904806786162,64.88580228423,22.89152646865981,1789515800,4579299422.969718,217.26,213.79,210.32,215.4443333333333,214.21433333333334,212.98433333333332
2017-05-10 00:00:00,216.54,216.97,216.32,216.97,54293800,216.34,214.4014285714286,213.7876,203.15085381114318,198.45438973686225,216.2822892152857,215.12889446342226,213.20209354258805,203.15085381114318,65.65387706485024,-1.1235423400168543,94.70802919708042,0.9909916888750738,215.33393373117985,218.79783548728372,214.49049999999997,210.18316451271622,100.0,28.000000000000004,1.2061941869984714,0.08953529754989346,1.1373700647928018,67.87109651035098,24.061513572160422,1843809600,4633593222.969718,217.26,213.79,210.32,215.62449999999998,214.44500000000002,213.26550000000003
2017-05-11 00:00:00,216.5,216.7,215.4,216.53,62358300,216.41875,214.58761904761906,213.7992,203.28397964386815,198.5744934595409,216.3373360563333,215.2623330859535,213.33259967817284,203.28397964386815,61.965937982376,-1.0951813085580966,85.65815324165051,0.3946763964605753,215.75161051341297,218.92561757526713,214.7325,210.53938242473285,96.0,24.0,1.23218031649858,0.1536429740544908,0.34757623505422186,68.89545488154434,24.1063406146063,1781451300,4679642429.123565,217.26,213.79,210.32,215.8515,214.661,213.4705
2017-05-12 00:00:00,216.27,216.57,215.89,216.17,53912700,216.4425,214.80095238095242,213.8308,203.41219875188938,198.69140712426156,216.300150266037,215.34877755395792,213.4438702790288,203.41219875188938,59.04359836233785,-1.0317624798248062,51.5555555555554,0.0,216.04396582094807,218.73434765154394,215.025,211.31565234845607,92.0,20.0,1.1927388653201105,0.21674481999366324,0.2457800037098874,65.8257598491516,23.3646807865466,1727538600,4670128423.241212,217.26,213.95499999999998,210.65,216.06066666666666,214.92566666666667,213.79066666666668
2017-05-15 00:00:00,216.61,217.49,216.59,217.36,61918900,216.6475,215.13619047619045,213.8834,203.5509828439104,198.81545093074487,216.53567242913988,215.54032254881906,213.5974439935767,203.5509828439104,64.93107567957198,-1.0652461612465913,94.75806451612925,0.8716023261358853,216.15628090760927,218.88435776000316,215.28400000000002,211.68364223999689,100.0,16.0,1.2018289463686755,0.20044988354847457,0.7135575942915487,66.91068876707143,24.363131784455824,1789457500,4714159641.0189905,217.49,214.16000000000003,210.83,216.30299999999997,215.1995,214.096
2017-05-16 00:00:00,217.67,217.7,216.76,217.16,51241800,216.79625000000001,215.37333333333333,213.9448,203.68639594994113,198.93734162223492,216.674411889331,215.69457754416965,213.73715207225996,203.68639594994113,63.2845338922398,-1.0633858414346093,79.9256505576211,0.6278426350849019,216.2409608676226,218.81460445986204,215.5645,212.31439554013798,96.0,12.0,1.183126878770913,0.19201186433218975,0.8404922219642454,63.966369686543494,24.728798251048058,1738215700,4706527883.572183,217.7,214.31,210.92,216.57149999999996,215.48499999999999,214.3985
2017-05-17 00:00:00,217.16,217.16,213.25,213.31,172174100,216.3575,215.45714285714288,213.942,203.78215320417058,199.03284101344929,215.926764802813,215.4674749209154,213.72040101060273,203.78215320417058,41.47909445714738,-0.7426874616225803,1.3483146067416276,0.0,215.96611976900587,218.4385111602911,215.67200000000003,212.90548883970894,92.0,8.0,1.377903530287276,0.09838184231684446,-1.1996294580824471,44.826523360327606,16.79241153664356,1566041600,4539637899.173206,217.7,214.57999999999998,211.46,216.839,215.637,214.435
2017-05-18 00:00:00,213.23,215.05,212.96,214.17,107047700,216.03125,215.60047619047623,213.96439999999998,203.8855148638306,199.13342014292803,215.53637262441012,215.34390588082823,213.73803234352027,203.8855148638306,45.95846832578375,-0.5515683610675808,25.527426160337225,0.18419024455404226,215.78468061455771,218.28996768487485,215.737,213.18403231512514,88.0,4.0,1.4287675638381852,0.07778139823958578,-0.8380405593110485,47.89802196218252,12.185809358318084,1673089300,4556540167.594256,217.7,214.74,211.78,216.9246666666667,215.7121666666667,214.49966666666666
2017-05-19 00:00:00,214.67,216.26,214.62,215.56,115011400,215.90375,215.7285714285714,214.0092,204.00167889503626,199.2425668529418,215.541623152319,215.3644862731303,213.8094820555391,204.00167889503626,52.312015701576726,-0.5064286855778732,54.85232067510559,0.4454458305471934,215.74323909623578,217.88210394264323,215.90499999999997,213.92789605735672,84.0,12.0,1.4759984521354579,0.10457930496445893,-0.07417022065640487,48.94367002165874,10.745872709714654,1788100700,4573371104.179623,217.7,214.935,212.17,217.11333333333337,215.87233333333333,214.63133333333334
2017-05-22 00:00:00,216.1,216.83,216.02,216.66,61010600,215.865,215.94095238095235,214.06099999999998,204.12763233886676,199.35829730574616,215.79015134069255,215.48786853283218,213.92126707296893,204.12763233886676,56.65501762827644,-0.5530408636348909,78.05907172995788,0.6240285098315681,215.77934343352877,217.90872191638604,216.01149999999998,214.11427808361393,80.0,8.0,1.461284276982926,0.0647769614477709,0.31948881789137273,49.84484837642651,11.189511340461204,1849111300,4608772316.525299,217.7,215.32999999999998,212.96,217.15916666666666,216.00666666666666,214.85416666666666
