datetime,SQ_Open,SQ_High,SQ_Low,SQ_Close,SQ_Volume,SQ_sma8,SQ_sma21,SQ_sma50,SQ_sma200,SQ_sma300,SQ_ema8,SQ_ema20,SQ_ema50,SQ_ema200,SQ_rsi,SQ_macd,SQ_stoch,SQ_stochrsi,SQ_vwap,SQ_bb_hband,SQ_bb_mavg,SQ_bb_lband,SQ_aroon_up,SQ_aroon_down,SQ_atr,SQ_cmf,SQ_roc,SQ_uo,SQ_tsi,SQ_obv,SQ_adi,SQ_dcu,SQ_dcm,SQ_dcl,SQ_kcu,SQ_kcm,SQ_kcl
2017-03-13 00:00:00,16.91,17.09,16.83,16.93,3718000,16.905,16.09857142857143,15.184800000000001,13.201258170861342,12.739226689437777,16.871431045917802,16.33853755223501,15.34015611498305,13.201258170861342,64.05829872256999,-0.6198132197696928,65.266106442577,0.10646409339602898,16.99547401033615,18.774046712383175,16.173000000000002,13.571953287616829,60.0,36.0,0.5107234456819667,0.002619199867643282,-1.2827988338192355,51.99396832176767,32.98472668227001,171161900,17168230.462906234,18.17,16.005000000000003,13.84,16.71033333333333,16.174333333333333,15.638333333333335
2017-03-14 00:00:00,16.95,16.95,16.64,16.77,3950500,16.877499999999998,16.201428571428572,15.2456,13.236768039807997,12.766009236351811,16.84889081349162,16.379629213926915,15.396228424199402,13.236768039807997,60.92795895708209,-0.5785246484610234,24.324324324324266,0.0,17.155174918720995,18.781577353510166,16.2865,13.791422646489833,56.00000000000001,32.0,0.4963860567046833,0.03020246126070488,-3.786574870912221,50.84049551579178,31.48850532683315,167211400,16531053.043551384,18.17,16.005000000000003,13.84,16.802500000000002,16.2805,15.758499999999998
2017-03-15 00:00:00,16.8,17.0,16.74,16.95,4548700,16.884999999999998,16.31809523809524,15.312000000000001,13.27371562150145,12.79380983943253,16.871359521604596,16.43395024117197,15.457160642858248,13.27371562150145,63.111893638669976,-0.5539421535786104,26.946107784431067,0.1006766485305045,17.176578551124432,18.758276580538876,16.417499999999997,14.07672341946112,52.0,28.000000000000004,0.47950133836863457,0.038045514546779007,-5.465699944227554,52.15404872681823,30.779418540806265,171760100,19330253.04355137,18.17,16.005000000000003,13.84,16.921166666666668,16.410666666666664,15.900166666666667
2017-03-16 00:00:00,17.0,17.28,17.0,17.21,8838400,16.92875,16.455238095238094,15.38,13.312882630242731,12.823153295648925,16.946612961248018,16.507859742012734,15.525899441177534,13.312882630242731,66.0626728044843,-0.5491103737866467,42.51497005988025,0.2367038655862031,17.15398149824544,18.71480922499516,16.5625,14.41019077500484,48.0,24.0,0.46882267134230365,0.059457100968873966,-0.6351039260969944,52.796701976603295,30.97218356402988,180598500,23749453.04355137,18.17,16.005000000000003,13.84,17.067833333333333,16.553333333333335,16.038833333333336
2017-03-17 00:00:00,17.18,17.34,17.06,17.28,5680700,16.993750000000002,16.596666666666668,15.4406,13.352356434916935,12.852766895013385,17.02069896985957,16.58139690944009,15.59468769838626,13.352356434916935,66.83194446625367,-0.5446511688352622,60.465116279069896,0.5076228739006688,17.07522193153511,18.51862363132229,16.732,14.94537636867771,44.0,20.0,0.45533533767499634,0.10008127065614296,0.34843205574914216,54.59346879016148,31.34244241084408,186279200,26995567.329265717,18.17,16.080000000000002,13.99,17.216333333333335,16.713333333333335,16.210333333333335
2017-03-20 00:00:00,17.28,17.37,17.17,17.24,4596100,17.044999999999998,16.756190476190476,15.494200000000001,13.391039455465027,12.881917945544856,17.069432532112998,16.64412101330294,15.659209749429936,13.391039455465027,65.91251876139262,-0.5317597556245168,64.91228070175421,0.4933524280735454,17.03051178191899,18.334596649814905,16.8705,15.406403350185094,40.0,16.0,0.4370970992696394,0.07181533074837251,1.4714537963507948,52.2808228264593,31.412708338146643,181683100,25616737.32926558,18.17,16.255000000000003,14.34,17.341166666666666,16.858666666666668,16.37616666666667
2017-03-21 00:00:00,17.25,17.28,16.4,16.51,6379900,16.975,16.853333333333335,15.5244,13.422073888743983,12.906024803049542,16.945114191643444,16.631347583464564,15.692574072981703,13.422073888743983,51.883956015203886,-0.4573660870904632,11.34020618556729,0.0,16.965064827991103,18.027636397645765,16.964499999999997,15.901363602354229,36.0,12.0,0.4687330207503796,0.02194419105400419,-2.2498519834221375,45.13655658660599,27.151685214699896,175303200,20831812.329265617,18.17,16.385,14.6,17.478500000000004,16.968,16.4575
2017-03-22 00:00:00,16.46,16.57,16.11,16.41,5054200,16.9125,16.938095238095237,15.5514,13.451804496816182,12.929307030271804,16.82619992683379,16.610266861229842,15.720708423060852,13.451804496816182,50.30447745090716,-0.38589109223226714,23.809523809523835,0.0,16.915391192211025,17.690452659892113,17.033,16.37554734010789,32.0,8.0,0.468109233553924,0.0034329038438332595,-2.6690391459074694,48.721811490821594,23.188681670145495,170249000,22370047.111874316,18.17,17.14,16.11,17.541,17.0385,16.536
2017-03-23 00:00:00,16.4,17.03,16.4,16.61,6410200,16.8725,17.012857142857143,15.5854,13.483229327693634,12.95376346196435,16.778155498648502,16.61024144587462,15.755582602548664,13.483229327693634,53.36243333478565,-0.3414489613065328,39.682539682539634,0.18502265840488677,16.9003462484992,17.685982352711605,17.005999999999997,16.32601764728839,28.000000000000004,4.0,0.4796728597286439,-0.05705055786323148,-0.8949880668257884,46.704647466924676,20.71453595280096,176659200,20233313.778540984,18.17,17.14,16.11,17.481333333333332,17.018833333333333,16.55633333333333
2017-03-24 00:00:00,16.75,16.94,16.47,16.59,4008500,16.85,16.986190476190476,15.619200000000001,13.514142468711608,12.977924502084187,16.7363431656155,16.608313689124657,15.788304853429109,13.514142468711608,53.011143317518986,-0.30114303011050936,38.09523809523808,0.1637677367075405,16.886790897887188,17.637777411315653,16.964000000000002,16.29022258868435,24.0,4.0,0.47898194117659804,-0.12814603680963313,-1.426024955436711,43.36982909026439,18.602008359648526,172650700,18271707.39556227,18.17,17.14,16.11,17.43566666666667,16.98616666666667,16.53666666666667
2017-03-27 00:00:00,16.37,17.27,16.22,17.25,6935500,16.8875,16.977619047619047,15.669400000000001,13.551315180465721,13.006310385791268,16.850489128812058,16.669426671112785,15.845626231726007,13.551315180465721,61.92006273503376,-0.31878205233459056,90.47619047619041,0.7028049291123071,16.902152651188455,17.45828022866583,16.93,16.401719771334168,20.0,4.0,0.5197689453782697,-0.12551938689595551,1.0544815465729334,52.8761733543131,19.384747474490133,179586200,24942997.87175275,17.79,16.95,16.11,17.40066666666667,16.941666666666666,16.482666666666667
2017-03-28 00:00:00,17.38,17.5,16.92,17.23,7385300,16.89,16.944285714285712,15.719000000000001,13.587919009515813,13.03437476860993,16.934824877964935,16.722814607197282,15.8999153991093,13.587919009515813,61.53930086233429,-0.32737351359465805,80.57553956834536,0.6797668028013656,16.934824461060163,17.44181288963111,16.9255,16.40918711036889,16.0,4.0,0.5240711635655361,-0.04566556043974681,1.892371377882911,52.129639755733216,19.892083806984427,172200900,25452328.9062355,17.64,16.875,16.11,17.3915,16.929499999999997,16.4675
2017-03-29 00:00:00,17.22,17.59,17.19,17.22,5381500,16.8825,16.93952380952381,15.7696,13.624059118873866,13.062186231941425,16.99819712730606,16.77016559698802,15.951683422673643,13.624059118873866,61.33620845830798,-0.3295762423471942,74.99999999999994,0.6674786279807637,16.95836593439147,17.44181288963111,16.9255,16.40918711036889,12.0,80.0,0.515208937596569,-0.037998278705798874,1.7129356172474846,49.101149692670006,20.24485489559334,166819400,20878053.906235438,17.59,16.85,16.11,17.383833333333335,16.930833333333332,16.47783333333333
2017-03-30 00:00:00,17.25,17.4,17.12,17.32,4580900,16.8925,16.944285714285716,15.8232,13.66083465002935,13.090477353323873,17.0697088767936,16.822530778227254,16.005342896294284,13.66083465002935,62.66318449315939,-0.3355233803459363,81.75675675675679,0.7477677632499041,16.97644489452043,17.48586027617323,16.942,16.39813972382677,8.0,76.0,0.49840829919681395,0.03705059583286394,3.2796660703637492,55.17901791448464,20.91278591100206,171400300,22841296.76337833,17.59,16.85,16.11,17.387999999999998,16.939500000000002,16.491000000000003
2017-03-31 00:00:00,17.32,17.42,17.22,17.28,2356300,16.98875,16.95809523809524,15.8742,13.696846245551448,13.118314713102452,17.116440237506133,16.866099275538943,16.055329449380785,13.696846245551448,61.750244991834855,-0.33316830749200577,79.05405405405415,0.6925300489360997,16.987960617571556,17.524146425385624,16.9615,16.398853574614378,4.0,72.0,0.47709342068275606,0.02994427312731024,1.9469026548672677,53.53082536485293,21.22765847207914,169044000,21898776.763378363,17.59,16.85,16.11,17.3875,16.960500000000003,16.533499999999997
2017-04-03 00:00:00,17.24,17.3,16.69,17.03,8709100,17.06625,16.964761904761907,15.916999999999998,13.730011954550937,13.14430597746722,17.097231295838103,16.881708868344756,16.093551823914872,13.730011954550937,56.23573863630995,-0.3075833551706424,62.16216216216226,0.358872970667274,16.999809019855654,17.531391129248778,16.97,16.40860887075122,4.0,68.0,0.48658674777684485,0.056803557359420415,-1.0459035444508988,55.92625801641469,19.98326050095464,160334900,22898181.681411155,17.59,16.85,16.11,17.400333333333332,16.965333333333334,16.530333333333335
2017-04-04 00:00:00,16.97,17.18,16.93,17.04,5979200,17.119999999999997,16.973333333333333,15.965600000000002,13.762947158983266,13.170190987583716,17.084513230096302,16.896784214216684,16.13066743866331,13.762947158983266,56.403450870897416,-0.28483066198244344,62.8378378378378,0.3690204563304879,17.00915658717294,17.537656933487895,16.984,16.43034306651211,88.0,64.0,0.4696876943642131,0.034235972700012385,-1.3888888888889002,56.795349106642256,18.996433813980058,166314100,22180677.68141113,17.59,16.85,16.11,17.409333333333333,16.981833333333334,16.554333333333332
