datetime,DIS_Open,DIS_High,DIS_Low,DIS_Close,DIS_Volume,DIS_sma8,DIS_sma21,DIS_sma50,DIS_sma200,DIS_sma300,DIS_ema8,DIS_ema20,DIS_ema50,DIS_ema200,DIS_rsi,DIS_macd,DIS_stoch,DIS_stochrsi,DIS_vwap,DIS_bb_hband,DIS_bb_mavg,DIS_bb_lband,DIS_aroon_up,DIS_aroon_down,DIS_atr,DIS_cmf,DIS_roc,DIS_uo,DIS_tsi,DIS_obv,DIS_adi,DIS_dcu,DIS_dcm,DIS_dcl,DIS_kcu,DIS_kcm,DIS_kcl
2011-03-30 00:00:00,38.0,38.29,37.91,38.17,7004800,37.4375,37.41238095238096,36.888600000000004,33.275495643087304,32.148940172408345,37.54951700261664,37.35209195021295,36.649750343775914,33.275495643087304,58.54797732651259,-0.17202432408991086,95.55555555555564,1.0,36.866671622133566,38.99456730926504,37.376999999999995,35.759432690734954,24.0,60.0,0.7503966224267129,0.03409366512252875,2.6351169669266037,58.66388378147474,5.572029616524685,226481600,421115772.90530086,39.04,37.315,35.59,38.087666666666664,37.35066666666667,36.613666666666674
2011-03-31 00:00:00,37.92,38.05,37.6,37.94,7206400,37.5775,37.40380952380953,36.958999999999996,33.32190862176305,32.187418975249486,37.636291002035165,37.40808319304981,36.70034836951019,33.32190862176305,56.1508442464363,-0.19925867067561143,87.03703703703697,0.8856064265009967,36.87934668721188,38.837378652020476,37.3335,35.829621347979526,20.0,56.00000000000001,0.7375111493962334,0.03022722082526706,3.519781718963163,61.283085898254214,6.533186103908288,219275200,424799044.01641196,39.04,37.315,35.59,38.03916666666667,37.30766666666666,36.57616666666667
2011-04-01 00:00:00,38.07,38.2,37.55,37.73,8404800,37.7325,37.352380952380955,37.023799999999994,33.365770227516656,32.22424675614484,37.65711522380513,37.43874193656888,36.740726864823515,33.365770227516656,53.97778556141033,-0.20157323087038748,79.25925925925914,0.7819059058793988,36.920046158577975,38.745619884140915,37.302499999999995,35.859380115859075,16.0,52.0,0.7312603530107885,0.02632011509717974,5.538461538461529,52.83345764905537,6.711995581779111,210870400,421049210.17025805,38.4,36.995000000000005,35.59,37.98616666666667,37.276666666666664,36.567166666666665
2011-04-04 00:00:00,37.75,37.91,37.43,37.54,6841000,37.776250000000005,37.313809523809525,37.0748,33.40730485211848,32.25956737570534,37.631089618515105,37.44838556165756,36.772070909340236,33.40730485211848,52.016350071572894,-0.18593280673956514,72.22222222222217,0.6883042545004394,37.01899562444362,38.708882942149756,37.2855,35.86211705785024,12.0,48.0,0.7133131849385891,0.0035283769458359076,4.597380886040676,47.265526288214794,6.310188409782186,204029400,417343668.50359136,38.37,36.980000000000004,35.59,37.94416666666667,37.26466666666666,36.585166666666666
2011-04-05 00:00:00,37.56,37.71,37.16,37.36,7635700,37.728750000000005,37.28904761904762,37.1186,33.4466351520974,32.29345729347474,37.570847481067304,37.43996788911875,36.79512695211121,33.4466351520974,50.15686400736363,-0.1572010464463105,64.90566037735849,0.569180727648987,37.2007446810412,38.63303935883234,37.2515,35.86996064116766,8.0,44.0,0.7016479574429759,-0.012464228318749757,2.8917653538969903,47.50898224466073,5.456383673336037,196393700,415261204.86722773,38.29,36.94,35.59,37.9045,37.2345,36.564499999999995
2011-04-06 00:00:00,37.62,37.63,37.04,37.22,7826300,37.65125,37.25,37.161,33.484181070982004,32.32619179650813,37.49288137416346,37.419018566345535,36.811788640263714,33.484181070982004,48.69868611013226,-0.12173085195505706,53.47826086956515,0.3497271468652823,37.31497939425794,38.55563184219921,37.214,35.872368157800786,4.0,40.0,0.6936731033399065,-0.03172182838005848,1.0863661053775084,50.44415256420388,4.339394686520006,188567400,412210274.35875314,38.29,36.94,35.59,37.876,37.2015,36.527
2011-04-07 00:00:00,37.14,37.22,36.54,37.02,9439900,37.598749999999995,37.2047619047619,37.2068,33.51936334888268,32.357379890883486,37.38779662434936,37.381016798122154,36.81995379162592,33.51936334888268,46.61380481639019,-0.07659915140543916,44.78260869565228,0.08413477552134722,37.39267379294177,38.5363202451327,37.195,35.8536797548673,4.0,36.0,0.6926964531013418,-0.007168018011097862,1.4524527267744618,49.691394256817766,2.8162470411800737,179127500,416097292.0058121,38.29,36.94,35.59,37.856333333333325,37.17733333333333,36.498333333333335
2011-04-08 00:00:00,37.18,37.19,36.46,36.77,7271800,37.46875,37.1747619047619,37.2472,33.55170799217738,32.38669962582778,37.25050848560506,37.32282472211052,36.8179948194053,33.55170799217738,44.07377378035929,-0.02042361221236888,33.91304347826096,0.0,37.403931676909906,38.46692396834983,37.1435,35.820076031650174,72.0,32.0,0.6953609921655314,-0.0347837395274029,-1.1293358429685254,46.57568724963575,0.8005292343836158,171855700,415001541.32088065,38.29,36.94,35.59,37.81216666666667,37.13466666666667,36.45716666666667
2011-04-11 00:00:00,36.77,36.93,36.59,36.89,6882700,37.30875,37.13142857142857,37.3008,33.58492482807611,32.41662188745019,37.17039548880393,37.281603320004756,36.82081855197764,33.58492482807611,45.605926218499356,0.014248660513977995,39.13043478260868,0.10585400663010955,37.415536573922566,38.45626918174915,37.1285,35.800730818250855,68.0,28.000000000000004,0.6699780641537074,-0.01781203158772226,-2.252252252252256,48.581530210539256,-0.5143726216435834,178738400,420264782.4973512,38.29,36.94,35.59,37.7645,37.1185,36.4725
2011-04-12 00:00:00,36.62,36.76,36.32,36.66,8387000,37.14874999999999,37.10619047619048,37.3494,33.615522590980824,32.44481709085584,37.05697426906973,37.222403003813824,36.81451194209616,33.615522590980824,43.16502751358537,0.05959874700311474,17.258883248730786,0.0,37.414804786174564,38.45605538693862,37.129000000000005,35.80194461306139,64.0,24.0,0.6628367738570141,-0.04417105180539428,-3.118393234672322,49.65670497015681,-2.3156331220056865,170351400,424839509.7700784,38.29,36.94,35.59,37.739999999999995,37.126000000000005,36.512
2011-04-13 00:00:00,36.83,37.0,36.53,36.72,5964800,37.0225,37.10952380952381,37.3814,33.646412913458626,32.47322362181361,36.98209109816534,37.17455509868869,36.81080559142572,33.646412913458626,44.00694730709278,0.08966392875952778,20.304568527918722,0.05473071184304927,37.360138803743716,38.36274048192881,37.1775,35.992259518071194,60.0,20.0,0.6490627185815131,0.01848765354664219,-1.92307692307692,50.02037225189162,-3.6254440309848404,176316200,423697314.02539754,38.29,36.965,35.64,37.75083333333333,37.16433333333334,36.57783333333334
2011-04-14 00:00:00,36.54,36.6,35.96,36.12,11204000,36.845,37.12714285714286,37.390800000000006,33.67102572028988,32.49745469409392,36.79051529857304,37.07412127976596,36.78371517607569,33.67102572028988,37.95243225901891,0.16006070730076516,6.86695278969943,0.0,37.20198300626843,38.32759386964925,37.18900000000001,36.050406130350765,56.00000000000001,16.0,0.6569868101114048,-0.003984025461624711,-4.4697170060830596,47.21387082080238,-6.5788955948698575,165112200,418095314.0253974,38.29,37.125,35.96,37.76533333333334,37.17883333333333,36.59233333333333
2011-04-15 00:00:00,36.31,36.73,36.07,36.56,8376900,36.745,37.15904761904762,37.4088,33.69977173302332,32.524448350611564,36.73928967666792,37.025157348359684,36.77494203191586,33.69977173302332,44.033405730133566,0.17829110977836393,25.75107296137347,0.2952567388329219,37.11773570234331,38.306204032763,37.201499999999996,36.09679596723699,52.0,12.0,0.65720203796059,0.08469523816558765,-4.217972229499605,52.83069154935043,-7.44525397670536,173489100,422156841.2981248,38.29,37.125,35.96,37.77816666666667,37.18066666666667,36.58316666666667
2011-04-18 00:00:00,36.08,36.35,35.63,36.28,9975800,36.6275,37.15761904761905,37.4174,33.72544564612757,32.549402182168954,36.63722530407505,36.95418998184924,36.75553254046818,33.72544564612757,41.262068471799395,0.21287856345991685,24.436090225563888,0.16069670416269496,36.99961908667262,38.33990937013688,37.1745,36.009090629863124,48.0,8.0,0.6766876066776907,0.10435815567857433,-4.375329467580381,53.27845789190012,-8.997218816776927,163513300,430192902.4092359,38.29,36.96,35.63,37.74316666666667,37.153666666666666,36.56416666666667
2011-04-19 00:00:00,36.17,36.51,36.0,36.41,6903700,36.551249999999996,37.13809523809524,37.4246,33.75215762974819,32.57505399491201,36.586730792058376,36.90236236453026,36.74198224476355,33.75215762974819,43.0540756892279,0.22718065892597394,30.350194552528947,0.28033453873537584,36.88694779892356,38.34578677351651,37.170500000000004,35.9952132264835,44.0,4.0,0.6647813490578555,0.1659560881228775,-3.498542274052479,56.58760152235346,-9.781136261680775,170417000,434389269.0759025,38.29,36.96,35.63,37.72783333333333,37.13783333333333,36.54783333333334
2011-04-20 00:00:00,36.88,37.39,36.77,37.02,7400000,36.5825,37.163333333333334,37.4398,33.784673474228306,32.604588519862766,36.68301283826763,36.913565948860715,36.75288490183165,33.784673474228306,50.66059815075745,0.18713608233755252,54.08560311284048,0.7930037891796206,36.8357931162589,38.33905734779697,37.162,35.98494265220303,40.0,4.0,0.6872969669822947,0.09659571877211388,-1.385189131592957,55.851450228045806,-8.16993673981485,177817000,432957011.0113864,38.29,36.96,35.63,37.705666666666666,37.14966666666667,36.593666666666664
2011-04-21 00:00:00,37.27,37.34,37.07,37.22,4860800,36.62375,37.1647619047619,37.42060000000001,33.81885582771857,32.6352557057773,36.8023433186526,36.94275014420732,36.77120314097551,33.81885582771857,52.88282110378937,0.1376751054396408,69.73684210526318,1.0,36.77605993003605,38.28343888726277,37.136,35.98856111273724,36.0,80.0,0.6610614693407023,0.07654632040894044,-0.37473233404711076,56.6272817014771,-6.1566679480402335,182677800,433497099.9002752,38.29,36.96,35.63,37.67133333333333,37.12783333333333,36.58433333333333
2011-04-25 00:00:00,37.28,37.29,36.87,36.92,5157000,36.65625,37.12571428571429,37.3962,33.84971298366167,32.663725767532924,36.82848924784091,36.94058346380662,36.77703831191764,33.84971298366167,49.2962182087962,0.12128630467415746,62.01923076923078,0.7597783331510873,36.733867986374165,38.19379345894184,37.089999999999996,35.98620654105815,32.0,76.0,0.6438427929592238,0.060613022771849344,-0.8060182697474401,54.93109335839527,-5.498641559976726,177520800,429567957.0431324,38.29,36.96,35.63,37.629999999999995,37.086,36.542
2011-04-26 00:00:00,36.97,37.37,36.74,37.27,7290800,36.725,37.09857142857143,37.377199999999995,33.8837456902919,32.69433224083836,36.92660274832071,36.97195646725361,36.79637014282283,33.8837456902919,53.27752794149368,0.0791436681237272,82.00000000000003,1.0,36.712370956706856,38.176968392972974,37.0815,35.98603160702702,28.000000000000004,72.0,0.6428540220335647,0.13367834866922235,0.6753106428957321,62.05243507979914,-3.7185652694712337,184811600,434544217.36059284,38.29,36.96,35.63,37.59983333333333,37.05883333333334,36.517833333333336
2011-04-27 00:00:00,37.21,37.58,37.14,37.49,5396900,36.89625,37.10095238095238,37.3654,33.919628817751686,32.72619714289259,37.051802137582776,37.02129394656279,36.823571313692526,33.919628817751686,55.63561274835778,0.027674153240916155,95.38461538461556,1.0,36.7042970718223,38.12675350411803,37.0655,36.00424649588197,24.0,68.0,0.6283644490311671,0.1284755149195397,1.9581180310035324,63.16192898532581,-1.5158329469585505,190208500,437733294.6333202,38.29,36.96,35.63,37.579166666666666,37.04566666666666,36.512166666666666
2011-04-28 00:00:00,37.32,38.0,37.32,37.88,6529800,37.06125,37.104285714285716,37.364200000000004,33.95903549618202,32.760441680149114,37.235846107008825,37.10307547546157,36.864999889626155,33.95903549618202,59.5345364500157,-0.044077451333834006,94.9367088607596,1.0,36.749771119991074,38.05803326658199,37.051,36.04396673341802,20.0,64.0,0.6320527026717979,0.1399250278028347,2.6836541068040174,64.68704781730746,1.6003615756526237,196738300,441958459.33920264,38.2,36.915000000000006,35.63,37.57466666666666,37.02616666666667,36.477666666666664
2011-04-29 00:00:00,37.9,38.17,37.7,37.95,5740200,37.27,37.09380952380952,37.3536,33.998746585772246,32.79492379523118,37.39454697211798,37.183734953989045,36.90754891356238,33.998746585772246,60.21045954956476,-0.1053748343900196,91.33858267716539,1.0,36.81391015391831,38.06030672083545,37.0515,36.042693279164546,16.0,60.0,0.6204775096238123,0.11882719472636154,3.5188216039280045,62.904816043522665,4.338141253444455,202478500,442324855.0838835,38.2,36.915000000000006,35.63,37.5795,37.03,36.4805
2011-05-02 00:00:00,38.28,38.56,38.05,38.1,5601100,37.48125,37.10142857142857,37.346,34.03955507745611,32.83017347101037,37.55131431164732,37.27099829170437,36.954311701265816,34.03955507745611,61.68729951251289,-0.16416480875722783,84.3003412969283,1.0,36.89531410443289,38.139635451919396,37.07000000000001,36.00036454808062,12.0,56.00000000000001,0.6197291160792543,0.11592535995545086,3.7581699346405295,58.330634483577754,7.064315565037137,208079600,437822009.9858444,38.56,37.095,35.63,37.593,37.0505,36.508
2011-05-03 00:00:00,38.08,38.37,37.77,37.93,6206900,37.595000000000006,37.110952380952384,37.3374,34.07826597220779,32.864059361568444,37.63546668683681,37.3337603591611,36.99257398749069,34.07826597220779,59.01391584089514,-0.1947932523924294,78.49829351535827,0.8873647093507884,36.99516061872964,38.205895539225594,37.0895,35.97310446077441,8.0,52.0,0.6183198935021643,0.12205159209008161,5.011074197120716,54.084077510169614,8.638743153356486,201872700,434925456.652511,38.56,37.095,35.63,37.618833333333335,37.07033333333333,36.52183333333333
2011-05-04 00:00:00,37.81,38.08,37.25,37.53,7481400,37.63375,37.11047619047619,37.336800000000004,34.11261158442463,32.89506228939855,37.61202964531752,37.352449848764806,37.01364951739301,34.11261158442463,53.17455697546743,-0.1846611982331936,64.84641638225251,0.6413402086421062,37.05770317814739,38.225042146506865,37.098,35.97095785349313,4.0,48.0,0.6334399011091525,0.11974153428022066,2.6531728665207845,53.573562415215456,8.348653027902849,194391300,432491748.2187761,38.56,37.095,35.63,37.64333333333333,37.08083333333333,36.51833333333333
2011-05-05 00:00:00,37.43,38.08,37.37,37.59,8242300,37.7175,37.121428571428574,37.346599999999995,34.1472124641816,32.926257888804535,37.607134168580295,37.37507367269197,37.036251497103095,34.1472124641816,53.91124173122229,-0.17940490282942534,66.89419795221846,0.619291563175436,37.209442815670414,38.26292531374827,37.1165,35.970074686251735,88.0,44.0,0.6389084796013559,0.1188180069083843,3.6108048511576687,49.12500003636457,8.314863019871602,202633600,429357352.44412833,38.56,37.095,35.63,37.668499999999995,37.1,36.5315
2011-05-06 00:00:00,38.13,38.3,37.73,37.92,7791900,37.79875,37.154761904761905,37.358000000000004,34.184752638667355,32.959438899510154,37.676659908895786,37.426971418149876,37.07090830113827,34.184752638667355,57.83993756482223,-0.19956700867741972,78.15699658703069,0.8116367966647852,37.34016933358427,38.35876814039413,37.161500000000004,35.964231859605874,84.0,40.0,0.6439864453441156,0.07473942905949697,4.147212304312017,47.01998220084011,9.412769211520493,210425500,426760052.44412845,38.56,37.095,35.63,37.715833333333336,37.152833333333334,36.58983333333333
2011-05-09 00:00:00,38.15,38.17,37.8,37.95,6308300,37.85625,37.19904761904762,37.3606,34.222217786541314,32.99259877393201,37.73740215136339,37.47678366404036,37.10538248540736,34.222217786541314,58.18886678156274,-0.2154824248412055,76.17187500000004,0.8122475872061207,37.521653006801884,38.45062966796303,37.2205,35.990370332036974,80.0,36.0,0.6244159849623934,0.07455806265025894,2.5121555915721223,42.418335777871526,10.41324632753601,216733800,425566590.28196645,38.56,37.095,35.63,37.756166666666665,37.211166666666664,36.66616666666666
2011-05-10 00:00:00,38.08,38.86,37.95,38.67,12541000,37.955,37.289523809523814,37.3636,34.26647432597871,33.030322370118505,37.94464611772708,37.59042331508414,37.16674003499923,34.26647432597871,65.55665783936817,-0.28293202525622974,91.0377358490567,1.0,37.734745550763485,38.680594088676216,37.3095,35.938405911323784,100.0,32.0,0.644814843179365,0.08554462105687766,3.8957549704460046,46.646281830392844,13.667473835677352,229274800,432870689.1830654,38.86,37.245000000000005,35.63,37.869166666666665,37.29566666666666,36.722166666666666
2011-05-11 00:00:00,37.08,37.49,36.2,36.56,38451900,37.78125,37.273809523809526,37.3376,34.289295476964,33.05377537762602,37.6369469804544,37.4922877612666,37.142946308136516,34.289295476964,42.12788085157341,-0.16423376888332086,13.533834586466162,0.0,37.477126874571084,38.685723732782954,37.304500000000004,35.923276267217055,96.0,28.000000000000004,0.775185211523696,-0.05049553195914762,-0.975081256771396,38.01136989325838,7.565994340959864,190822900,415880314.76446074,38.86,37.245000000000005,35.63,37.92016666666667,37.30416666666666,36.688166666666675
2011-05-12 00:00:00,36.55,36.77,36.05,36.61,13080100,37.595,37.271428571428565,37.3074,34.31238706425789,33.07740477711023,37.408736540353416,37.408260355431686,37.12204645291548,34.31238706425789,42.650916784152955,-0.07335355356114803,19.928825622775864,0.022324508567050774,37.39033771267181,38.69032886119812,37.299,35.90767113880188,92.0,24.0,0.7712434107005752,-0.0029818719693136186,-1.770861282532878,41.84357356885349,3.3910963654529973,203903000,423147036.9866829,38.86,37.245000000000005,35.63,37.919,37.290499999999994,36.662
2011-05-13 00:00:00,36.64,36.87,36.32,36.56,8420500,37.42375,37.26380952380953,37.2624,34.33475137207622,33.10054494470418,37.22012842027488,37.327473654914385,37.10000541554625,34.33475137207622,42.23979674739221,0.0026734362617659713,18.149466192170987,0.004776856080755152,37.354963689573594,38.64956162822914,37.321,35.99243837177086,88.0,20.0,0.7554403099362482,0.02189745865109964,-2.4806615097359286,42.88265497681797,0.1194395551881264,195482500,422075336.986683,38.86,37.245000000000005,35.63,37.93233333333333,37.30833333333334,36.684333333333335
2011-05-16 00:00:00,36.33,36.37,36.01,36.04,11697800,37.237500000000004,37.260000000000005,37.2162,34.35171902011527,33.12007620753006,36.957877660213796,37.204857116351114,37.05843657572091,34.35171902011527,38.12397573658384,0.10368975664995617,1.0526315789474079,0.0,37.26751560560624,38.7002544253632,37.295,35.889745574636805,84.0,100.0,0.7407660020836594,-0.053110906514697374,-4.857444561774032,40.363226802887716,-4.045477315779121,183784700,412327170.32001644,38.86,37.245000000000005,35.63,37.901666666666664,37.29266666666667,36.68366666666667
2011-05-17 00:00:00,35.98,36.23,35.82,36.11,10024400,37.052499999999995,37.238571428571426,37.1808,34.36921435324845,33.13994281080229,36.76946040238851,37.10058501003196,37.02124298451617,34.36921435324845,38.985851355943055,0.17606790217745072,9.5394736842105,0.031417840083224666,37.180392647463904,38.718020520287034,37.286500000000004,35.85497947971297,80.0,96.0,0.7171398590776834,-0.0740534247479788,-4.848484848484857,41.09105258347006,-6.998503627808554,193809100,416483628.8566019,38.86,37.34,35.82,37.8845,37.291,36.6975
2011-05-18 00:00:00,36.05,36.5,36.01,36.47,9948300,36.87125,37.24761904761905,37.1494,34.390117693017125,33.16206943664413,36.70291364630218,37.04052929479083,36.99962561257436,34.390117693017125,43.355710817828374,0.20205000591349886,21.38157894736838,0.19071175985061745,37.10051917661864,38.71389425722053,37.2895,35.86510574277946,76.0,92.0,0.7009155834292776,-0.04876139202330562,-4.27821522309712,43.54627291194074,-8.06338332726006,203757400,425213769.6729284,38.86,37.34,35.82,37.8845,37.292,36.6995
2011-05-19 00:00:00,36.59,36.75,36.23,36.44,10055800,36.6825,37.24904761904762,37.1188,34.41051453189258,33.18384970616809,36.64448839156836,36.98333602862027,36.97767951012047,34.41051453189258,43.07882278975127,0.22249695321765728,20.394736842105186,0.18061839650248898,37.02913308827131,38.72860728490899,37.2605,35.79239271509101,72.0,88.0,0.6879930417557579,-0.05071105707554193,-3.9282889533350964,39.983040710844456,-8.99045977531308,193701600,423279961.9806207,38.86,37.34,35.82,37.85016666666667,37.26266666666667,36.67516666666667
2011-05-20 00:00:00,36.4,36.84,36.21,36.54,9213000,36.41625,37.22619047619048,37.101600000000005,34.43170344202301,33.206149708120456,36.621268748997615,36.941113549704056,36.9605156077628,34.43170344202301,44.35453028990273,0.22800385548481472,23.68421052631576,0.22712159642190122,36.95788153325691,38.72790301052144,37.2265,35.725096989478565,68.0,84.0,0.6838506816303468,-0.05009967052844937,-2.6378896882494054,50.15337238966214,-9.381421516746439,202914600,423718676.2663349,38.86,37.34,35.82,37.83416666666666,37.22866666666667,36.62316666666667
2011-05-23 00:00:00,36.23,36.39,36.06,36.24,7955900,36.37625,37.17952380952381,37.0704,34.449696442599894,33.226308181820656,36.53654236033148,36.87434083068462,36.932260093732886,34.449696442599894,41.35977499751157,0.2536516694492832,13.815789473684271,0.11795417046003354,36.880939002286425,38.749880814060205,37.1925,35.6351191859398,64.0,80.0,0.6692899186567504,-0.025891813094839223,-3.591380686352757,46.34572799359046,-10.586562590799794,194958700,424441939.9026986,38.86,37.34,35.82,37.789833333333334,37.188833333333335,36.587833333333336
