datetime,QQQ_Open,QQQ_High,QQQ_Low,QQQ_Close,QQQ_Volume,QQQ_sma50,QQQ_sma200,QQQ_sma300,QQQ_ema8,QQQ_ema20,QQQ_ema50,QQQ_rsi,QQQ_macd,QQQ_stoch,QQQ_stochrsi,QQQ_vwap,QQQ_bb_hband,QQQ_bb_mavg,QQQ_bb_lband,QQQ_atr,QQQ_roc,QQQ_obv,QQQ_adi
2015-03-12 00:00:00,98.45,99.29,98.39,99.17,21473200,97.95580000000001,93.11875,89.24430000000001,100.0771909098073,100.10221019439247,98.67786245893784,46.545418190542364,-0.4797510580161344,18.660287081339774,0.13959007191786374,100.980198206182,103.14528586368598,100.9085,98.67171413631402,1.0462553865235658,-2.5834970530451824,527579300,1062229733.240769
2015-03-13 00:00:00,99.08,99.47,98.12,98.74,42021100,97.9748,93.19094999999999,89.30486666666667,99.78003737429458,99.97247589016462,98.680299225254,44.303049338585424,-0.3207382645601484,13.93258426966274,0.061735928230837976,100.6836706180238,103.21422313293326,100.8775,98.54077686706674,1.0679514303433106,-2.7671097981290025,485558200,1058805791.7592871
2015-03-16 00:00:00,99.11,100.06,99.01,100.02,25674100,98.0396,93.2669,89.37163333333332,99.83336240222911,99.97700199586323,98.73283651053816,51.75408824509048,-0.29460871681475,42.696629213483064,0.32310379982995574,100.55787785078336,103.21701340992031,100.868,98.51898659007968,1.0859548996045032,-1.9988242210464493,511232300,1082523769.8545249
2015-03-17 00:00:00,99.75,100.34,99.51,100.18,19603800,98.1134,93.34360000000001,89.43993333333333,99.91039297951153,99.99633513911435,98.78958801992881,52.60756004766861,-0.28354301739240384,46.29213483146084,0.35298298078168244,100.46866907070849,103.21736311147008,100.8615,98.50563688852993,1.06767240677561,-1.4073417970672104,530836100,1094569478.28826
2015-03-18 00:00:00,99.91,101.62,99.39,101.16,40622200,98.235,93.42559999999999,89.50903333333333,100.18808342850897,100.1071603639606,98.88254535248063,57.559750759241965,-0.3498186885869359,68.31460674157303,0.5333050958720741,100.41416605208713,103.2483834225803,100.897,98.54561657741971,1.1506958062916384,-1.3361942845996337,571458300,1118432743.7591116
2015-03-19 00:00:00,101.26,101.59,101.11,101.31,31314000,98.3852,93.50855,89.57803333333334,100.43739822217366,100.22171651977388,98.97773965238335,58.2783709527456,-0.40972334620559536,71.6853932584271,0.5587954936078027,100.39493052070429,103.27323238888481,100.91499999999999,98.55676761111518,1.102788962985093,-0.7251347378735864,602772300,1113213743.759112
2015-03-20 00:00:00,102.15,102.47,101.95,101.97,31761400,98.52439999999999,93.5932,89.65013333333333,100.77797639502396,100.38821970836685,99.09508319542714,61.37723294757756,-0.5046375554942557,88.50574712643677,0.7833260469344778,100.42439483389933,103.31645364887521,100.9325,98.5485463511248,1.1068754656290147,0.3049380287231972,634533700,1083895528.374496
2015-03-23 00:00:00,101.91,102.19,101.73,101.77,17268500,98.6232,93.6733,89.7207,100.99842608501862,100.51981783137953,99.19998189364567,59.92472743540603,-0.5572952686919734,83.90804597701141,0.8019488791122132,100.40923577629704,103.32235418402578,100.935,98.54764581597422,1.0606700752269418,-0.06873527101336153,617265200,1069630245.7657998
2015-03-24 00:00:00,101.76,102.23,101.38,101.4,22445300,98.7274,93.74905000000001,89.794,101.08766473279226,100.60364470458148,99.2862571135027,57.22658587031216,-0.5626846990469829,75.40229885057484,0.6775928116660246,100.42087153603825,103.27962682044871,100.91499999999999,98.55037317955127,1.0456222127107322,0.7151370679380203,594819900,1048241195.177565
2015-03-25 00:00:00,101.56,101.66,99.05,99.08,41581400,98.80519999999999,93.81354999999999,89.85453333333332,100.64151701439398,100.45853568509753,99.27816859924769,43.88409873590532,-0.37542360090291993,22.068965517241264,0.07209611715872716,100.31952055342104,103.26602035756136,100.79150000000001,98.31697964243867,1.1573634832313942,-1.8718431217193232,553238500,1007615689.4304385
2015-03-26 00:00:00,98.27,99.31,97.94,98.74,47846300,98.8768,93.87559999999999,89.9117,100.218957677862,100.29486561985016,99.2570639482968,42.32659912618004,-0.1973082265632513,17.66004415011031,0.0,100.08461048325942,103.1814614629305,100.6255,98.0695385370695,1.1725518058577236,-0.3632694248234101,505392200,1015648279.941387
2015-03-27 00:00:00,98.73,99.37,98.58,99.14,33878400,98.9668,93.93975,89.97016666666667,99.97918930500379,100.18487841795967,99.25247320522635,44.80835937875142,-0.0874194492137832,26.49006622516562,0.13027179441052947,99.95375302716852,103.09418517856767,100.502,97.90981482143232,1.1452266768678867,0.6191007814878712,539270600,1029800016.6502476
2015-03-30 00:00:00,99.74,100.36,99.74,100.28,30570200,99.1042,94.01350000000001,90.034,100.04603612611406,100.19393761624922,99.29276837364885,51.24727457968917,-0.09126819118539231,51.65562913907291,0.46826134695264027,100.00253005270986,102.80943780911537,100.3895,97.96956219088463,1.1505676285201805,1.1192901078955324,569840800,1052481132.7792801
2015-03-31 00:00:00,99.99,100.2,99.19,99.21,30488100,99.19820000000001,94.08065,90.0922,99.86025032031094,100.10022927184453,99.2895225550744,45.84145658208561,-0.007887368614021284,28.035320088300125,0.18450081445362257,100.0400883591266,102.59318433511123,100.2475,97.90181566488877,1.1462413693401676,0.47599756937411264,539352700,1023200482.2842304
2015-04-01 00:00:00,99.21,99.23,98.06,98.7,32970500,99.26700000000001,94.14485,90.14800000000001,99.6024169157974,99.96687410309744,99.26640402350286,43.486843187848656,0.09821313190330727,16.777041942604964,0.06090317374981178,99.99102051660103,102.44354330164492,100.0995,97.75545669835509,1.1479384143872988,-1.3197360527894353,506382200,1026300272.8825209
2015-04-02 00:00:00,98.79,99.08,98.44,98.76,19164200,99.32740000000001,94.20915000000001,90.20490000000001,99.41521315673131,99.85193371232626,99.24654504218903,43.852235519525046,0.17543474191654695,18.101545253863293,0.08008323542660406,100.05554946701274,102.21544691567591,99.94550000000001,97.67555308432411,1.1116570990739203,-1.4174485925334415,525546400,1026300272.8825214
2015-04-06 00:00:00,98.18,99.84,98.03,99.57,24451100,99.36840000000001,94.27505,90.26986666666666,99.44961023301325,99.8250828825809,99.25922955033847,48.6766367674481,0.1693213623894252,35.98233995584978,0.3333242190680159,100.02486490800113,102.13958662869129,99.89,97.64041337130871,1.1615387348543547,-1.5717674970344042,549997500,1043456569.567604
2015-04-07 00:00:00,99.52,100.25,99.4,99.4,19379400,99.40180000000001,94.3404,90.33683333333335,99.43858573678808,99.78459879852558,99.26474996012914,47.74932289886459,0.17616334296060643,32.2295805739516,0.28464794523496584,100.0099329842207,102.013937513299,99.8115,97.60906248670099,1.1392859680790433,-1.8853025367683314,530618100,1024077169.567604
2015-04-08 00:00:00,99.44,100.33,99.43,100.19,25866900,99.45320000000001,94.4092,90.4066,99.60556668416851,99.82320843676123,99.30103427541819,52.297240114953624,0.11649636656524365,49.66887417218542,0.5233758142773517,99.93739269205093,102.0491756686045,99.86600000000001,97.68282433139552,1.124336970359111,-1.7456114543493197,556485000,1041896589.5676038
2015-04-09 00:00:00,100.14,100.86,99.81,100.82,23114700,99.5678,94.48105,90.4813,99.87544075435328,99.9181409665935,99.36060155873513,55.61507138048979,0.018164731308885962,63.576158940397235,0.697534390660758,99.86032067788062,102.11095980952152,99.98049999999999,97.85004019047847,1.1190271867620314,-0.9334774491500472,579599700,1063250169.5676036
2015-04-10 00:00:00,100.78,101.24,100.56,101.23,17164300,99.70039999999999,94.55535,90.55253333333333,100.17645392005255,100.04307992215602,99.43391130152983,57.678094037697925,-0.09178928185559698,76.68997668997672,0.872336798650895,99.72475308956861,102.24620455679606,100.0835,97.92079544320394,1.0876681019933143,-0.16765285996055393,596764000,1079909637.2146628
2015-04-13 00:00:00,101.31,101.83,100.87,100.98,17783500,99.8098,94.62565,90.62363333333333,100.35501971559643,100.13231040576021,99.4945422308816,55.96979833156676,-0.15694653682086823,70.8624708624709,0.8887212147105314,99.69683405813348,102.29951021860312,100.19550000000001,98.0914897813969,1.0785489518509344,1.9176423092450605,578980500,1066201522.6313294
