datetime,SHOP_Open,SHOP_High,SHOP_Low,SHOP_Close,SHOP_Volume,SHOP_sma8,SHOP_sma21,SHOP_sma50,SHOP_sma200,SHOP_sma300,SHOP_ema8,SHOP_ema20,SHOP_ema50,SHOP_ema200,SHOP_rsi,SHOP_macd,SHOP_stoch,SHOP_stochrsi,SHOP_vwap,SHOP_bb_hband,SHOP_bb_mavg,SHOP_bb_lband,SHOP_aroon_up,SHOP_aroon_down,SHOP_atr,SHOP_cmf,SHOP_roc,SHOP_uo,SHOP_tsi,SHOP_obv,SHOP_adi,SHOP_dcu,SHOP_dcm,SHOP_dcl,SHOP_kcu,SHOP_kcm,SHOP_kcl
2017-03-27 00:00:00,6.83,7.07,6.73,7.04,16209000,6.7725,6.385238095238096,5.829199999999999,4.615977276444178,4.192328552680949,6.768289433702938,6.478005126543492,5.913326513536804,4.615977276444178,75.27254500247327,-0.3133297116325533,89.56521739130434,0.7082869933228021,6.654350943727505,7.1192688569438545,6.404999999999999,5.690731143056144,100.0,24.0,0.2106668641289375,0.17223661482852984,12.820512820512816,61.74199864181532,44.50410105160488,707759000,235049725.2456395,7.16,6.51,5.86,6.58,6.393,6.206
2017-03-28 00:00:00,7.07,7.3,7.06,7.24,17408000,6.865,6.444761904761905,5.8778,4.64208695528553,4.212578861301009,6.873114003991174,6.550576066872683,5.965352924770655,4.64208695528553,78.35161683635067,-0.33612982009585757,95.12195121951223,0.9246359858344227,6.727374231975027,7.235954900631324,6.470999999999999,5.706045099368675,100.0,20.0,0.2141906595482991,0.24134794317262911,12.948517940717629,61.41389108168054,46.60526611898278,725167000,243753725.24563956,7.3,6.58,5.86,6.6450000000000005,6.4545,6.263999999999999
2017-03-29 00:00:00,7.28,7.3,7.08,7.27,15654000,6.93625,6.509047619047619,5.9242,4.668235343790151,4.232893951923593,6.961310891993135,6.619092631932427,6.016515555171806,4.668235343790151,78.77848400020292,-0.35255577607028776,97.14285714285712,0.9624201061899638,6.791253578972455,7.33957700315519,6.536,5.732422996844809,100.0,16.0,0.2146056124377063,0.2737361047573433,12.01848998459167,61.07422258321666,48.384751390874,740821000,255138452.51836678,7.3,6.58,5.86,6.712666666666666,6.517166666666666,6.321666666666666
2017-03-30 00:00:00,7.27,7.29,6.87,6.91,30925000,6.938750000000001,6.553809523809525,5.9624,4.690541459772339,4.250682031977258,6.949908471550216,6.64679809555791,6.051554160851344,4.690541459772339,62.780713592407935,-0.33268943643691706,60.60606060606065,0.0,6.846823445333046,7.35811547526796,6.583,5.8078845247320405,96.0,12.0,0.22927664012072727,0.18695408908743963,8.307210031347967,59.08675932177043,44.2585430805861,709896000,230103928.708843,7.3,6.58,5.86,6.778999999999999,6.5685,6.358
2017-03-31 00:00:00,6.79,6.94,6.7,6.81,26642000,6.95,6.593809523809524,5.9972,4.711630599476097,4.267687466980731,6.918817700094612,6.662341134076204,6.081297134935605,4.711630599476097,59.185307643554445,-0.3053560998416911,50.50505050505049,0.0,6.859249948863944,7.359471355375836,6.622,5.884528644624163,92.0,8.0,0.23004259439781818,0.14095156575576337,5.09259259259258,56.57500135332645,39.742892187464456,683254000,227883762.0421762,7.3,6.58,5.86,6.825666666666666,6.609666666666667,6.393666666666666
2017-04-03 00:00:00,6.82,6.93,6.72,6.92,13879000,6.98125,6.636190476190476,6.035399999999999,4.733604424356932,4.28531080607056,6.91908043340692,6.686880073687994,6.114187443369503,4.733604424356932,61.77834370319761,-0.2892361797190306,61.616161616161634,0.12953692791584406,6.872183917841499,7.3468154818304345,6.6715,5.996184518169565,88.0,4.0,0.22861098051225975,0.1829517408609229,6.46153846153846,60.06126339685484,36.9776592638392,697133000,240440952.5183667,7.3,6.609999999999999,5.92,6.8735,6.655500000000001,6.4375
2017-04-04 00:00:00,6.92,7.0,6.82,6.85,10136000,6.992500000000001,6.68,6.0736,4.754663086801142,4.302351930282715,6.90372922598316,6.702415304765328,6.14304283774717,4.754663086801142,59.200779496593725,-0.2677264282870988,46.4285714285714,0.000772907227579986,6.888661357144106,7.3200072134771945,6.713500000000001,6.106992786522807,84.0,16.0,0.22513876761852689,0.15406305005515192,2.2388059701492455,56.891967337102464,33.92850322530494,686997000,233683619.1850333,7.3,6.654999999999999,6.01,6.919499999999999,6.7,6.480499999999999
2017-04-05 00:00:00,6.89,6.96,6.77,6.79,10137000,6.978750000000001,6.717142857142857,6.110600000000001,4.774915195390186,4.318881153337315,6.878456064653569,6.710756704311487,6.168413706855124,4.774915195390186,57.00531472303963,-0.24303672071749904,38.55421686746991,0.0,6.895107621861854,7.283636431202239,6.7485,6.213363568797761,80.0,12.0,0.22262885564577498,0.12311441339580406,-1.4513788098693707,49.234885687659194,30.776870697841847,676860000,225680724.44819123,7.3,6.6850000000000005,6.07,6.959833333333333,6.737833333333333,6.515833333333333
2017-04-06 00:00:00,6.79,6.89,6.79,6.85,8402000,6.955,6.753333333333335,6.1448,4.795562805386303,4.3356992187636445,6.872132494730553,6.724017970567536,6.1951425810961,4.795562805386303,58.65648231860446,-0.22570960828299835,45.78313253012046,0.07438452743248093,6.9078304881652395,7.261696592074016,6.779000000000001,6.296303407925985,76.0,8.0,0.21386965167107674,0.1001770892277746,1.9345238095238078,46.54685285216253,28.688387486634486,685262000,227361124.4481912,7.3,6.775,6.25,6.988666666666667,6.770666666666666,6.552666666666667
2017-04-07 00:00:00,6.86,6.9,6.83,6.87,4750000,6.90875,6.783333333333333,6.1802,4.816203971501862,4.352538426612391,6.871658607012653,6.737921020989675,6.221607577915861,4.816203971501862,59.21869537412265,-0.2111574876202642,48.19277108433739,0.10165633780308306,6.912773700765961,7.255104844379165,6.802,6.348895155620834,72.0,4.0,0.20359324798028558,0.073061441058907,2.9985007496251903,42.48236614944995,27.153419747912345,690012000,228039695.8767626,7.3,6.805,6.31,7.008333333333335,6.795833333333334,6.583333333333333
2017-04-10 00:00:00,6.91,7.01,6.88,6.93,9961000,6.86625,6.808095238095238,6.215800000000001,4.837236767805326,4.369664417133238,6.884623361009841,6.7562142570858965,6.2493876728995525,4.837236767805326,60.93497310212219,-0.20213622513384522,55.421686746987945,0.18048168959969318,6.9245505877637825,7.256638417156714,6.824000000000001,6.391361582843287,68.0,4.0,0.19905087312455086,0.048435554347756135,2.514792899408283,50.205763075051415,26.34158472492736,699973000,225741003.56907028,7.3,6.805,6.31,7.032333333333334,6.819333333333335,6.606333333333334
2017-04-11 00:00:00,6.91,6.97,6.74,6.91,9659000,6.866250000000001,6.828095238095237,6.2526,4.857861277578408,4.386543723331689,6.8902626141187655,6.7708605183158115,6.275294038668198,4.857861277578408,60.02810420314593,-0.19116929611874411,38.09523809523814,0.13883093644418312,6.943233447332761,7.233147357236224,6.850500000000001,6.467852642763778,64.0,4.0,0.20126152504422576,0.07515205501761522,0.14492753623188095,53.69893781292402,25.421357441064508,690314000,230360525.30820075,7.3,6.805,6.31,7.0615,6.843000000000001,6.624499999999999
2017-04-12 00:00:00,6.9,7.01,6.89,6.93,7615000,6.88125,6.854285714285714,6.289599999999999,4.878479573323896,4.403443765037126,6.8990931443145955,6.786016659428592,6.3009687822498375,4.878479573323896,60.65864312841584,-0.18199384693461873,38.33333333333328,0.16779038268939503,6.95590624925596,7.216808086001282,6.872999999999999,6.529191913998717,60.0,4.0,0.19545713039820964,0.043591558239148565,-1.5625000000000044,46.9524516681243,24.81389520328689,697929000,227822191.9748674,7.3,6.88,6.46,7.083666666666666,6.868666666666667,6.653666666666666
2017-04-13 00:00:00,6.93,7.19,6.91,7.06,16430000,6.89875,6.881904761904762,6.328399999999999,4.900186244236097,4.421095301482062,6.934850223355797,6.812110310911583,6.330734712357687,4.900186244236097,64.57080227610187,-0.1831014711130443,59.99999999999994,0.34746836607738474,6.968624989678491,7.207978826631193,6.900999999999999,6.594021173368805,56.00000000000001,12.0,0.20149590679833754,0.04333397296364556,-2.4861878453038755,50.94141269209395,25.344424438647835,714359000,228995763.40343875,7.3,6.885,6.47,7.122,6.8965000000000005,6.670999999999999
