datetime,V_Open,V_High,V_Low,V_Close,V_Volume,V_sma8,V_sma21,V_sma50,V_sma200,V_sma300,V_ema8,V_ema20,V_ema50,V_ema200,V_rsi,V_macd,V_stoch,V_stochrsi,V_vwap,V_bb_hband,V_bb_mavg,V_bb_lband,V_aroon_up,V_aroon_down,V_atr,V_cmf,V_roc,V_uo,V_tsi,V_obv,V_adi,V_dcu,V_dcm,V_dcl,V_kcu,V_kcm,V_kcl
2011-03-11 00:00:00,16.38,16.7,16.35,16.64,17335600,16.93875,17.052857142857142,16.6596,17.27852383575144,17.68162582532957,16.826791693732208,16.8919067253777,16.835910086790282,17.27852383575144,45.87815937322427,-0.00300295681440943,26.851851851851816,0.2708942456388193,16.93586756604511,17.643738197533068,17.048000000000002,16.452261802466936,40.0,96.0,0.38681193948045084,-0.16221620692949537,-0.5379557680812903,43.086323732689436,0.5333460158901571,-594986800,-490328294.3460709,17.69,17.020000000000003,16.35,17.435,17.070999999999998,16.707
2011-03-14 00:00:00,16.5,16.69,16.44,16.49,13971600,16.8775,17.021428571428572,16.6674,17.270677827435506,17.67370804575927,16.75194909512505,16.85362989438935,16.822344985347527,17.270677827435506,43.55812262804283,0.02819136001602729,12.962962962962708,0.14163217385926366,16.913978076563865,17.65086901553878,17.0125,16.374130984461218,36.0,92.0,0.37703965808899004,-0.20314134306607376,-2.7712264150943535,36.92338629037384,-1.6315765091783132,-608958400,-498711254.3460712,17.69,17.020000000000003,16.35,17.40683333333333,17.039833333333334,16.672833333333333
2011-03-15 00:00:00,16.27,16.48,16.17,16.34,24180400,16.745,16.98047619047619,16.6718,17.261417351540626,17.664846198279143,16.66040485176393,16.804712761590363,16.803429495726057,17.261417351540626,41.30848371835643,0.06427589474054685,13.492063492063366,0.01629235464048507,16.87489235918697,17.63883546273209,16.9605,16.28216453726791,32.0,100.0,0.3729653967969191,-0.2001543337590754,-4.667444574095687,39.024047658018624,-4.120125490030132,-633138800,-496371215.63639396,17.69,16.93,16.17,17.341833333333334,16.987333333333332,16.632833333333334
2011-03-16 00:00:00,16.39,16.51,16.22,16.29,24056800,16.63875,16.928571428571427,16.6746,17.25175150724669,17.655711007592902,16.578092662483055,16.755692498581755,16.783295005697585,17.25175150724669,40.55656948980509,0.09580336901484898,9.523809523809335,0.0,16.833269459800484,17.620574329926388,16.907500000000002,16.194425670073617,28.000000000000004,100.0,0.3670392970257108,-0.23229981416495396,-2.862254025044725,38.57877297260354,-6.356170181325542,-657195600,-508814388.0501871,17.69,16.93,16.17,17.297166666666666,16.937666666666665,16.578166666666668
2011-03-17 00:00:00,16.43,16.53,16.33,16.39,13790400,16.560000000000002,16.882857142857144,16.679000000000002,17.243176865383543,17.647300967675342,16.536294293042378,16.720864641573968,16.76787167214082,17.243176865383543,42.79914089280629,0.11143539736064056,17.4603174603174,0.12182715913984325,16.787820053588195,17.56021199791118,16.8555,16.15078800208882,24.0,96.0,0.3579650615238745,-0.2604162999194328,-1.7974835230677093,37.033259567254696,-7.576486804363496,-643405200,-514330548.05018693,17.69,16.93,16.17,17.248833333333334,16.887833333333333,16.526833333333336
2011-03-18 00:00:00,16.55,16.56,16.28,16.39,25268400,16.48125,16.833333333333332,16.6766,17.234687543339927,17.638946808421686,16.50378445014407,16.68935372332883,16.753053175194125,17.234687543339927,42.79914089280629,0.1224127939579347,17.4603174603174,0.12182715913984325,16.74447353231057,17.47187703791378,16.801,16.130122962086215,20.0,92.0,0.35239612855788327,-0.2764080553550026,-3.474676089517078,38.533282559494715,-8.57209198400641,-618136800,-519745205.193044,17.69,16.93,16.17,17.195333333333334,16.834833333333332,16.474333333333334
2011-03-21 00:00:00,16.49,16.6,16.44,16.52,14807600,16.431250000000002,16.78761904761905,16.671799999999998,17.227576224500726,17.631511945907256,16.50738790566761,16.67322479729751,16.743913834990437,17.227576224500726,45.87759189588433,0.11924793039218784,27.777777777777654,0.2890632791377568,16.724357037497512,17.378581853016946,16.757,16.135418146983056,16.0,88.0,0.3422249765180346,-0.24531023193591067,-5.057471264367811,46.26431634383456,-8.590929754216925,-603329200,-519745205.19304436,17.43,16.8,16.17,17.138,16.787,16.436
2011-03-22 00:00:00,16.48,16.52,16.34,16.43,15354400,16.436249999999998,16.74142857142857,16.6662,17.2196401426649,17.62352847782814,16.49019059329703,16.650060530888222,16.731603488520225,17.2196401426649,44.10777363538778,0.12258887283621434,20.63492063492051,0.19291832224516312,16.6964471656352,17.364983201357933,16.732499999999998,16.100016798642063,12.0,84.0,0.3306374781953178,-0.22599720331002987,-4.142357059509924,41.65985012800734,-9.083538463543238,-618683600,-519745205.19304436,17.43,16.8,16.17,17.0965,16.7595,16.422500000000003
2011-03-23 00:00:00,16.38,16.61,16.38,16.52,17580000,16.42125,16.722380952380952,16.6676,17.21267854920555,17.616196062693067,16.49681490589769,16.637673813660772,16.723305312499825,17.21267854920555,46.33716519394773,0.1166299089637377,27.777777777777654,0.4312495857811327,16.640529504806054,17.361237045234382,16.722,16.08276295476562,8.0,80.0,0.32344908689565227,-0.1649163704592635,-2.937720329024677,43.38148800687333,-8.908546058900509,-601103600,-515923466.06260955,17.43,16.8,16.17,17.070333333333334,16.74233333333333,16.414333333333335
2011-03-24 00:00:00,16.58,16.72,16.42,16.68,20558800,16.445,16.72,16.672,17.20737826513385,17.60997549084793,16.53752270458709,16.641704879026413,16.72160706495081,17.20737826513385,50.14441127820123,0.09786855653984716,46.7889908256879,0.8544949005393241,16.60074509968775,17.33797142792351,16.708000000000002,16.078028572076494,4.0,76.0,0.3217741521173912,-0.1552367487016575,-1.9976498237367795,47.87569548045025,-7.70769657631422,-580544800,-500847012.7292762,17.43,16.8,16.17,17.052666666666664,16.728166666666667,16.403666666666666
2011-03-25 00:00:00,16.64,16.73,16.54,16.55,29466800,16.471249999999998,16.700476190476188,16.6704,17.20083718786884,17.602932464330667,16.540295436901072,16.6329710810239,16.71487737612921,17.20083718786884,47.21344335174212,0.09242455043520437,37.25490196078423,0.593278956213382,16.570768388552203,17.27937519502804,16.6785,16.077624804971958,4.0,72.0,0.3123617126804348,-0.20269323492023775,-2.1867612293144263,47.480605785989006,-7.460153140783278,-610011600,-527212044.30822307,17.43,16.8,16.17,17.020500000000002,16.7005,16.3805
