datetime,AMD_Open,AMD_High,AMD_Low,AMD_Close,AMD_Volume,AMD_sma8,AMD_sma21,AMD_sma50,AMD_sma200,AMD_sma300,AMD_ema8,AMD_ema20,AMD_ema50,AMD_ema200,AMD_rsi,AMD_macd,AMD_stoch,AMD_stochrsi,AMD_vwap,AMD_bb_hband,AMD_bb_mavg,AMD_bb_lband,AMD_aroon_up,AMD_aroon_down,AMD_atr,AMD_cmf,AMD_roc,AMD_uo,AMD_tsi,AMD_obv,AMD_adi,AMD_dcu,AMD_dcm,AMD_dcl,AMD_kcu,AMD_kcm,AMD_kcl
2017-03-13 00:00:00,14.48,14.68,14.18,14.28,73078100,13.47,13.753809523809522,12.304400000000001,8.854554451132035,7.576761788533135,13.733150904287722,13.515265429610603,12.454191145975331,8.854554451132035,60.08412429025504,-0.3815000517552054,59.93690851735011,0.40879256422015453,13.929546818996636,15.079661721278093,13.7625,12.445338278721906,60.0,36.0,0.6962470983549063,-0.04939327048743073,-0.2793296089385539,51.532133767889704,14.548268063233829,2009740200,306806764.59524435,15.55,13.965,12.38,14.378499999999999,13.7625,13.1465
2017-03-14 00:00:00,14.0,14.15,13.64,14.1,52554500,13.495,13.778571428571427,12.3546,8.906747939180473,7.620105564024609,13.814672925557117,13.570954436314356,12.518732669662572,8.906747939180473,57.97393460428772,-0.3852170569233504,54.25867507886432,0.330658769020744,13.910638228582746,15.111758507081667,13.792999999999997,12.474241492918328,56.00000000000001,32.0,0.692229448472413,0.00171982764098793,-0.141643059490082,57.40863538364232,14.702632808465662,1957185700,349056460.67367554,15.55,13.965,12.38,14.393333333333334,13.780333333333335,13.167333333333335
2017-03-15 00:00:00,14.03,14.06,13.62,13.98,55179600,13.61375,13.80190476190476,12.4074,8.957228059188628,7.662363998815143,13.851412275433312,13.609911156665369,12.576037270852277,8.957228059188628,56.54808702654224,-0.3741666529163581,50.47318611987381,0.27786404475211907,13.890066368117811,15.126734949826147,13.828999999999999,12.53126505017385,52.0,28.000000000000004,0.677070202152955,0.038853584387746276,-8.026315789473678,57.30708709599914,14.422882301462566,1902006100,384170751.5827665,15.55,13.965,12.38,14.429000000000002,13.809000000000001,13.188999999999998
2017-03-16 00:00:00,13.79,13.88,13.65,13.65,44494800,13.690000000000001,13.82047619047619,12.4518,9.003922307355905,7.702148955633647,13.806653992003687,13.613729141744859,12.61815345630905,9.003922307355905,52.70888033457343,-0.334920135213828,40.06309148264983,0.1357100993540829,13.875660383273232,15.124518387974241,13.8465,12.56848161202576,48.0,24.0,0.652279473427744,0.008877316802409038,-5.601659751037348,55.03632032139002,13.07663361550439,1857511300,339675951.5827665,15.55,13.965,12.38,14.4475,13.8305,13.2135
2017-03-17 00:00:00,13.62,13.74,13.36,13.49,224892300,13.745,13.829523809523808,12.493000000000002,9.048559896337439,7.740606437656015,13.73628643822509,13.601945413959633,12.652343516845951,9.048559896337439,50.90432988910123,-0.287591152566959,35.015772870662445,0.09520641535856539,13.738655110919911,15.098222236071564,13.872499999999999,12.646777763928434,44.0,20.0,0.6328309396114766,-0.01850673911644619,-9.826203208556153,53.39715937827155,11.439485059367664,1632619000,268657330.5301355,15.55,13.965,12.38,14.464833333333331,13.854333333333333,13.243833333333333
2017-03-20 00:00:00,13.68,14.5,13.54,14.4,91565600,13.8925,13.897619047619049,12.5562,9.101808056572887,7.78485489986428,13.883778340841737,13.677950612630145,12.720879065204933,9.101808056572887,59.41488859329348,-0.3198252413471394,74.53874538745387,0.5306836740005315,13.650270540730508,15.132518282351043,13.936000000000002,12.73948171764896,40.0,16.0,0.6597715867820854,0.0008402250286989652,3.597122302158273,60.59274825452946,12.545632590492616,1724184600,341146763.86346895,15.55,13.965,12.38,14.545333333333332,13.913833333333333,13.282333333333332
2017-03-21 00:00:00,14.4,14.49,13.78,13.82,72552700,13.95375,13.930476190476192,12.6062,9.148755240089576,7.824955531758869,13.86960537621024,13.691479125712988,12.763981846961602,9.148755240089576,53.09720560476465,-0.2951673309458904,60.000000000000014,0.36715096060347185,13.601717234511922,15.124164984452973,13.927000000000001,12.72983501554703,36.0,12.0,0.663359330583365,-0.06244324762300774,6.062931696085963,50.61276616512647,11.47169309728973,1651631900,276769015.9761452,15.55,13.965,12.38,14.555666666666667,13.923666666666668,13.291666666666666
2017-03-22 00:00:00,13.7,14.15,13.55,14.1,61239500,13.977500000000001,13.935238095238097,12.658399999999999,9.198021357103611,7.866650179388378,13.920804181496854,13.730385875645085,12.816374715708207,9.198021357103611,55.554220510443194,-0.2948209073443895,74.78260869565216,0.5896982082293374,13.568474945786706,15.10709377258494,13.918000000000001,12.728906227415061,32.0,8.0,0.6588336641131247,-0.03551803912260917,8.128834355828225,57.0600785707433,11.366310414005328,1712871400,327801932.6428117,15.55,13.965,12.38,14.545666666666667,13.906666666666666,13.267666666666665
2017-03-23 00:00:00,13.96,14.12,13.77,13.79,44549900,13.91625,13.911904761904761,12.705400000000003,9.243712686883674,7.906007985505398,13.891736585608664,13.736063411297934,12.854556099405926,9.243712686883674,52.288325968827465,-0.2664603656925628,61.30434782608691,0.28845998427135405,13.646577440544263,15.067123664273682,13.891499999999999,12.715876335726316,28.000000000000004,4.0,0.6367741166764729,-0.08661295275304454,5.670498084291175,53.6312184129216,10.26692545655257,1668321500,288343449.78566873,15.55,13.965,12.38,14.516499999999999,13.891499999999999,13.266499999999999
2017-03-24 00:00:00,14.16,14.18,13.54,13.7,50099500,13.86625,13.88238095238095,12.7554,9.288053854178363,7.944506271315992,13.849128455473405,13.73262880069813,12.88771076217432,9.288053854178363,51.34460113825855,-0.2340244955585966,48.14814814814814,0.1956913124310874,13.737160821291589,15.04404974330033,13.870499999999998,12.696950256699665,24.0,40.0,0.6370045369138678,-0.1044522846551325,3.630862329803318,48.473863269576945,9.09910483965952,1618222000,263293699.78566873,15.55,13.965,12.38,14.510833333333334,13.876833333333332,13.242833333333332
