datetime,META_Open,META_High,META_Low,META_Close,META_Volume,META_sma8,META_sma21,META_sma50,META_sma200,META_sma300,META_ema8,META_ema20,META_ema50,META_ema200,META_rsi,META_macd,META_stoch,META_stochrsi,META_vwap,META_bb_hband,META_bb_mavg,META_bb_lband,META_aroon_up,META_aroon_down,META_atr,META_cmf,META_roc,META_uo,META_tsi,META_obv,META_adi,META_dcu,META_dcm,META_dcl,META_kcu,META_kcm,META_kcl
2013-08-13 00:00:00,38.24,38.32,36.77,37.02,65379200,38.36749999999999,33.637142857142855,28.2702,27.85603105393657,28.374220474784504,37.597860031659934,34.73514216043969,30.584476376034356,27.85603105393657,68.86048048021259,-3.2132933812286524,64.99238964992395,0.0,36.324410248556426,44.522207384589336,34.003,23.483792615410668,76.0,4.0,1.2016327813271432,0.23912199785959215,8.850338135842414,60.068294462436306,59.77817343506452,1019578600,-884152187.5135752,39.32,32.46,25.6,35.034000000000006,33.943,32.852
2013-08-14 00:00:00,36.83,37.55,36.62,36.65,48423900,38.1925,34.12904761904762,28.5328,27.943533232504365,28.42920904305836,37.38722446906884,34.91750957373115,30.82234004756242,27.943533232504365,66.35815831654324,-2.970227817160783,53.64583333333329,0.0,37.051567426333314,44.51507890500263,34.503,24.49092109499737,72.0,4.0,1.182230439803776,0.20463505375667385,3.4434095399379028,47.97989096991636,55.87497049008453,971154700,-929451964.9329299,39.32,32.46,25.6,35.574666666666666,34.461166666666664,33.34766666666667
2013-08-15 00:00:00,36.36,37.07,36.02,36.56,56521100,37.86375,34.60095238095238,28.805999999999997,28.029269220240643,28.48323423214103,37.203396809275766,35.07393723337581,31.047346320207033,28.029269220240643,65.73244067349276,-2.738763596684123,48.022598870056555,0.0,37.38138697464847,44.30402908851285,35.022,25.73997091148715,68.0,24.0,1.1727854083892204,0.21308061960819982,-2.843475950039862,48.49986771776292,52.50898432484175,914633600,-927837076.3615012,39.32,32.46,25.6,36.10433333333333,34.97083333333334,33.83733333333334
2013-08-16 00:00:00,36.97,37.49,36.9,37.08,45840800,37.68,35.12,29.088199999999997,28.119326242924817,28.540355599369324,37.175975296103374,35.26499083019716,31.283920974316562,28.119326242924817,67.63155632248936,-2.5676874855222493,43.99999999999995,0.08027680215829851,37.651024301402074,43.890640321978,35.582,27.273359678022004,64.0,20.0,1.1554435935042762,0.20081705883088702,0.7608695652173945,42.780651464670825,50.12419573247983,960474400,-945707218.7343827,39.32,32.519999999999996,25.72,36.673,35.5355,34.398
2013-08-19 00:00:00,37.43,38.28,37.14,37.81,57609600,37.5475,35.68809523809524,29.378600000000002,28.215750857423078,28.601947920968197,37.31686967474707,35.507372655892674,31.539845641990425,28.215750857423078,70.13392125213196,-2.4626257176829185,54.24242424242426,0.21101013820925496,37.782929221528285,43.274331073366355,36.17,29.065668926633652,60.0,16.0,1.1586261939682565,0.19393159005137284,0.8535609495865573,45.24054270680223,48.72674530694511,1018084000,-935600271.3659616,39.32,32.644999999999996,25.97,37.29833333333333,36.12433333333333,34.95033333333333
2013-08-20 00:00:00,38.35,38.58,37.69,38.41,57995200,37.53125,36.276666666666664,29.6602,28.317186172274592,28.66711770222422,37.55978752480327,35.78381335533147,31.809263459951588,28.317186172274592,72.04674224407725,-2.4001115039320666,72.4242424242423,0.30271214953670916,37.93089623327035,42.24355456058447,36.784000000000006,31.324445439415538,56.00000000000001,12.0,1.1394386086848096,0.2104056662096717,0.946123521681996,48.14317471334904,48.059169879396514,1076079200,-899760541.0288831,39.32,32.685,26.05,37.931,36.729,35.527
2013-08-21 00:00:00,38.38,38.85,38.15,38.32,46116900,37.508750000000006,36.857142857142854,29.945999999999998,28.416716658122606,28.73125645503336,37.72872363040254,36.025354940537994,32.06458646152211,28.416716658122606,71.30898022821275,-2.3166019461052514,69.69696969696967,0.26734330894960884,38.01055208110636,40.16247758240605,37.3745,34.58652241759395,52.0,8.0,1.1080501366358948,0.16053517637158182,-2.2199540699157883,47.16497663663646,47.30720863133569,1029962300,-923477803.8860258,39.32,36.035,32.75,38.545833333333334,37.33283333333333,36.11983333333334
2013-08-22 00:00:00,38.37,38.75,38.34,38.55,21931200,37.55,37.43047619047619,30.2416,28.517545348091538,28.79649727593015,37.91122949031309,36.26579732715342,32.31891640420752,28.517545348091538,72.09538825523266,-2.243121786028915,76.66666666666656,0.3050442742283524,38.02641022311903,40.044929905543576,37.584,35.12307009445643,48.0,4.0,1.0596179840190452,0.07279677297469442,0.0,51.089998616729474,46.8779940769425,1051893500,-922942896.5689532,39.32,36.44,33.56,38.687333333333335,37.56033333333333,36.43333333333334
2013-08-23 00:00:00,39.0,40.63,38.93,40.55,86442300,37.99125,37.7252380952381,30.577999999999996,28.63727126502595,28.87459363954523,38.497622936910176,36.67381662932929,32.64170399619938,28.63727126502595,77.79494048239178,-2.3195333781511067,98.26464208242939,0.7147049566763584,38.16556708265533,40.109453092517256,37.911,35.712546907482746,100.0,4.0,1.1325024137319708,0.1510851614596361,4.322099305376897,63.448374282410306,48.21227412713774,1138335800,-844636342.4513066,40.63,37.32,34.01,39.010666666666665,37.857166666666664,36.70366666666666
2013-08-26 00:00:00,40.9,41.94,40.62,41.34,94162400,38.5775,38.074285714285715,30.932199999999998,28.763666575821713,28.957420259880475,39.129262284263476,37.118215045583646,32.982813643407255,28.763666575821713,79.57000744384916,-2.415986524364776,89.86486486486494,0.8198779453507373,38.516608953830826,40.57387217183921,38.2065,35.839127828160784,100.0,4.0,1.1508950984654014,0.09409064501051369,7.2651790347690826,63.81574885887101,49.90841684263231,1232498200,-836076124.2694876,41.94,38.629999999999995,35.32,39.3095,38.171,37.0325
2013-08-27 00:00:00,40.68,41.2,39.42,39.64,72695100,38.9625,38.2747619047619,31.244600000000002,28.871888798947865,29.02840085616034,39.242759554427145,37.35838504124234,33.243879775038344,28.871888798947865,67.13325433129103,-2.328410083086432,61.14864864864867,0.09679695711640493,38.666196520576115,40.73775379255052,38.307,35.87624620744948,96.0,4.0,1.2058311628607299,-0.039220818786961036,2.9610389610389625,54.5977264280195,47.273344496473705,1159803100,-890801648.9885888,41.94,38.980000000000004,36.02,39.422333333333334,38.32683333333333,37.23133333333333
2013-08-28 00:00:00,39.96,40.85,39.88,40.55,57918200,39.39625,38.413809523809526,31.571399999999997,28.98808891040112,29.104956332199137,39.53325743122112,37.662348370647834,33.530394293664294,28.98808891040112,69.84984564979433,-2.305854066893005,76.52027027027025,0.29061480616919627,38.79313736038659,41.00844888571719,38.4945,35.98055111428281,92.0,8.0,1.2061289369421064,0.042501407827250474,6.096284667713235,56.93320114386627,45.991326961530696,1217721300,-868709139.7102388,41.94,38.980000000000004,36.02,39.535833333333336,38.49083333333333,37.44583333333333
2013-08-29 00:00:00,40.89,41.78,40.8,41.28,58303400,39.83,38.62714285714286,31.9108,29.110396483431956,29.185853632317414,39.92142244650531,38.00688662106232,33.834300399795104,29.110396483431956,71.8592590053934,-2.320138053443543,88.8513513513514,0.4427670293180333,38.99522332054924,41.42740955746654,38.684000000000005,35.94059044253347,88.0,4.0,1.2078340128748135,0.058422717396432455,11.507293354943268,55.66474324545534,45.600089405160496,1276024700,-869899005.016361,41.94,38.980000000000004,36.02,39.70233333333333,38.676833333333335,37.65133333333334
2013-08-30 00:00:00,42.02,42.26,41.06,41.29,67735100,40.190000000000005,38.808095238095234,32.258599999999994,29.231586568173928,29.26627985402959,40.22555079172635,38.31956408572305,34.12668077627373,29.231586568173928,71.88689978630575,-2.3056866120977375,84.4551282051282,0.4447645467552437,39.227747135738475,41.79543655636102,38.846,35.896563443638975,84.0,4.0,1.2072744405266123,0.015899434164501923,12.66030013642565,53.65928387419096,45.30277161299344,1343759800,-911668983.3496946,42.26,39.14,36.02,39.888999999999996,38.853,37.81699999999999
2013-09-03 00:00:00,41.84,42.16,41.51,41.87,48774900,40.63375,38.989999999999995,32.6054,29.357341925704535,29.350025502840026,40.59098394912049,38.657700839463715,34.43034035367476,29.357341925704535,73.51198757900941,-2.314356433127692,93.74999999999999,0.5622048322962695,39.53147003772593,42.20995356003748,38.980000000000004,35.75004643996253,100.0,52.0,1.1831834090604256,-0.032404262636076604,14.524070021881824,55.437993491546806,45.54502535741886,1392534700,-906416301.811233,42.26,39.14,36.02,40.01433333333333,38.99933333333333,37.98433333333334
2013-09-04 00:00:00,42.01,42.17,41.44,41.78,42581900,41.0375,39.11333333333333,32.962199999999996,29.480950463757228,29.432616695512184,40.85520973820483,38.955062664276696,34.718562300589475,29.480950463757228,72.80867174528062,-2.2875951084858883,92.30769230769235,0.5113782783651639,39.803920082468714,42.58523213243985,39.14149999999999,35.69776786756014,96.0,48.0,1.1508131655561098,-0.0316995394219684,12.67529665587919,48.92150504991167,45.53968768312362,1349952800,-909332870.3043835,42.26,39.14,36.02,40.146166666666666,39.16016666666667,38.174166666666665
2013-09-05 00:00:00,41.79,42.77,41.77,42.66,50035400,41.30125,39.30904761904762,33.3304,29.612085285013375,29.520506285575227,41.256274240825974,39.307913839107485,35.02999122997812,29.612085285013375,75.29730766447706,-2.3107582289689645,98.12606473594538,0.6564457185326207,40.19223164671639,43.096219249924076,39.331,35.56578075007593,100.0,44.0,1.1400407965878163,-0.05239450009159152,12.827294366569674,51.744682190577855,46.271222890169724,1399988200,-870305258.3043842,42.77,39.395,36.02,40.32899999999999,39.355000000000004,38.381
2013-09-06 00:00:00,43.09,44.61,42.4,43.95,117535700,41.6275,39.55095238095238,33.7262,29.754751103072945,29.616383320222567,41.854879965086866,39.75001728300201,35.37979549546918,29.754751103072945,78.41588745873345,-2.4054785287324165,91.1646586345382,0.9072008606530647,40.812750618400315,43.8472144275138,39.6015,35.355785572486205,100.0,40.0,1.216466453974401,0.016515904810005207,14.423327258526442,60.211803758579094,47.91268951977983,1517523900,-822971876.85642,44.61,40.315,36.02,40.64816666666666,39.60166666666667,38.555166666666665
2013-09-09 00:00:00,44.36,44.79,43.7,44.04,75794700,42.177499999999995,39.81285714285715,34.1138,29.896892883141874,29.712221304805805,42.34046219506756,40.15858706557324,35.71941135839196,29.896892883141874,78.61869507520736,-2.459456216253841,89.43661971830986,0.92350797993399,41.29357928117012,44.50630412290741,39.878499999999995,35.25069587709258,100.0,36.0,1.2074331358333719,-0.020019949037488837,14.926931106471814,55.780760306176646,49.28840831640662,1593318600,-851481809.8839433,44.79,40.405,36.02,40.954166666666666,39.88966666666667,38.82516666666667
2013-09-10 00:00:00,44.24,44.26,43.23,43.6,54540300,42.558749999999996,40.05571428571429,34.4882,30.033242207687728,29.80449890410942,42.620359485052546,40.48634067837579,36.02845405021973,30.033242207687728,74.91273637095362,-2.4386187211067636,82.07831325301207,0.6255235566111854,41.63892082039645,44.97936454694239,40.147499999999994,35.315635453057595,96.0,32.0,1.1947593404167025,-0.02199620336946061,13.09987029831389,53.49557291334823,49.37312195707529,1538778300,-866837816.6800594,44.79,40.405,36.02,41.25683333333333,40.16083333333333,39.06483333333333
2013-09-11 00:00:00,43.39,45.09,43.11,45.04,72328300,43.02875,40.38047619047619,34.892799999999994,30.182563180745564,29.90573146953062,43.15805737726309,40.92002251853047,36.38184800903464,30.182563180745564,78.48688453346244,-2.509374316406266,99.2592592592592,0.9129095109805608,42.01707115826974,45.60169413836426,40.5485,35.495305861635735,100.0,28.000000000000004,1.250847958958367,0.06972405305780632,11.072749691738599,63.83276195800848,50.57096459439823,1611106600,-798162461.1245042,45.09,40.55500000000001,36.02,41.6305,40.513,39.395500000000006
2013-09-12 00:00:00,45.53,45.62,44.65,44.75,68072300,43.46125,40.74857142857143,35.2996,30.32751280083765,30.00436448302211,43.51182240453796,41.28478227867043,36.710010832209754,30.32751280083765,76.13443362816457,-2.5130788504283146,86.9955156950673,0.7237563707672635,42.30625617596768,45.99031754682448,40.9535,35.91668245317552,96.0,24.0,1.2307873904613407,0.06165742190385467,8.248669569424278,59.475627775536,50.839201625306096,1543034300,-852199235.3513081,45.62,40.82,36.02,42.035833333333336,40.916333333333334,39.79683333333334
2013-09-13 00:00:00,45.04,45.08,43.93,44.31,52765300,43.76625,41.11333333333333,35.6954,30.466642026699965,30.09941853961332,43.68919520352952,41.572898252130386,37.00804962310349,30.466642026699965,72.57992669757755,-2.4522424728053736,78.87096774193554,0.43794970576256664,42.637119809810166,46.15364542637405,41.341,36.528354573625954,92.0,20.0,1.2250168625712448,0.04622517820084922,11.781029263370337,56.13456536672544,50.01355294915479,1490269000,-870093554.4817426,45.62,41.26,36.9,42.43533333333333,41.31083333333333,40.18633333333333
2013-09-16 00:00:00,44.85,44.94,42.43,42.51,70424200,43.8575,41.39666666666666,36.0582,30.586476434394495,30.181880874898283,43.4271518249674,41.662146037641776,37.223812382981784,30.586476434394495,60.19808063395322,-2.2330431174277976,49.83870967741933,0.0,42.82636534518564,46.02937615855358,41.6125,37.19562384144641,88.0,16.0,1.3168013723875842,0.007598478558098911,4.833538840937117,44.82017398537317,45.17991665091663,1419844800,-936028562.4498702,45.62,41.379999999999995,37.14,42.838166666666666,41.617666666666665,40.39716666666667
2013-09-17 00:00:00,42.5,45.44,42.43,45.07,91934600,44.15875,41.77714285714286,36.4654,30.730591096738827,30.280805254467065,43.792229197196875,41.98670355786637,37.53150601502171,30.730591096738827,68.44345632331604,-2.240074470138495,90.418118466899,0.4476167565234296,43.1880003792935,46.27442765698599,41.9755,37.676572343014,100.0,12.0,1.4377441315027568,0.05267572114988006,9.181201550387595,51.40239349823485,43.63206279094694,1511779400,-866695824.24389,45.62,41.655,37.69,43.26016666666667,41.94616666666666,40.63216666666666
2013-09-18 00:00:00,44.84,45.47,44.4,45.23,79317000,44.31875,42.13047619047619,36.8604,30.874863822144412,30.3801354521118,44.11173382004201,42.29558893330767,37.83340773992282,30.874863822144412,68.87741344213464,-2.2328189832863288,91.90871369294605,0.47117498907873034,43.51037050664613,46.51071637496197,42.3165,38.12228362503802,100.0,8.0,1.4114766935382743,0.05777021765839115,9.542262048922252,54.06150973949444,42.60727621170915,1591096400,-822960282.1878155,45.62,41.885,38.15,43.609500000000004,42.2865,40.963499999999996
2013-09-19 00:00:00,45.51,46.05,45.23,45.98,63972400,44.561249999999994,42.490952380952386,37.264,31.02516368461064,30.483789037147602,44.526904082254894,42.6464852253736,38.15288194620036,31.02516368461064,70.89768995406234,-2.261518314290619,98.59719438877754,0.5808497514690211,43.79613505136975,46.760846944056766,42.6995,38.638153055943235,100.0,4.0,1.3692283582855407,0.11398487960460896,9.81609744447098,56.95258867328844,42.44492092917183,1655068800,-769909999.2609863,46.05,42.195,38.34,43.98116666666667,42.652166666666666,41.323166666666665
2013-09-20 00:00:00,46.32,47.6,45.74,47.49,115508400,45.0475,42.92761904761905,37.6976,31.18899290167919,30.596787116634992,45.18536984175381,43.107772346766595,38.51904343850622,31.18899290167919,74.48834824132761,-2.3786870971083403,98.21428571428572,0.7757758381485057,44.31086270186872,47.25032882196605,43.146499999999996,39.04267117803394,100.0,4.0,1.404283475550859,0.1768958922120458,13.6668262326472,58.347553788135365,43.545342617382225,1770577200,-668063883.131954,47.6,43.265,38.93,44.4735,43.072,41.6705
2013-09-23 00:00:00,47.28,47.55,46.29,47.19,75177000,45.31625,43.33904761904762,38.1232,31.34820690265751,30.70704102283675,45.63084321025296,43.49655593278882,38.85908095072167,31.34820690265751,72.57255766254465,-2.4194468318275355,93.3441558441558,0.6717733041997778,44.62455967378245,47.7589358422945,43.478500000000004,39.19806415770551,96.0,4.0,1.393977513011512,0.14605105707876515,10.618846694796066,61.87319486486248,43.78727983399015,1695400200,-635845168.8462397,47.6,43.510000000000005,39.42,44.80016666666667,43.42066666666666,42.04116666666667
2013-09-24 00:00:00,48.51,49.66,48.16,48.45,136716100,45.778749999999995,43.71523809523809,38.5666,31.518373998153457,30.8249344379674,46.25732249686342,43.96831251061846,39.23519542324239,31.518373998153457,75.43071528686298,-2.5243218737661977,84.66413181242086,0.8269341232611278,45.234229080653215,48.50787804718944,43.833999999999996,39.16012195281055,100.0,8.0,1.4708362620821183,0.07905442479508491,10.238907849829351,62.021893405605645,44.945789854332226,1832116300,-719697710.1795719,49.66,44.54,39.42,45.182,43.7935,42.405
2013-09-25 00:00:00,49.23,49.54,48.46,49.46,87879700,46.4225,44.10190476190476,39.0294,31.696897639962877,30.94875547160217,46.96902860867154,44.49133036675004,39.63616815174269,31.696897639962877,77.4584886264024,-2.658291529145309,97.24517906336094,0.9370158659742316,45.6526763430829,49.19257229016679,44.325,39.45742770983322,100.0,4.0,1.443633671933395,0.16537481335943213,12.30699364214351,71.28506286093145,46.58768137332551,1919996000,-644837224.9943864,49.66,44.769999999999996,39.88,45.60033333333333,44.24683333333333,42.89333333333333
2013-09-26 00:00:00,50.01,50.6,49.5,50.39,98220100,47.4075,44.61380952380953,39.5042,31.88289865847071,31.077933176109795,47.7292444734112,45.05310842705956,40.05788704775278,31.88289865847071,79.1637563831041,-2.8071476234834165,97.42962056303548,1.0,46.24606112712456,50.035402437528134,44.817,39.598597562471866,100.0,4.0,1.421945552509581,0.18629658610448144,15.573394495412844,70.06648325220338,48.51463163421827,2018216100,-584119344.9943866,50.6,45.7,40.8,46.093666666666664,44.733666666666664,43.373666666666665
2013-09-27 00:00:00,50.29,51.28,49.86,51.24,81410500,48.17875,45.12285714285714,40.0054,32.07550663201827,31.21190039753099,48.509412368208714,45.642336195911035,40.496401281174236,32.07550663201827,80.60772876392154,-2.9595887501188685,99.54802259887006,1.0,46.7050529848102,50.97084830065302,45.315,39.65915169934698,100.0,12.0,1.4218065844731824,0.23382863511661953,13.76554174067496,72.95635259991934,50.58206695679356,2099626600,-507295352.03664,51.28,46.17,41.06,46.591,45.208999999999996,43.827
2013-09-30 00:00:00,50.14,51.6,49.8,50.23,100095000,48.803749999999994,45.54904761904762,40.492399999999996,32.25614835707282,31.3382665078464,48.89176517527344,46.07925655820522,40.87811103485368,32.25614835707282,74.04169733299821,-2.9647253735498467,85.05997818974915,0.6782878671346539,47.164310285292096,51.4874435636027,45.762,40.0365564363973,96.0,8.0,1.4488203998679554,0.22241513555992506,12.245810055865915,66.40355566730055,50.19561209583057,1999531600,-559567185.3699734,51.6,46.519999999999996,41.44,47.07133333333333,45.65933333333333,44.24733333333334
2013-10-01 00:00:00,49.97,51.03,49.45,50.42,98114000,49.35875,45.983809523809526,40.979800000000004,32.436883199290996,31.465055434704563,49.23137291410157,46.49266069551901,41.252302758977066,32.436883199290996,74.46311343984992,-2.950120444630535,87.13195201744821,0.6989357540638228,47.57971353658903,51.96527172332837,46.189499999999995,40.41372827667162,92.0,4.0,1.4581903713059585,0.22616945954927162,13.78921236741142,62.47984714018617,50.01672327832225,2097645600,-537212096.7623785,51.6,46.519999999999996,41.44,47.540499999999994,46.081999999999994,44.6235
2013-10-02 00:00:00,50.13,51.1,49.95,50.28,62834000,49.7075,46.38428571428572,41.462799999999994,32.61442665004432,31.590071677663335,49.46440115541233,46.85335967689815,41.606330101762275,32.61442665004432,73.51605635169082,-2.8938901391281604,85.60523446019629,0.6525333329084823,47.87211733595703,52.27972188444545,46.6145,40.94927811555455,88.0,4.0,1.4361767733555328,0.20896306032094514,18.278052223006362,59.83744484236787,49.596638203872516,2034811600,-563984844.5884656,51.6,46.685,41.77,47.993833333333335,46.51433333333333,45.03483333333334
2013-10-03 00:00:00,50.47,50.72,49.06,49.18,82045000,49.956250000000004,46.736666666666665,41.916199999999996,32.77925822566578,31.70694827781175,49.40120089865404,47.07494446957452,41.903336764438265,32.77925822566578,66.3731236602692,-2.7291069637160064,73.60959651035985,0.3025550948744145,48.135243692749064,52.4047821120436,46.9405,41.4762178879564,84.0,4.0,1.4521641466872803,0.14016709206385683,9.119147992012424,54.719065723052346,47.07949040768094,1952766600,-634167916.8776224,51.6,47.0,42.4,48.389500000000005,46.876999999999995,45.3645
2013-10-04 00:00:00,49.77,51.16,49.57,51.04,74447000,50.28,47.135714285714286,42.24979999999999,32.96095714879348,31.83540709324157,49.765378476730916,47.45256880580552,42.2616372834799,32.96095714879348,71.4282908014768,-2.717278470572964,93.89312977099235,0.3551322361524831,48.55501540363585,52.856318189062705,47.295,41.7336818109373,80.0,4.0,1.4898667076381886,0.15351748683091251,12.845456555383599,59.688413177417644,46.39154195575857,2027213600,-570958199.8964901,51.6,47.015,42.43,48.705333333333336,47.22383333333333,45.742333333333335
2013-10-07 00:00:00,50.73,51.29,50.4,50.52,57204000,50.4125,47.448571428571434,42.58,33.13567399308409,31.959557212223352,49.93307214856849,47.744705110014515,42.58549464491207,33.13567399308409,68.33536437066161,-2.6355635147421097,85.00000000000003,0.13785002787951822,48.97940279166277,53.13891630371329,47.619,42.09908369628671,76.0,8.0,1.4470190856640321,0.14710082736658073,9.873858199217066,54.68323554368724,44.86108115704268,1970009600,-612736402.1436806,51.6,47.015,42.43,49.02333333333333,47.551833333333335,46.080333333333336
2013-10-08 00:00:00,50.6,50.6,47.08,47.14,136081000,50.00625,47.59619047619047,42.8142,33.27502052051609,32.06042394171024,49.312389448886606,47.68711414715599,42.764102698052774,33.27502052051609,52.44029302533428,-2.271877284222306,29.984301412872878,0.0,49.150236087533884,53.007485009092875,47.796,42.584514990907124,72.0,4.0,1.5950891509737442,0.07196024438906518,-0.736997262581599,40.29941314261566,37.528171491161025,1833928600,-744178277.1436803,51.6,47.015,42.43,49.376666666666665,47.78066666666667,46.18466666666667
2013-10-09 00:00:00,47.38,47.84,45.26,46.77,147297000,49.4475,47.747142857142855,42.997,33.40929892329702,32.15816198860917,48.74741401580069,47.59976994266494,42.92119670989384,33.40929892329702,51.0406952114696,-1.931531920889448,23.817034700315524,0.0,49.03575428697453,52.9639441844814,47.88250000000001,42.801055815518616,68.0,32.0,1.6654399259041914,0.04445291012811875,-0.8900190718372423,43.71506564113671,31.419722054887256,1686631600,-719057858.539029,51.6,47.015,42.43,49.51716666666667,47.89116666666666,46.265166666666666
