datetime,TSLA_Open,TSLA_High,TSLA_Low,TSLA_Close,TSLA_Volume,TSLA_sma8,TSLA_sma21,TSLA_sma50,TSLA_sma200,TSLA_sma300,TSLA_ema8,TSLA_ema20,TSLA_ema50,TSLA_ema200,TSLA_rsi,TSLA_macd,TSLA_stoch,TSLA_stochrsi,TSLA_vwap,TSLA_bb_hband,TSLA_bb_mavg,TSLA_bb_lband,TSLA_aroon_up,TSLA_aroon_down,TSLA_atr,TSLA_cmf,TSLA_roc,TSLA_uo,TSLA_tsi,TSLA_obv,TSLA_adi,TSLA_dcu,TSLA_dcm,TSLA_dcl,TSLA_kcu,TSLA_kcm,TSLA_kcl
2017-03-13 00:00:00,16.32,16.46,16.19,16.41,45339000,16.529999999999998,17.287619047619046,16.6124,14.961479861305634,14.784076845094214,16.538665941414614,16.832131373668393,16.382356633907076,14.961479861305634,42.59231689574265,0.13607969368672457,10.108303249097515,0.12303340692761373,16.911599806347553,19.036739882844095,17.2545,15.472260117155905,28.000000000000004,96.0,0.43948337320744046,-0.07072772245330634,-3.8664323374340954,43.66489446352366,-7.837832043858012,936981000,-133635735.08547382,19.16,17.645,16.13,17.716166666666666,17.263666666666666,16.81116666666667
2017-03-14 00:00:00,16.41,17.21,16.4,17.2,113976000,16.5925,17.25190476190476,16.6702,14.98375369353145,14.80012949064176,16.6856290655447,16.86716648093807,16.41442107963621,14.98375369353145,55.52981907273983,0.08493081362729882,70.86092715231783,1.0,16.74706174751378,18.83141520206034,17.179,15.526584797939654,24.0,92.0,0.4659488465497663,-0.06551241321234941,0.4086398131932299,54.535965572622736,-4.986654814055116,1050957000,-22473957.307696477,19.16,17.645,16.13,17.644666666666666,17.18616666666667,16.727666666666668
2017-03-15 00:00:00,17.13,17.4,16.95,17.05,79962000,16.627499999999998,17.172857142857143,16.726200000000002,15.00431335827243,14.81507879635178,16.766600384312543,16.88457919703921,16.43934574317989,15.00431335827243,53.083630759603416,0.05585484419467335,72.44094488188992,0.8495601321141535,16.66956806894038,18.586462369622556,17.095000000000002,15.60353763037745,20.0,88.0,0.46480964322478296,-0.06323985682132015,3.836784409256997,51.21254386410687,-3.394448274194765,970995000,-66897290.64102925,18.9,17.515,16.13,17.553333333333335,17.101833333333335,16.650333333333332
2017-03-16 00:00:00,17.49,17.72,17.27,17.47,106983000,16.717499999999998,17.112857142857145,16.786199999999997,15.028847553712506,14.83271946880127,16.922911410020866,16.94033355922595,16.479763557172834,15.028847553712506,58.58492411991783,-0.001066269682109322,84.27672955974843,1.0,16.713589798437333,18.36078526561859,17.035999999999998,15.711214734381405,16.0,84.0,0.4794660972801555,-0.0739750560074236,4.7990401919615895,55.44078878339879,-0.19421948447262727,1077978000,-78784290.64102945,18.9,17.515,16.13,17.499000000000002,17.0445,16.589999999999996
2017-03-17 00:00:00,17.6,17.69,17.41,17.43,97462500,16.825,17.054761904761907,16.8322,15.05273961785467,14.849977146749435,17.035597763349564,16.986968458347288,16.51702773140135,15.05273961785467,57.888730848597596,-0.04245954956070008,81.04575163398695,0.96395646672514,16.855471202517357,18.285266848034635,17.011,15.736733151965364,12.0,80.0,0.4652185189030016,-0.06632708592339541,4.5590881823635145,54.39075474337347,2.1412601271346094,980515500,-162323576.3553155,18.9,17.515,16.13,17.441666666666666,17.011666666666667,16.581666666666667
2017-03-20 00:00:00,17.37,17.64,17.25,17.46,54214500,16.95,17.032380952380954,16.878999999999998,15.076692457478007,14.867319491289305,17.129909371494104,17.03201908136183,16.554007036052276,15.076692457478007,58.289080687768795,-0.07679947482671423,83.00653594771252,0.9846835023691177,16.919996481132774,18.159652990952615,16.976499999999998,15.79334700904738,8.0,76.0,0.4598457675527872,-0.1116218253371513,4.550898203592824,54.98118324501055,4.148462811928686,1034730000,-158153230.2014692,18.9,17.515,16.13,17.4055,16.985,16.564500000000002
2017-03-21 00:00:00,17.52,17.65,16.68,16.71,103629000,16.997500000000002,16.963809523809523,16.907799999999998,15.09294427382151,14.879563215599674,17.03659617782875,17.001350597422608,16.56012440718748,15.09294427382151,46.41011420077036,-0.0429997071596091,33.98692810457519,0.3696819769548761,16.942394388472536,17.848871416259147,16.8875,15.92612858374085,4.0,72.0,0.4962853555847309,-0.16045218332342218,-0.3577817531305827,46.071901205893084,2.220955776228846,931101000,-255372188.96435556,18.9,17.515,16.13,17.354833333333332,16.910333333333334,16.465833333333332
2017-03-22 00:00:00,16.77,17.0,16.7,17.0,60889500,17.091250000000002,16.892857142857142,16.9394,15.11191995268896,14.893652496559143,17.028463693866804,17.001221969096644,16.577374430435032,15.11191995268896,50.60211381746838,-0.039162285686412446,52.94117647058823,0.5867114770908451,16.95161980974329,17.568412284381207,16.826,16.083587715618794,4.0,68.0,0.4822649730429645,-0.06675007694363559,1.4925373134328357,47.81683916201281,1.9948046420346528,991990500,-194482688.96435556,17.72,16.924999999999997,16.13,17.256666666666668,16.833666666666666,16.410666666666664
2017-03-23 00:00:00,17.03,17.18,16.89,16.99,49803000,17.16375,16.833809523809524,16.9728,15.130607316343797,14.907581715851109,17.01991620634085,17.000153210135057,16.593555825319935,15.130607316343797,50.45554755548222,-0.034911744239476405,52.287581699346305,0.5791234032635127,16.96552208696259,17.559959348473964,16.822,16.084040651526035,12.0,64.0,0.4685317606827527,0.047432344411587536,2.5347012673506226,39.531664596112215,1.7728268798026459,942187500,-209938792.41263205,17.72,16.924999999999997,16.13,17.229666666666667,16.822166666666668,16.41466666666667
2017-03-24 00:00:00,17.05,17.59,17.0,17.54,84709500,17.20625,16.856190476190477,17.0172,15.15458137289759,14.925072867240802,17.13549038270955,17.051567190122192,16.630671283150527,15.15458137289759,57.71065265609129,-0.07505833718857957,88.23529411764704,0.954736947488828,17.01445217546442,17.634355416095712,16.842499999999998,16.050644583904283,8.0,60.0,0.4779223492054133,0.041004581289306036,6.561360874848106,46.572875312059615,3.9667656644547797,1026897000,-139586834.7855136,17.72,16.924999999999997,16.13,17.2505,16.8405,16.4305
