datetime,BABA_Open,BABA_High,BABA_Low,BABA_Close,BABA_Volume,BABA_sma8,BABA_sma21,BABA_sma50,BABA_sma200,BABA_sma300,BABA_ema8,BABA_ema20,BABA_ema50,BABA_ema200,BABA_rsi,BABA_macd,BABA_stoch,BABA_stochrsi,BABA_vwap,BABA_bb_hband,BABA_bb_mavg,BABA_bb_lband,BABA_aroon_up,BABA_aroon_down,BABA_atr,BABA_cmf,BABA_roc,BABA_uo,BABA_tsi,BABA_obv,BABA_adi,BABA_dcu,BABA_dcm,BABA_dcl,BABA_kcu,BABA_kcm,BABA_kcl
2017-03-13 00:00:00,103.52,106.25,103.47,105.18,16118900,103.30874999999999,102.79428571428573,99.77220000000001,93.82281817122917,90.51303506166987,103.55713314478383,102.75143999062007,100.4304864075389,93.82281817122917,64.19200038077003,-1.0465960326695551,78.38383838383854,0.8985902660363415,103.51600929885964,105.00881006929251,102.816,100.6231899307075,100.0,40.0,1.7983225379463117,-0.011458438617971384,2.6546945149326695,52.305737559603706,17.347276584303117,376959500,168832808.13159144,106.25,103.18,100.11,104.63,102.84049999999999,101.051
2017-03-14 00:00:00,104.61,106.0,103.82,104.25,7748400,103.44125,102.88428571428572,100.11059999999999,93.92657122425177,90.60431057621027,103.71110355705409,102.8941599915134,100.58027125430208,93.92657122425177,59.019177374312086,-1.0447906391049173,59.59595959595962,0.5231369217926148,103.53832526937813,105.15172979525563,102.87349999999999,100.59527020474435,96.0,36.0,1.8255852138072899,-0.012147079189695147,1.2627489072365197,45.322342856028925,17.431429378873275,369211100,164141116.3884722,106.25,103.18,100.11,104.71316666666667,102.90566666666666,101.09816666666666
2017-03-15 00:00:00,104.37,104.49,102.6,103.69,11695200,103.48875,102.91238095238097,100.4282,94.0237197692841,90.69125867869391,103.70641387770874,102.96995427803593,100.70222140119219,94.0237197692841,56.08822881088185,-0.9867973462653339,48.28282828282827,0.2529438082296794,103.58956505713344,105.20337999676174,102.97850000000001,100.75362000323828,92.0,32.0,1.830186269963912,0.027589989490850276,0.08687258687259017,49.47045575032979,16.648182021582272,357515900,165935617.9757738,106.25,103.18,100.11,104.75083333333332,102.98383333333334,101.21683333333333
2017-03-16 00:00:00,105.25,105.65,104.3,105.63,12445200,103.90375,103.1047619047619,100.7688,94.13920514471411,90.79051941837037,104.13387746044013,103.22329196584204,100.89546762075328,94.13920514471411,62.95220537144594,-1.0848732866757587,85.30805687203781,0.885707965697967,103.83920995770228,105.5869947494204,103.1825,100.77800525057961,100.0,28.000000000000004,1.8394586792522045,0.06721671932223175,2.6530612244897855,54.81062202563696,18.105824646549642,369961100,178012071.30910695,106.25,103.275,100.3,104.91383333333333,103.18033333333332,101.44683333333333
2017-03-17 00:00:00,105.17,106.5,104.86,105.61,8778900,104.27625,103.29809523809523,101.07080000000002,94.25334240695577,90.88898772788285,104.46190469145343,103.45059749290469,101.08035124346884,94.25334240695577,62.84314531965611,-1.1477547409952962,80.08948545861296,0.875654130115147,104.01316040908142,105.79147757954996,103.422,101.05252242045003,96.0,24.0,1.82521163073419,0.08826404746251065,1.5090349865436303,54.59278255811156,19.22824253429618,361182200,177262653.01642403,106.5,103.4,100.3,105.14166666666668,103.40616666666668,101.67066666666668
2017-03-20 00:00:00,106.23,108.2,105.94,107.25,12447900,104.78,103.60428571428572,101.3284,94.38266238300596,90.9976987728803,105.081481426686,103.81244535072328,101.32229825352888,94.38266238300596,67.77338445093082,-1.314767222402395,84.4262295081967,1.0,104.40316580490513,106.28988124350907,103.7585,101.22711875649092,100.0,20.0,1.8798393713960337,0.12964018481271303,3.9344897761411013,56.23738964166132,21.820894376454227,373630100,179245504.34385765,108.2,104.555,100.91,105.49716666666666,103.72016666666666,101.94316666666666
2017-03-21 00:00:00,108.46,108.7,104.7,105.09,13877700,105.01124999999999,103.82190476190478,101.55239999999999,94.48920305581188,91.09133532588442,105.083374442978,103.93411722208297,101.47005126319442,94.48920305581188,57.03861756242273,-1.25832666256575,45.30303030303038,0.2560278650121895,104.6263594688231,106.38436230696873,103.907,101.42963769303127,96.0,16.0,2.031279416296317,0.04280307876572798,1.7229697028361253,46.568791145235345,20.50336023893653,359752400,168073955.84385765,108.7,105.0,101.3,105.83099999999999,103.9355,102.03999999999999
2017-03-22 00:00:00,104.64,106.12,103.98,106.09,7153000,105.34875,104.01095238095238,101.7798,94.60463387117694,91.19099422737355,105.30706901120512,104.13943939140842,101.65122572346131,94.60463387117694,60.182983556313744,-1.2795390255135146,60.45454545454552,0.4739478912181133,104.74285170439067,106.65433452178783,104.0015,101.34866547821215,92.0,12.0,2.0390451722751517,0.05941606765086486,3.694653504056301,50.803279931862654,20.48445321817324,366905400,175026404.44198847,108.7,105.0,101.3,105.87183333333333,104.00833333333335,102.14483333333334
2017-03-23 00:00:00,106.95,108.83,106.44,108.25,13410800,105.7325,104.20380952380951,102.0098,94.74040865852842,91.30434310293917,105.96105367538176,104.53092135413142,101.91000118528636,94.74040865852842,65.97570235113854,-1.4538844491846703,91.38187221396734,0.8754117901485508,105.14230283679095,107.42739857160866,104.29099999999998,101.1546014283913,100.0,8.0,2.0891133742554975,0.13010287814601748,5.4759816817694675,56.45559464037307,22.534418503771267,380316200,181928196.91060773,108.83,105.065,101.3,106.079,104.248,102.417
2017-03-24 00:00:00,108.4,109.13,107.23,108.04,7578400,106.20625000000001,104.46952380952382,102.2318,94.87274290073212,91.41554348099272,106.42304174751915,104.86511932040463,102.15039329566729,94.87274290073212,64.98582228786864,-1.5571592460873234,84.47293447293461,0.788769673967058,105.43751677269118,108.01382221686347,104.54550000000002,101.07717778313656,96.0,4.0,2.07560527609439,0.0847073205077165,4.669637667118782,55.76585102523594,23.782295640374993,372737800,180811380.06850252,109.13,105.58,102.03,106.37483333333333,104.53383333333333,102.69283333333333
2017-03-27 00:00:00,106.65,108.19,106.51,108.08,7709400,106.755,104.71380952380953,102.4754,95.00415839425717,91.52627076683329,106.7912546925149,105.17129843274705,102.38292689191563,95.00415839425717,65.09325419824657,-1.6235180271810066,84.06676783004553,0.7706380355347138,105.66287598966794,108.5309224702881,104.7695,101.00807752971188,92.0,4.0,2.0473477563733615,0.09394904249384027,4.688105385509496,56.187352169854115,24.791027548958866,380447200,187511215.78278822,109.13,105.58,102.03,106.59783333333333,104.75283333333334,102.90783333333334
2017-03-28 00:00:00,108.23,108.95,107.46,107.8,6472000,107.02625,104.91380952380953,102.706,95.1314802012795,91.63440185808356,107.01542031640047,105.42165096296162,102.59536113144836,95.1314802012795,63.62169636477844,-1.6346707129133051,79.63246554364474,0.6447040831939672,105.90096730486725,108.89341466778892,105.0145,101.13558533221108,88.0,36.0,2.0075372023466937,0.07998069162255791,4.265402843601892,54.661782517985166,25.177633081388063,373975200,183992880.21231842,109.13,105.615,102.1,106.82916666666665,105.00766666666667,103.18616666666667
2017-03-29 00:00:00,107.97,109.74,107.69,109.51,8788700,107.51375,105.22857142857144,102.97380000000001,95.274550050023,91.75317659656805,107.56977135720037,105.81101753791766,102.86652344001901,95.274550050023,68.3304503544773,-1.7611901024424554,96.77871148459398,1.0,106.18325111628977,109.60062611409656,105.28799999999998,100.97537388590341,100.0,32.0,2.0105702593219297,0.12348997834202897,4.116752234265068,57.39210896191262,27.004588690627372,382763900,190809481.67573315,109.74,105.91999999999999,102.1,107.08766666666665,105.25266666666667,103.41766666666668
2017-03-30 00:00:00,109.73,110.45,108.66,108.85,10592500,107.71375,105.45761904761905,103.23080000000002,95.40962915400287,91.86677675207258,107.85426661115584,106.10044443906835,103.1011695796261,95.40962915400287,64.84184814923559,-1.787594865151135,79.61783439490438,0.7150352006930647,106.49643442643703,110.0359340420646,105.571,101.1060659579354,96.0,28.000000000000004,1.9948152407989352,0.0988562517233684,4.41247002398081,60.85528956778705,27.44897424996059,372171400,182465668.8265711,110.45,106.275,102.1,107.377,105.543,103.70899999999999
2017-03-31 00:00:00,108.5,109.12,107.78,107.83,9002800,108.05625,105.67857142857143,103.46400000000001,95.53321493356503,91.97284468063023,107.84887403089898,106.26516401629993,103.28661390983684,95.53321493356503,59.76359009660632,-1.7065433844795734,66.62420382165604,0.30022012529639636,106.78971613354258,110.23879288125718,105.797,101.35520711874281,92.0,24.0,1.9480427235990114,0.024201970193934528,3.9926704600250753,52.90532341905338,26.25708697656664,363168600,174134719.57283974,110.45,106.275,102.1,107.65433333333333,105.80233333333334,103.95033333333333
2017-04-03 00:00:00,108.85,109.47,107.52,108.09,8391400,108.30625,105.90619047619049,103.70459999999999,95.65815806855444,92.0799354136493,107.9024575795881,106.43895791950948,103.47498199180403,95.65815806855444,60.610424591237475,-1.6443344650419789,69.93630573248412,0.3693933951653914,107.00256484263733,110.33042881905052,106.08599999999998,101.84157118094944,88.0,20.0,1.9481825290562251,0.026699011954939608,2.328883839818241,47.445229387895424,25.53743889947462,371560000,170649061.11130133,110.45,106.28,102.11,107.98466666666668,106.09266666666667,104.20066666666666
2017-04-04 00:00:00,107.87,108.26,106.88,107.52,6480100,108.215,106.15428571428572,103.88680000000001,95.77618634647928,92.18252720492072,107.8174670063463,106.54191430812762,103.63361014898818,95.77618634647928,57.74128327777493,-1.5313863433738675,54.71406491499216,0.06222778253027531,107.32887048983142,110.30523760140042,106.3305,102.35576239859958,84.0,16.0,1.9075980626950668,0.02754069623216275,1.8085408578733042,47.78179629293924,24.09416246209795,365079900,170179488.64753318,110.45,106.495,102.54,108.23716666666667,106.33616666666667,104.43516666666667
2017-04-05 00:00:00,108.36,108.82,107.32,107.44,8205400,108.13999999999999,106.38333333333334,104.00699999999999,95.892244193778,92.28390576169865,107.73358544938046,106.62744627878213,103.78288033922395,95.892244193778,57.33108429134014,-1.4190607626552634,53.477588871715525,0.025900731467012446,107.5688856742365,110.27400733421733,106.5415,102.80899266578267,80.0,12.0,1.878483915359705,-0.001288683901451297,0.17715617715617504,38.979188022012195,22.797767345747953,356874500,163286952.64753324,110.45,106.525,102.6,108.45016666666666,106.56166666666665,104.67316666666666
2017-04-06 00:00:00,107.59,108.42,107.15,108.04,5211100,108.135,106.61285714285714,104.0866,96.01311738587971,92.38859741776709,107.80167757174036,106.76197520461241,103.94982620827399,96.01311738587971,59.64653192295494,-1.3627480055377816,62.751159196290615,0.2309558074901051,107.71535982472773,110.24131661363516,106.78150000000001,103.32168338636485,76.0,8.0,1.8350207785482973,0.01068913482529594,2.8071177086307,42.3575247904081,22.314179748294176,362085600,165379599.10422617,110.45,106.525,102.6,108.69516666666667,106.79266666666668,104.89016666666666
2017-04-07 00:00:00,107.88,109.07,106.76,108.99,8354900,108.28375,106.88666666666666,104.21140000000001,96.14224059597046,92.49890574057262,108.06574922246472,106.97416804226837,104.14748008245934,96.14224059597046,63.0641857563559,-1.378881908017945,77.4343122102008,0.5336218047944368,107.81392033646738,110.27580723484633,107.0615,103.84719276515366,72.0,4.0,1.8689478657948466,0.0421805555608582,2.73352813648788,44.97811521662002,22.856020108004806,370440500,173155804.7319318,110.45,106.525,102.6,109.00883333333334,107.04433333333334,105.07983333333334
2017-04-10 00:00:00,109.0,111.88,108.84,111.7,14798600,108.55749999999999,107.28238095238096,104.404,96.29704417212996,92.62648776222994,108.87336050636145,107.42424727633805,104.4436573341276,96.29704417212996,70.69009993573408,-1.5919910121489238,97.72151898734187,1.0,108.3640251435882,111.06197887461407,107.3875,103.71302112538594,100.0,4.0,1.9525944468094998,0.09183097396917236,3.187066974595846,58.14668861838475,25.906469698013158,385239100,186201938.94245818,111.88,107.24,102.6,109.31383333333333,107.33633333333333,105.35883333333334
2017-04-11 00:00:00,111.4,111.79,109.46,110.44,10012100,108.75625,107.53285714285714,104.5924,96.43777010076549,92.74484996978987,109.22150261605891,107.71146182144872,104.6788080269069,96.43777010076549,64.0669550283593,-1.6403016662441559,73.52941176470591,0.5042190919093537,108.70996411968707,111.30440959692474,107.697,104.08959040307526,96.0,4.0,1.9795519863231077,0.10695018738765645,2.2213994816734464,58.38522843325684,26.29554570714022,375227000,184612034.65061268,111.88,107.24,102.6,109.61500000000001,107.63,105.64500000000001
2017-04-12 00:00:00,110.5,111.7,110.31,110.63,8099800,109.10625,107.83666666666666,104.77879999999999,96.57898631866833,92.86368817597067,109.53450203471249,107.9894178384536,104.91218810428312,96.57898631866833,64.60548437409699,-1.674615692486924,76.72253258845433,0.5445311448384688,108.95427870214732,111.36680845069112,108.04400000000001,104.7211915493089,92.0,4.0,1.9374411301571715,0.07617255561789381,2.3593634344929657,57.350228614791845,26.7707343663742,383326800,180241638.96715936,111.88,107.93,103.98,109.95433333333335,107.99433333333334,106.03433333333332
2017-04-13 00:00:00,110.72,111.45,109.82,110.21,6857000,109.37125,108.14714285714284,104.9516,96.714618295597,92.97894606184461,109.68461269366527,108.20090185383897,105.11994543352692,96.714618295597,62.37991812648141,-1.6489116880618866,68.90130353817496,0.37793457014626597,109.09527166028722,111.5293973958938,108.273,105.0166026041062,88.0,4.0,1.9154810494316599,-0.007387499009543886,2.235621521335804,55.31803269860136,26.488454489772735,376469800,176665902.77084032,111.88,107.93,103.98,110.23333333333332,108.25933333333333,106.28533333333333
2017-04-17 00:00:00,110.91,111.87,110.3,111.76,7128100,109.90125,108.43904761904763,105.17,96.86432358618808,93.10373711791209,110.14580987285078,108.53986358204479,105.38033973025136,96.86432358618808,66.91026558607854,-1.7336289303150778,97.65625000000018,0.7170574202267862,109.32641287390884,111.93302427284031,108.58049999999999,105.22797572715966,100.0,12.0,1.897232403043685,0.030638841613607047,2.0546068852159616,61.120566305395315,27.6675287823678,383597900,182795160.73262376,111.88,107.93,103.98,110.5125,108.54199999999999,106.57149999999999
2017-04-18 00:00:00,111.2,112.2,110.87,111.23,8305100,110.375,108.70666666666668,105.38679999999998,97.00726564005686,93.2241774028429,110.38674101221727,108.79606705042147,105.6097381722023,97.00726564005686,64.06914567765057,-1.7379671807377832,82.16911764705884,0.5043830747468304,109.53958929286344,112.2624497555927,108.77949999999998,105.29655024440727,96.0,8.0,1.856715802826279,-0.0014705619446215904,2.1864951768488834,58.83174263876434,27.762961160968946,375292800,178986054.71758616,112.2,108.09,103.98,110.68116666666667,108.75716666666668,106.83316666666667
2017-04-19 00:00:00,111.99,112.2,110.57,110.76,9603800,110.715,108.87380952380951,105.584,97.1441087680165,93.34069449651172,110.46968745394676,108.98310828371467,105.8117092242728,97.1441087680165,61.572315706350366,-1.6840673235961674,73.52941176470591,0.3174808330125762,109.71010949854886,112.2048854212054,109.06300000000002,105.92111457879463,92.0,4.0,1.840521816910117,0.02060481294830344,2.717240100157662,49.958443566725876,27.095719667179434,365689000,171621177.4169728,112.2,108.09,103.98,110.81333333333335,109.00783333333334,107.20233333333333
2017-04-20 00:00:00,111.53,113.6,111.48,112.96,13773500,111.21124999999999,109.24857142857142,105.8266,97.30148082007604,93.47105533042193,111.0230902419586,109.36185987574184,106.0920343527327,97.30148082007604,67.8818835018908,-1.7981450158801238,90.64327485380115,0.7897886709174009,110.07266528850775,112.67285132831461,109.40650000000001,106.14014867168541,100.0,16.0,1.9119131157022509,0.011479187602810149,4.505504672032556,49.29980647380558,28.53284421933125,379462500,177078601.94527462,113.6,110.02,106.44,111.17649999999999,109.372,107.5675
2017-04-21 00:00:00,112.8,113.17,112.3,113.11,8968300,111.3875,109.58285714285715,106.0174,97.45877951838374,93.6015466571301,111.4868479659678,109.71882560186167,106.36724869184123,97.45877951838374,68.26449156596395,-1.8789962560925773,92.83625730994159,0.8184291092743777,110.40656520588477,113.24234552965781,109.64949999999999,106.05665447034217,100.0,12.0,1.8374907502949476,0.016529848841671708,5.199032738095241,53.04733681730023,29.787468868124954,388430800,184809895.04872286,113.6,110.055,106.51,111.35149999999999,109.623,107.8945
