datetime,AMZN_Open,AMZN_High,AMZN_Low,AMZN_Close,AMZN_Volume,AMZN_sma8,AMZN_sma21,AMZN_sma50,AMZN_sma200,AMZN_sma300,AMZN_ema8,AMZN_ema20,AMZN_ema50,AMZN_ema200,AMZN_rsi,AMZN_macd,AMZN_stoch,AMZN_stochrsi,AMZN_vwap,AMZN_bb_hband,AMZN_bb_mavg,AMZN_bb_lband,AMZN_aroon_up,AMZN_aroon_down,AMZN_atr,AMZN_cmf,AMZN_roc,AMZN_uo,AMZN_tsi,AMZN_obv,AMZN_adi,AMZN_dcu,AMZN_dcm,AMZN_dcl,AMZN_kcu,AMZN_kcm,AMZN_kcl
2011-03-11 00:00:00,8.27,8.46,8.21,8.4,92198000,8.47125,8.870476190476191,8.9756,8.048566356164695,7.707604522394413,8.479887168131368,8.690385119637718,8.814999360351935,8.048566356164695,38.45878615721607,0.18338298089099858,20.000000000000068,0.3575727807871061,8.609018183862323,9.6717927790282,8.8485,8.025207220971799,28.000000000000004,96.0,0.22486556733131202,-0.11335743781696658,-4.869762174405433,50.15380784611548,-21.1104507476985,586656000,4731315972.536507,9.57,8.879999999999999,8.19,9.0645,8.8545,8.6445
2011-03-14 00:00:00,8.33,8.4,8.23,8.34,80440000,8.438749999999999,8.824285714285715,8.9596,8.051466193416788,7.7118064857007615,8.448801130768842,8.657015108243648,8.796371934455781,8.051466193416788,37.02098619506181,0.1877986257396156,17.241379310344847,0.3165694982829719,8.55723662952551,9.59387070073717,8.7925,7.9911292992628296,24.0,92.0,0.2209465982362183,-0.138659764202038,-6.186726659167611,52.912068867951135,-21.905732654382856,506216000,4754974796.065918,9.57,8.879999999999999,8.19,9.0085,8.8005,8.592500000000001
2011-03-15 00:00:00,8.07,8.34,8.04,8.25,98690000,8.39,8.766666666666666,8.944600000000001,8.05344165417881,7.715382522340623,8.4046231017091,8.618251764601396,8.774945584084968,8.05344165417881,34.91255025149735,0.19629750844733884,21.000000000000085,0.11363572909629424,8.509987650237072,9.489970433065563,8.729000000000001,7.9680295669344385,20.0,100.0,0.22659326979077418,-0.13123337773072055,-6.8848758465011235,55.08916922512622,-23.190277225478663,407526000,4794450796.065918,9.52,8.78,8.04,8.951333333333334,8.735833333333334,8.520333333333333
2011-03-16 00:00:00,8.23,8.41,8.14,8.23,104162000,8.34625,8.705238095238096,8.925,8.055198453639719,7.71880190757424,8.365817967995966,8.581275406067931,8.753575169022811,8.055198453639719,34.44310292869628,0.20231461018760832,19.000000000000128,0.07398405478560105,8.469246042602553,9.382159646017607,8.668,7.953840353982392,16.0,100.0,0.22969375052000457,-0.13619837362863357,-4.965357967667433,52.91926865383376,-24.380361121918448,303364000,4759730129.399251,9.5,8.77,8.04,8.899333333333335,8.675833333333333,8.452333333333332
2011-03-17 00:00:00,8.3,8.31,8.04,8.05,129428000,8.29625,8.638571428571428,8.901,8.055146727732856,7.721002559351154,8.295636197330197,8.530677748347177,8.725983985923879,8.055146727732856,30.47181958722119,0.2190822584435157,1.3333333333335418,0.0,8.415532180297395,9.298532936584005,8.604000000000001,7.909467063415998,12.0,100.0,0.23257276834000434,-0.1520018351433493,-4.958677685950412,50.383426648981455,-26.62463144425886,173936000,4639889388.658512,9.45,8.745,8.04,8.841333333333335,8.613333333333333,8.385333333333334
2011-03-18 00:00:00,8.06,8.18,8.03,8.09,148854000,8.265,8.57952380952381,8.8754,8.055493526461882,7.723454369588024,8.249939264590154,8.48870843898078,8.701043437456276,8.055493526461882,32.33880296366769,0.2265317576930883,8.6956521739131,0.1856886731424258,8.360463793997527,9.167296108534824,8.539,7.910703891465175,8.0,96.0,0.2266747134585755,-0.1708829764635977,-5.930232558139532,46.58857340561608,-27.960926485741233,322790000,4610118588.658513,9.43,8.73,8.03,8.776333333333334,8.549833333333334,8.323333333333334
2011-03-21 00:00:00,8.17,8.29,8.09,8.23,81102000,8.2375,8.524285714285714,8.854199999999999,8.057229909283157,7.726820121285113,8.245508316903454,8.464069540030229,8.682571145791323,8.057229909283157,38.557523324583286,0.21861861029383078,28.985507246376912,0.8041976256217334,8.338269305101203,9.01363041870602,8.4845,7.95536958129398,4.0,92.0,0.2247693767829629,-0.14439745162273193,-4.745370370370372,50.18639067153153,-27.323370514322637,403892000,4642559388.658514,9.24,8.635,8.03,8.721166666666665,8.493166666666665,8.265166666666666
2011-03-22 00:00:00,8.2,8.22,8.11,8.13,72228000,8.215,8.467619047619047,8.8314,8.057953989787801,7.729499057356308,8.21983980203602,8.432253393360684,8.660901689093624,8.057953989787801,36.01151734257406,0.21790467873835695,14.492753623188586,0.5509739073089314,8.313258481386082,8.929734622014834,8.44,7.950265377985166,4.0,88.0,0.2172858498698942,-0.1352523367662219,-5.244755244755236,44.97238487304727,-27.513825371930185,331664000,4596596115.931243,9.06,8.545,8.03,8.667,8.447,8.227
2011-03-23 00:00:00,8.11,8.31,8.04,8.27,94426000,8.19875,8.431904761904761,8.8122,8.060063900337177,7.733090425745967,8.230986512694683,8.416800689231094,8.645572211089952,8.060063900337177,41.8051088274299,0.20369399528334675,39.344262295081926,1.0,8.28717941647932,8.872504071643254,8.412,7.9514959283567475,8.0,84.0,0.22105114630775896,-0.08572096726409827,-2.130177514792896,48.96315437831283,-25.929195819784915,426090000,4663044041.857168,9.04,8.535,8.03,8.630333333333333,8.413833333333333,8.197333333333335
2011-03-24 00:00:00,8.41,8.6,8.37,8.56,125664000,8.22625,8.41904761904762,8.799,8.065038388891036,7.7385848415217415,8.304100620984753,8.430438718828132,8.642216438106033,8.065038388891036,51.5839999279198,0.16710506670425573,92.98245614035103,1.0,8.287497663680824,8.807396831743114,8.3955,7.983603168256886,4.0,80.0,0.2288332072857762,-0.05579719580313403,2.6378896882494085,52.2730374185731,-21.18083121952033,551754000,4744998824.465865,9.04,8.535,8.03,8.610833333333334,8.395833333333332,8.180833333333334
2011-03-25 00:00:00,8.58,8.67,8.52,8.55,85876000,8.26375,8.402857142857144,8.786,8.069863877558788,7.743976304368773,8.358744927432586,8.441825507511167,8.638600107199915,8.069863877558788,51.2641068591212,0.13733191677244072,81.25000000000014,0.9848479378426902,8.291225550849529,8.740998614955815,8.38,8.019001385044186,4.0,76.0,0.22320226390822076,-0.04464660153905785,1.1834319526627388,51.919024372370465,-17.552735675440022,465878000,4693473224.465866,8.79,8.41,8.03,8.592,8.379000000000001,8.166
2011-03-28 00:00:00,8.59,8.62,8.46,8.47,68016000,8.29375,8.384285714285715,8.7698,8.073845331513427,7.748800382080607,8.38346827689201,8.444508792510103,8.631988338290114,8.073845331513427,48.664107458496666,0.11882210509626034,68.75000000000014,0.8616963088462083,8.296075100064902,8.710939421924106,8.370500000000002,8.030060578075897,4.0,72.0,0.2186878164862049,-0.045739839803875366,1.9253910950661868,54.225574287686314,-15.310607082865408,397862000,4633959224.465866,8.72,8.375,8.03,8.5825,8.3705,8.1585
