time,open,high,low,close,volume
2022-08-18 20:00:00,187.17898231468448,187.54872351086425,187.17898231468448,187.54872351086425,6901
2022-08-18 19:45:00,187.35885641012328,187.3988284313319,187.17898231468448,187.17898231468448,2054
2022-08-18 19:30:00,187.38883542602974,187.38883542602974,187.26891936240386,187.35885641012328,2239
2022-08-18 19:15:00,187.38883542602974,187.3988284313319,187.38883542602974,187.3988284313319,863
2022-08-18 19:00:00,187.46877946844697,187.54872351086425,187.4188144419362,187.54872351086425,1715
2022-08-18 18:45:00,187.4487934578427,187.53873050556206,187.4487934578427,187.52873750025992,832
2022-08-18 18:30:00,187.54872351086425,187.54872351086425,187.3988284313319,187.3988284313319,451
2022-08-18 18:15:00,187.4887654790513,187.53873050556206,187.36884941542542,187.42880744723837,4879
2022-08-18 18:00:00,187.5187444949578,187.5187444949578,187.42880744723837,187.42880744723837,1023
2022-08-18 17:45:00,187.40882143663404,187.4975593237172,187.40882143663404,187.47877247374916,2584
2022-08-18 17:30:00,187.5187444949578,187.598688537375,187.46997862908324,187.46997862908324,2951
2022-08-18 17:15:00,187.45878646314483,187.598688537375,187.45878646314483,187.56870952146855,7555
2022-08-18 17:00:00,187.598688537375,187.7585766222095,187.31888438891463,187.54872351086425,25139
2022-08-18 16:45:00,187.6685396444371,187.78855563811598,187.5787025267707,187.65864656918794,41628
2022-08-18 16:30:00,187.66863957449013,187.74858361690735,187.56870952146855,187.56870952146855,25041
2022-08-18 16:15:00,187.598688537375,188.0583667812742,187.33887039951895,187.62866755328147,318116
2022-08-18 16:00:00,187.61867454797934,187.80854164872028,187.1689893093823,187.598688537375,1956291
2022-08-18 15:45:00,187.92845771234616,188.03838077066987,187.42880744723837,187.62087300914578,1055623
2022-08-18 15:30:00,187.47877247374916,188.04837377597204,187.2389403464974,187.8984786964397,1234331
2022-08-18 15:15:00,187.33887039951895,187.63866055858364,187.019194159903,187.46877946844697,827940
2022-08-18 15:00:00,187.1688893793293,187.55871651616638,186.71930407078528,187.36884941542542,815412
2022-08-18 14:45:00,187.28041131850134,187.28890537300816,186.81923412380684,187.1666909181628,820849
2022-08-18 14:30:00,187.5792021770358,187.8485136699289,187.08584750526836,187.28890537300816,791630
2022-08-18 14:15:00,187.6486535638858,187.82752835879438,187.27891236770603,187.60868154267718,902239
2022-08-18 14:00:00,187.9884157441591,188.17828284490005,184.9205631163972,187.67863257979226,811523
2022-08-18 13:45:00,187.83852066462677,188.24823388201514,187.66863957449013,187.9884157441591,777078
2022-08-18 13:30:00,187.21895433589307,187.9484437229505,187.06915918641377,187.81853465402244,1064526
2022-08-18 13:15:00,186.65934603897233,187.66863957449013,186.13970976326024,187.21895433589307,1491254
2022-08-18 13:00:00,186.04977271554083,186.99900828919263,186.02578950281566,186.68912519477277,1290315
2022-08-18 12:45:00,186.9891152139435,187.28890537300816,186.00150649993142,186.059765720843,1230209
2022-08-18 12:30:00,187.61867454797934,187.7585766222095,186.72929707608745,186.99960786951078,1186675
2022-08-18 12:15:00,187.90537387009817,188.36814994564102,187.53873050556206,187.61867454797934,1238535
2022-08-18 12:00:00,187.58869553207285,188.51794509512035,187.38883542602974,187.8586066052841,1406384
2022-08-18 11:45:00,187.86849968053323,188.0783527918785,187.2389403464974,187.58869553207285,1317872
2022-08-18 11:30:00,187.13891036342284,188.08834579718066,186.86919915031763,187.85850667523107,2072452
2022-08-18 11:15:00,186.96912920333918,187.47877247374916,186.0098006943322,187.1090312775694,2104489
2022-08-18 11:00:00,185.52024336457958,187.19886839523576,185.2403392860662,186.95913619803704,2537103
2022-08-18 10:45:00,184.47087787780018,185.59009447164166,183.93125559148376,185.51015042922438,1992142
2022-08-18 10:30:00,184.43090585659155,185.57000853098432,184.0949410183331,184.4709778078532,2178096
2022-08-18 10:15:00,184.27101777175707,184.91057011109504,183.3316752733544,184.44089886189371,2088171
2022-08-18 10:00:00,184.71071000505194,185.1702883188981,183.63146543241908,184.28600727971028,2775641
2022-08-18 09:45:00,182.88199003475737,184.71071000505194,181.70281540910298,184.71071000505194,3492654
2022-08-18 09:30:00,182.77206697643365,183.12182216200912,182.2624237060237,182.7820599817358,80042
2022-08-18 09:15:00,183.12182216200912,183.12182216200912,182.66214391810993,182.8520110188509,35779
2022-08-18 09:00:00,182.91896415437535,183.17178718851991,182.88199003475737,183.05187112489403,16887
2022-08-18 08:45:00,183.36575142143474,183.37164729456302,182.7021159393186,183.12182216200912,61154
2022-08-18 08:30:00,183.47157734758457,183.47157734758457,183.09184314610266,183.27171724154147,33116
2022-08-18 08:15:00,182.6721369234121,183.82133253316002,181.6228713666857,183.2817102468436,63394
2022-08-18 08:00:00,182.82203200294444,183.14180817261345,182.73209495522505,183.07185713549833,18345
2022-08-18 07:45:00,182.5821998756927,182.81203899764228,182.43230479616037,182.77206697643365,4156
2022-08-18 07:30:00,182.5122488385776,182.6721369234121,182.4223117908582,182.5122488385776,9878
2022-08-18 07:15:00,182.5821998756927,182.87199702945523,182.27241671132586,182.47227681736896,18530
2022-08-18 07:00:00,182.6221718969013,182.6221718969013,182.6221718969013,182.6221718969013,1015
2022-08-18 06:45:00,182.64215790750563,183.07185713549833,182.64215790750563,182.87199702945523,2349
2022-08-18 06:30:00,182.89198304005953,182.89198304005953,182.63216490220347,182.63216490220347,4097
2022-08-18 06:15:00,183.06186413019617,183.22175221503068,183.00190609838324,183.00190609838324,8269
2022-08-18 06:00:00,183.20176620442638,183.22175221503068,183.20176620442638,183.2117592097285,1969
2022-08-18 05:45:00,182.6721369234121,183.07185713549833,182.6721369234121,183.07185713549833,2176
2022-08-18 05:30:00,182.41231878555604,182.64215790750563,182.41231878555604,182.5821998756927,1470
2022-08-18 05:15:00,182.56221386508838,182.56221386508838,182.53223484918192,182.56221386508838,1288
2022-08-18 05:00:00,181.93265453105255,182.16249365300214,181.93265453105255,182.16249365300214,1134
2022-08-18 04:45:00,181.81273846742667,181.87269649923962,181.81273846742667,181.87269649923962,1382
2022-08-18 04:30:00,181.97262655226118,181.97262655226118,181.5729063401749,181.6028853560814,4828
2022-08-18 04:15:00,181.87269649923962,182.32238173783662,181.87269649923962,182.05257059467843,8158
2022-08-17 20:00:00,181.57290634017525,181.84271748333347,181.4529902765494,181.4529902765494,15672
2022-08-17 19:45:00,181.67283639319683,181.67283639319683,181.49296229775803,181.57290634017525,12181
2022-08-17 19:30:00,181.67283639319683,181.74278743031192,181.5229413136645,181.74278743031192,7944
2022-08-17 19:15:00,182.17248665830462,182.39233277495205,181.53293431896662,181.69282240380113,33906
