datetime,Open,High,Low,Close,Volume,ma8,ma21,ma50,ma200,vwap,ema,rsi,macd
2018-10-16 00:00:00,52.56,53.54,52.04,53.34,116736000,53.042500000000004,53.42000000000001,52.735,45.31145000000001,53.58123667300415,53.28045718788139,50.951192031237056,-0.07495880915083575
2018-10-17 00:00:00,53.37,53.45,52.66,53.11,91541600,52.949999999999996,53.453809523809525,52.8062,45.372550000000004,53.525011019064216,53.26422316998793,49.88968256830088,-0.05920861592031912
2018-10-18 00:00:00,52.31,52.76,51.14,51.86,130325200,52.7175,53.42666666666667,52.851800000000004,45.42745,53.3812409391835,53.130487629989084,44.46744481872867,0.053521120837729086
2018-10-19 00:00:00,52.35,53.12,52.2,52.65,132314800,52.489999999999995,53.41809523809523,52.9054,45.48535,53.26342445947366,53.08472690332346,48.292380376235165,0.07821226934231618
2018-10-22 00:00:00,52.77,53.63,52.56,52.98,115168400,52.61875,53.45238095238095,52.9684,45.54255,53.16343365237439,53.07475291253074,49.84637782552943,0.07034109202435701
2018-10-23 00:00:00,51.82,53.6,51.55,53.47,155071200,52.86625,53.47428571428571,53.034800000000004,45.603,52.989481250788984,53.112395492289714,52.146122962178744,0.024284288233644702
2018-10-24 00:00:00,53.44,53.84,51.51,51.64,163702000,52.655,53.392857142857146,53.0604,45.654300000000006,52.800951355739045,52.972167350166885,44.02657266339983,0.13390605975678227
2018-10-25 00:00:00,52.27,53.15,52.04,52.77,119423200,52.7275,53.38571428571429,53.1062,45.7113,52.715846351844576,52.95291331681766,49.27844925288955,0.12812361796144245
2018-10-26 00:00:00,51.84,52.87,51.06,51.93,189033600,52.551249999999996,53.28666666666667,53.1204,45.762950000000004,52.595214260291634,52.85549300093027,45.83557749926176,0.1891416636435892
2018-10-29 00:00:00,52.62,52.75,49.48,50.96,183742000,52.2825,53.13238095238095,53.09479999999999,45.8076,52.37865204782955,52.67496985798453,42.171536153324254,0.31217128161515006
2018-10-30 00:00:00,50.69,51.66,50.24,51.21,146640000,52.20125,52.972857142857144,53.084399999999995,45.85455000000001,52.25412567801526,52.53544891912886,43.42676137546248,0.38506148052034206
2018-10-31 00:00:00,52.07,52.93,52.01,52.55,153435600,52.188750000000006,52.853809523809524,53.102799999999995,45.90475000000001,52.329823496509874,52.536834736354685,49.7258047894386,0.3308864343005169
2018-11-01 00:00:00,52.59,53.39,52.05,53.35,233292800,52.235,52.740952380952386,53.1372,45.95875,52.34796790960196,52.61427904717805,53.08434979139014,0.220853148124867
2018-11-02 00:00:00,50.31,51.29,49.32,49.81,365314800,51.777499999999996,52.50619047619048,53.0986,45.996,51.986496743332104,52.34720485220871,40.26576774806982,0.41452105043026677
2018-11-05 00:00:00,49.05,49.07,47.58,48.4,264654800,51.3725,52.246666666666655,53.0286,46.027950000000004,51.54551245154127,51.97128058056978,36.48651133006501,0.6740099077871449
2018-11-06 00:00:00,48.48,49.15,48.42,48.92,127531600,50.89125,52.018095238095235,52.96060000000001,46.06245,51.34944735533914,51.680682430039326,38.7690101903805,0.8281506375364174
2018-11-07 00:00:00,49.45,50.43,49.01,50.41,133697600,50.70125,51.824761904761914,52.9138,46.107749999999996,51.24414820851664,51.55966505574987,44.881391691774425,0.8206181535788772
2018-11-08 00:00:00,50.59,50.62,49.81,50.23,101450400,50.61,51.74285714285715,52.8478,46.155800000000006,51.12555987012256,51.4330302885356,44.30598816430976,0.8197238353377401
2018-11-09 00:00:00,49.52,49.63,48.73,49.26,137463200,50.36625,51.63666666666667,52.75240000000001,46.19855,50.92908019583159,51.226075022960785,41.2377762289338,0.8870604938629185
2018-11-12 00:00:00,47.94,48.15,46.69,46.78,204542000,49.644999999999996,51.3247619047619,52.595,46.23310000000001,50.50795509710886,50.80263930648833,34.63402730663853,1.1275429414953138
2018-11-13 00:00:00,46.17,47.51,46.13,46.31,187531600,48.765,51.044761904761906,52.4246,46.26649999999999,50.10691119427633,50.37476889634658,33.53789744816255,1.3405985008483796
2018-11-14 00:00:00,46.72,46.86,44.8,45.0,243204000,48.16375,50.64761904761905,52.23519999999999,46.2928,49.57854425959018,49.86288614431357,30.62825644142231,1.5967463208446802
2018-11-15 00:00:00,45.39,46.25,45.03,46.12,185915200,47.87875,50.31476190476191,52.0864,46.3243,49.14705085219858,49.50642079723609,35.759732723760706,1.6898906661882762
2018-11-16 00:00:00,45.9,46.97,45.65,46.63,147713200,47.5925,50.06571428571429,51.956399999999995,46.366949999999996,48.860081110167144,49.232475959404084,38.00842097786207,1.7029252311590355
2018-11-19 00:00:00,45.78,45.94,44.57,44.78,167701200,46.88875,49.69095238095238,51.8036,46.405150000000006,48.50194195527229,48.80843062993703,33.43621990954415,1.8413092893992697
2018-11-20 00:00:00,42.97,43.72,42.28,42.64,271300800,45.94,49.198571428571434,51.5816,46.42485,47.7304050777564,48.2209610461335,29.07863168998216,2.099458516916279
2018-11-21 00:00:00,43.3,43.43,42.54,42.59,124496800,45.106249999999996,48.68047619047619,51.3718,46.44845,47.04676334059614,47.68467904173984,28.98358826433457,2.2817753360032
2018-11-23 00:00:00,42.15,42.55,41.46,41.51,94496000,44.447500000000005,48.198095238095235,51.114799999999995,46.471849999999996,46.368574384908506,47.09661437109795,26.935662495650277,2.484766857099757
2018-11-26 00:00:00,41.98,42.15,41.02,42.07,179994000,43.917500000000004,47.68857142857143,50.881400000000006,46.4958,45.78067349516395,46.61788919289815,29.709049216621708,2.570817002037522
2018-11-27 00:00:00,41.32,42.11,41.17,41.98,165549600,43.54,47.21476190476191,50.674800000000005,46.511799999999994,45.3305306324791,46.17618546024118,29.515144195068814,2.6161176340880488
2018-11-28 00:00:00,42.58,43.68,42.15,43.59,184250000,43.22375,46.86380952380952,50.4986,46.533899999999996,44.90424334476536,45.929882083075356,37.38789745973099,2.493363227471356
2018-11-29 00:00:00,44.01,44.04,42.81,43.26,167080000,42.8025,46.485238095238095,50.3152,46.55075,44.58098035828262,45.67560759897294,36.48828184255671,2.395098513142372
2018-11-30 00:00:00,43.44,43.45,42.65,43.02,158126000,42.582499999999996,46.03142857142858,50.119,46.5597,44.22660243792754,45.42269258954694,35.81336074248142,2.309961218290404
2018-12-03 00:00:00,44.44,44.56,43.66,44.53,163210000,42.81875,45.611428571428576,49.964400000000005,46.57685000000001,43.978410426030266,45.33767424768533,42.96186671779481,2.0964780246794277
2018-12-04 00:00:00,43.6,43.94,42.47,42.57,165377200,42.816250000000004,45.266666666666666,49.755599999999994,46.5849,43.70388474154274,45.07408622409625,37.17451627674593,2.061680901198706
2018-12-06 00:00:00,41.38,42.11,41.06,42.09,172393600,42.888749999999995,44.96619047619048,49.5304,46.5915,43.36905143554332,44.789887536087086,35.89910540927893,2.0492138568625364
2018-12-07 00:00:00,41.8,42.04,40.55,40.59,169126400,42.70375,44.56952380952381,49.2838,46.5889,43.007601935025754,44.389898246935935,32.18316881098971,2.1357514847260717
2018-12-10 00:00:00,39.75,40.98,39.35,40.86,248104000,42.563750000000006,44.114761904761906,49.0208,46.58405,42.534031396878426,44.053717461513465,33.51715536213054,2.1576741107191495
2018-12-11 00:00:00,41.36,41.39,40.23,40.63,189126800,42.19375,43.65761904761905,48.749399999999994,46.57395,42.22123868711556,43.72764913184552,32.92305093690388,2.168608656887862
2018-12-12 00:00:00,41.05,41.42,40.72,40.74,142510800,41.878750000000004,43.25190476190477,48.473,46.56505,42.066984340697054,43.4431111192888,33.52988727999981,2.1436871912720434
2018-12-13 00:00:00,41.08,41.58,40.85,41.19,127594400,41.650000000000006,42.98571428571428,48.195800000000006,46.55875,41.977738482278376,43.22852910792796,36.07763052450419,2.063834906914664
2018-12-14 00:00:00,40.72,40.74,39.82,39.87,162814800,41.067499999999995,42.679047619047616,47.8788,46.549549999999996,41.85848092441776,42.9086691928872,32.181114834600635,2.0830522350458978
2018-12-17 00:00:00,39.86,40.56,39.21,39.5,177151600,40.68375,42.417142857142856,47.574000000000005,46.53705,41.71125988053133,42.58403403165985,31.16505610375792,2.1038857287664143
2018-12-18 00:00:00,39.84,40.36,39.61,40.01,135366000,40.423750000000005,42.12619047619047,47.2972,46.5264,41.60986673674729,42.338887933406525,34.24674042808243,2.0555486001569534
2018-12-19 00:00:00,39.99,40.34,38.33,38.76,196189200,40.195,41.75142857142857,46.998000000000005,46.50965,41.28729758167919,41.99804146355829,30.627516241400514,2.0939676748913456
2018-12-20 00:00:00,38.64,39.06,37.42,37.78,259092000,39.809999999999995,41.41809523809524,46.6642,46.49,40.80994619268829,41.59632322893369,28.118576024725726,2.1783818482599813
2018-12-21 00:00:00,37.79,38.1,36.05,36.31,382978400,39.269999999999996,41.11666666666667,46.351400000000005,46.460699999999996,40.11107287535047,41.09286387379715,24.832517948697742,2.3369584017737495
2018-12-24 00:00:00,35.69,36.51,35.32,35.38,148676800,38.599999999999994,40.77333333333333,46.0292,46.42314999999999,39.615692332753724,40.54878160010219,23.0011259810629,2.5087553208882625
2018-12-26 00:00:00,35.73,37.88,35.35,37.87,234330000,38.184999999999995,40.6,45.72,46.39595,39.19182485709351,40.293659542949605,36.503532873503175,2.4161317638311104
2018-12-27 00:00:00,37.55,37.77,36.16,37.62,212468400,37.90375,40.38809523809524,45.4286,46.3696,38.880096470464125,40.03902530076393,35.82428284248924,2.3359722047255715
2018-12-28 00:00:00,37.95,38.19,37.24,37.64,169165600,37.67125,40.18142857142857,45.1146,46.345150000000004,38.67546945863744,39.81054670069118,35.92700035543231,2.2449529238910344
2018-12-31 00:00:00,38.19,38.39,37.7,38.0,140014000,37.419999999999995,39.915238095238095,44.8124,46.322250000000004,38.48222397976286,39.638113681577735,37.85513002308063,2.119340063705671
2019-01-02 00:00:00,37.32,38.27,37.16,38.05,148158800,37.33125,39.66714285714286,44.5362,46.30035,38.282708845342114,39.48686475952272,38.13359351081123,1.9927848021506875
2019-01-03 00:00:00,34.69,35.11,34.21,34.26,365248800,36.89125,39.25,44.1684,46.26275,37.66945937828146,38.98906811575865,27.92079706871769,2.1732582034719883
2019-01-04 00:00:00,34.82,35.79,34.65,35.72,234428400,36.8175,38.83047619047619,43.82320000000001,46.23254999999999,37.3368728151037,38.6777282952102,35.12838548824527,2.173421031248253
2019-01-07 00:00:00,35.83,35.86,35.15,35.64,219111200,36.85,38.50047619047619,43.4666,46.206649999999996,37.05614789655338,38.388420838523515,34.92232016836944,2.1551620384091663
2019-01-08 00:00:00,36.03,36.58,35.78,36.32,164101200,36.65625,38.22571428571429,43.1602,46.18705,36.85194286380405,38.19142837771175,38.23871804658579,2.0620512942941076
2019-01-09 00:00:00,36.45,37.23,36.05,36.94,180396400,36.57125,38.051904761904765,42.843599999999995,46.175200000000004,36.70610816566696,38.07224472269158,41.18187358616493,1.9161434315909247
2019-01-10 00:00:00,36.74,37.1,36.35,37.05,143122800,36.497499999999995,37.87047619047619,42.54600000000001,46.15455,36.552858061699276,37.974888082435236,41.71258373885139,1.7712168333865463
2019-01-11 00:00:00,36.83,37.03,36.5,36.69,108092800,36.333749999999995,37.68285714285714,42.260600000000004,46.13740000000001,36.420531748729324,37.852517788869974,40.42696599554181,1.6662034948117537
2019-01-14 00:00:00,36.34,36.44,35.95,36.14,129756800,36.095,37.46380952380952,41.9592,46.1197,36.349439817353286,37.68942085659664,38.475872354348446,1.6088146569561559
2019-01-15 00:00:00,36.2,36.96,36.15,36.88,114843600,36.4225,37.25857142857143,41.6458,46.10415,36.39904651516147,37.612333155968386,42.497028743200815,1.4864864830583926
2019-01-16 00:00:00,36.88,37.56,36.86,37.33,122278800,36.62375,37.13761904761905,41.3254,46.092200000000005,36.38085987815321,37.5854442839714,44.85728481381528,1.3378078683742984
2019-01-17 00:00:00,37.15,37.98,36.92,37.55,119284800,36.8625,37.044761904761906,41.080200000000005,46.0793,36.36432389031853,37.58206863787888,46.02373584249694,1.1885262429850485
2019-01-18 00:00:00,37.95,38.04,37.58,37.78,135004000,37.045,36.93857142857143,40.867799999999995,46.06370000000001,36.35122628224128,37.60091924379518,47.27932953984363,1.0396756676175798
2019-01-22 00:00:00,37.68,37.76,36.77,36.93,121576000,37.04375,36.85142857142857,40.628,46.04245,36.291568698316006,37.53702217295755,43.273064058319136,0.9790129585106726
2019-01-23 00:00:00,37.14,37.38,36.55,37.08,92522400,37.0475,36.81809523809524,40.361399999999996,46.02719999999999,36.219746136786846,37.4934962517235,44.17209932803591,0.9083625401675377
2019-01-24 00:00:00,37.13,37.22,36.56,36.79,101766000,37.06,36.84095238095238,40.092600000000004,46.008500000000005,36.56371089039312,37.426496608702216,42.76109720877922,0.8657918415776891
2019-01-25 00:00:00,37.46,38.1,37.18,38.01,134142000,37.29375,36.96619047619048,39.8676,45.9921,36.795340066317465,37.48206836025438,49.99742908629395,0.7252502191317731
2019-01-28 00:00:00,37.53,37.66,37.02,37.66,104768400,37.39125,36.95619047619048,39.6852,45.9749,36.987875412984614,37.499014230706344,48.11799293038217,0.6347945295330462
2019-01-29 00:00:00,37.64,38.1,37.13,37.27,166348800,37.38374999999999,36.93952380952381,39.5044,45.95375,37.10631847788497,37.477203351591456,46.04113325009667,0.5878016726732724
2019-01-30 00:00:00,39.33,40.03,38.6,39.81,244439200,37.666250000000005,37.042857142857144,39.4006,45.9446,37.45796276249769,37.699374460963696,58.58011638639543,0.341664230145831
2019-01-31 00:00:00,40.02,40.72,39.65,40.1,162958400,37.95625,37.142857142857146,39.2802,45.9356,37.742805216112544,37.92800546468143,59.730711226867285,0.12179399192465468
2019-02-01 00:00:00,40.23,40.71,39.98,40.12,130672400,38.355,37.24142857142857,39.15,45.9238,37.976074514604,38.13676684899748,59.81362164358263,-0.05345242254406202
2019-02-04 00:00:00,40.33,41.36,40.3,41.26,125982000,38.8775,37.5747619047619,39.0796,45.9182,38.3017114980595,38.43421762528344,64.32268963636349,-0.28108477094497175
2019-02-05 00:00:00,41.65,42.18,41.52,41.96,144406400,39.52375000000001,37.871904761904766,39.066,45.9221,38.67201177074454,38.77000642287549,66.78699202039746,-0.5120664140403335
2019-02-06 00:00:00,42.08,42.3,41.64,41.98,112958400,40.019999999999996,38.17380952380953,39.053799999999995,45.9345,38.9602791036747,39.07572009688735,66.85742964743258,-0.6887948647385116
2019-02-07 00:00:00,41.54,41.91,41.04,41.18,126966800,40.46,38.4052380952381,39.0472,45.9435,39.21387602516243,39.276127706707605,61.26083215678797,-0.7555901481660001
2019-02-08 00:00:00,40.89,41.29,40.75,41.23,95280000,40.955,38.60952380952381,39.0304,45.9555,39.41209489497425,39.46221078225926,61.47787692041765,-0.8033005252312222
2019-02-11 00:00:00,41.39,41.43,40.95,41.0,83973600,41.103750000000005,38.79761904761905,39.010799999999996,45.9655,39.64118500110114,39.608666898234574,59.817637219636666,-0.813178449994787
2019-02-12 00:00:00,41.16,41.38,41.06,41.35,89134000,41.26,39.01952380952381,38.966,45.976549999999996,39.8542838626797,39.77450814602176,61.520599852492616,-0.8395708018751336
2019-02-13 00:00:00,41.47,41.73,41.11,41.18,89960800,41.3925,39.259523809523806,38.9244,45.989000000000004,40.09639967640755,39.908364513067305,60.18636186732465,-0.8371195584551785
2019-02-14 00:00:00,41.06,41.44,40.98,41.33,87342800,41.40125,39.47142857142857,38.8906,45.9987,40.33077693833494,40.043758368965655,60.99028139471186,-0.8376250565340726
2019-02-15 00:00:00,41.44,41.54,41.07,41.23,98507200,41.31,39.65714285714286,38.824600000000004,46.00335,40.555725483534275,40.1567337623975,60.118747936064906,-0.8204983093704215
2019-02-19 00:00:00,41.06,41.48,41.01,41.36,75891200,41.2325,39.83857142857143,38.800399999999996,45.999750000000006,40.89348056414691,40.271330546931075,60.9009477238528,-0.8080998800043702
2019-02-20 00:00:00,41.42,41.94,41.37,41.62,104457600,41.2875,40.021428571428565,38.791,45.99705,41.17077216256864,40.39977525674716,62.48569667846298,-0.8099176361420319
2019-02-21 00:00:00,41.57,41.71,41.21,41.39,68998800,41.3075,40.23380952380952,38.807,45.98495,41.298760531425344,40.49408237515219,60.16263745532254,-0.7837643950972648
2019-02-22 00:00:00,41.52,41.86,41.47,41.85,75652800,41.41374999999999,40.46095238095238,38.8268,45.973549999999996,41.41967492475361,40.62321738704246,63.11609819107038,-0.7910373327961224
2019-02-25 00:00:00,42.14,42.55,42.09,42.16,87493600,41.515,40.71666666666666,38.857400000000005,45.96265,41.516867341176095,40.76957763589556,64.99933718448314,-0.8124501776280368
2019-02-26 00:00:00,42.03,42.42,41.9,42.18,68280800,41.64,40.915238095238095,38.8862,45.9503,41.50972639488937,40.90390357533408,65.12306288011112,-0.8215633731216769
2019-02-27 00:00:00,41.91,42.34,41.79,42.31,111341600,41.7625,41.13666666666666,38.9086,45.9354,41.52441009721559,41.03781752054036,65.96524175905404,-0.8297111659087548
2019-02-28 00:00:00,42.18,42.32,41.84,41.9,112861600,41.84625,41.357142857142854,38.9492,45.9193,41.584202757379444,41.11993013763175,60.96520461408628,-0.7939328136375536
2019-03-01 00:00:00,42.17,42.38,41.83,42.34,103544800,41.96875,41.477619047619044,39.006,45.905950000000004,41.67098573727874,41.23612726738111,64.10928529528559,-0.7919533887682348
2019-03-04 00:00:00,42.51,43.01,42.09,42.55,109744800,42.084999999999994,41.59428571428572,39.056799999999996,45.895649999999996,41.78178241939266,41.361258003821,65.53606820497288,-0.7981295842265439
2019-03-05 00:00:00,42.57,42.58,42.23,42.47,78949600,42.22,41.70619047619047,39.131,45.8829,41.85807673044113,41.46685247964757,64.48438311436027,-0.7874912235830394
2019-03-06 00:00:00,42.26,42.46,42.09,42.23,83241600,42.2675,41.75238095238095,39.22,45.87035000000001,41.92130248798714,41.53953319587161,61.30594427699044,-0.7510367675394534
2019-03-07 00:00:00,42.07,42.21,41.62,41.74,99185600,42.215,41.741904761904756,39.3286,45.8562,41.962160314420714,41.558625272455274,55.31155803437384,-0.6748284413795034
2019-03-08 00:00:00,41.21,41.88,41.01,41.84,95997600,42.1725,41.735238095238095,39.4578,45.84095,41.985827799126504,41.58542286555477,56.251696784556124,-0.61540791870285
2019-03-11 00:00:00,42.46,43.34,42.43,43.29,128044000,42.295,41.83571428571428,39.5662,45.833499999999994,42.12570836899396,41.74776354502574,67.06966262606586,-0.6775096981590067
2019-03-12 00:00:00,43.55,44.2,43.4,43.77,129870400,42.52875,41.95666666666666,39.6892,45.827,42.32266998697514,41.940357493118526,69.73743090809577,-0.7567346285231196
2019-03-13 00:00:00,44.1,44.35,43.78,43.97,124130000,42.7325,42.09809523809523,39.815799999999996,45.821799999999996,42.51685465836298,42.133656779488184,70.79894062425534,-0.8261361024149636
2019-03-14 00:00:00,44.5,44.54,44.17,44.46,94318000,42.971250000000005,42.24619047619048,39.945,45.8185,42.682552341362275,42.355213276679784,73.27252578396926,-0.9101841391973124
2019-03-15 00:00:00,44.73,45.33,44.46,45.03,156171600,43.29125,42.42952380952381,40.0846,45.81889999999999,42.94259194044367,42.60995486937695,75.83670232424181,-1.01113135731228
2019-03-18 00:00:00,44.96,45.58,44.95,45.49,104879200,43.69875,42.62761904761904,40.309200000000004,45.82205000000001,43.14126252175081,42.88424488181724,77.69636158968291,-1.1153933503389695
2019-03-19 00:00:00,45.57,45.73,44.99,45.13,126585600,44.1225,42.81333333333333,40.4974,45.82415,43.38804067451214,43.098126321644166,72.96361890492757,-1.1556511129628504
