datetime,Open,High,Low,Close,Volume,ma8,ma21,ma50,ma200,vwap,ema,rsi,macd
2019-03-20 00:00:00,45.06,45.85,44.7,45.53,124140800,44.58375,43.01190476190476,40.6952,45.82425,43.64413442976395,43.32973333863043,74.80036306878802,-1.2059311137312747
2019-03-21 00:00:00,45.98,47.5,45.93,47.2,204136800,45.0725,43.27761904761905,40.912800000000004,45.830749999999995,44.13294923926921,43.69833016352277,80.6966016197001,-1.3648008452309668
2019-03-22 00:00:00,47.26,47.83,46.16,46.23,169630800,45.38,43.508095238095244,41.0986,45.83065,44.49121315243918,43.9394415765206,70.3938045286035,-1.3963392292238197
2019-03-25 00:00:00,46.34,46.45,45.15,45.67,175381200,45.5925,43.69,41.271,45.82695,44.70321352513161,44.104256664471016,65.21700079863496,-1.3604637268908846
2019-03-26 00:00:00,46.37,46.67,44.66,45.2,199202000,45.685,43.834761904761905,41.4412,45.82149999999999,44.89169799908225,44.20861317261663,61.152247437891425,-1.2793594019646122
2019-03-27 00:00:00,45.67,45.91,45.14,45.6,119393600,45.75625,43.99761904761905,41.6304,45.82020000000001,45.08619158388842,44.341126203795994,63.25147767638301,-1.2331453650341686
2019-03-28 00:00:00,45.72,45.87,45.37,45.66,83121600,45.7775,44.15714285714286,41.806,45.819750000000006,45.283398475314705,44.46673323200589,63.569483770353614,-1.187671172395973
2019-03-29 00:00:00,45.93,45.99,45.62,45.96,94256000,45.88125,44.35047619047619,41.9786,45.81955,45.46387579245541,44.608949114672,65.19142992561065,-1.1624401534071183
2019-04-01 00:00:00,46.37,46.38,45.58,46.27,111448000,45.97375,44.53761904761905,42.15299999999999,45.8228,45.61528662711601,44.76714443708419,66.83459622346776,-1.1541544245308657
2019-04-02 00:00:00,46.24,47.05,46.23,46.94,91062800,45.941250000000004,44.74666666666666,42.3362,45.82925,45.776468532600255,44.974083062123796,70.11785352159744,-1.1879572930804585
2019-04-03 00:00:00,46.76,47.55,46.73,47.27,93087200,46.07125,44.9752380952381,42.54299999999999,45.8397,45.917753520311216,45.192741818112005,71.6086863171546,-1.2272278334759434
2019-04-04 00:00:00,47.13,47.51,46.73,47.35,76457200,46.28125,45.21904761904762,42.748400000000004,45.850649999999995,46.059045194557015,45.39819497829181,71.97372862462254,-1.2503916148857925
2019-04-05 00:00:00,47.53,47.69,47.41,47.67,74106400,46.589999999999996,45.501428571428576,42.965999999999994,45.86684999999999,46.16746387984761,45.61455736131164,73.44453754943545,-1.2798174651084793
2019-04-08 00:00:00,47.53,48.45,47.51,48.42,103526800,46.9425,45.81476190476191,43.1742,45.88585,46.350568665358274,45.88174237452005,76.55065338794188,-1.3481161515780116
2019-04-09 00:00:00,48.47,49.08,48.21,48.27,143072800,47.26875,46.051904761904765,43.386399999999995,45.90535,46.59992754173583,46.10919548170862,74.66951059441261,-1.3742975594777533
2019-04-10 00:00:00,48.07,48.57,47.95,48.54,86781200,47.59125,46.27904761904762,43.611799999999995,45.92685,46.65896388229776,46.34070067392685,75.82127447510432,-1.4006870094336463
2019-04-11 00:00:00,48.6,48.63,48.01,48.14,83603200,47.824999999999996,46.47761904761905,43.778400000000005,45.94965,46.737234016726404,46.512062514505246,70.69293465214396,-1.3734914273827528
2019-04-12 00:00:00,48.2,48.43,47.47,48.12,111042800,47.9725,46.65190476190477,43.9388,45.969649999999994,46.950091184533726,46.6651994178857,70.43640499255744,-1.334936581874132
2019-04-15 00:00:00,48.05,48.36,47.91,48.21,70146400,48.09,46.803333333333335,44.10060000000001,45.9904,47.227280155334476,46.81232328284897,70.94731573651498,-1.2966963287619748
2019-04-16 00:00:00,48.26,48.72,48.04,48.21,102785600,48.1975,46.932857142857145,44.2396,46.00955,47.46353192731636,46.94543535114907,70.94731573651498,-1.2519588503548817
2019-04-17 00:00:00,48.28,49.21,48.06,49.15,115627200,48.3825,47.12428571428571,44.3834,46.03385,47.69008397521323,47.15539388913487,75.9763203138403,-1.2776265370689188
2019-04-18 00:00:00,49.15,49.4,49.0,49.33,96783200,48.49625,47.305238095238096,44.5304,46.056599999999996,47.92776820061745,47.36249923302678,76.80432375164081,-1.2975356758098968
2019-04-22 00:00:00,49.08,49.59,48.96,49.49,77758000,48.64875000000001,47.41428571428572,44.6966,46.08405,48.16658440741905,47.5651183536909,77.5451806641986,-1.3111108052985898
2019-04-23 00:00:00,49.46,50.27,49.34,50.2,93292000,48.85625,47.60333333333333,44.876000000000005,46.11325,48.38874384532944,47.816059462863194,80.51868524306742,-1.3634433334700873
2019-04-24 00:00:00,50.17,50.44,50.1,50.12,70162400,49.103750000000005,47.815238095238094,45.0584,46.138999999999996,48.57316287873564,48.03548237116194,79.24533154254993,-1.3825250198327126
2019-04-25 00:00:00,50.04,50.27,49.63,49.67,74172800,49.2975,48.02809523809524,45.2248,46.15935,48.72701209727599,48.19115071676556,72.31741737927263,-1.3458223522269819
2019-04-26 00:00:00,49.58,49.6,48.9,49.43,74596400,49.449999999999996,48.210476190476186,45.389799999999994,46.1788,48.8250276676599,48.30913636278789,68.85979206108827,-1.282584394960658
2019-04-29 00:00:00,49.46,49.84,49.33,49.51,88818800,49.6125,48.39380952380952,45.5534,46.201600000000006,48.931789945204365,48.42350432823666,69.385239543898,-1.2248044068464594
2019-04-30 00:00:00,49.13,49.21,48.18,48.55,186139600,49.5375,48.51714285714286,45.699799999999996,46.21585,48.93617769419599,48.43555153507127,56.96378215343039,-1.0889961038299631
2019-05-01 00:00:00,50.78,52.1,50.63,50.94,259309200,49.738749999999996,48.73952380952381,45.891400000000004,46.24165,49.36407580823668,48.674070436493054,70.92094405358478,-1.1608386458674147
2019-05-02 00:00:00,50.77,51.45,50.36,50.61,127985200,49.87875,48.91428571428572,46.0712,46.266299999999994,49.5429025195514,48.85844468063657,67.65819158578303,-1.1775718210150785
2019-05-03 00:00:00,51.03,51.26,50.87,51.23,83569600,50.00749999999999,49.10285714285715,46.268,46.29345,49.74169031286755,49.084307092004515,70.41231291617764,-1.2267209260907066
2019-05-06 00:00:00,49.43,50.53,49.24,50.44,129772400,50.0475,49.25,46.439800000000005,46.3179,49.83882979822607,49.213420702289795,63.04529790072625,-1.1882283910235714
2019-05-07 00:00:00,49.81,50.19,48.59,49.08,155054800,49.97375,49.31714285714285,46.57820000000001,46.33375,49.88178992215099,49.20071396873839,52.802987367932424,-1.036039329178685
2019-05-08 00:00:00,48.85,49.68,48.82,49.09,105358000,49.93125,49.34904761904762,46.71639999999999,46.350199999999994,49.91391412868496,49.1901697812395,52.86362569157194,-0.905793889508999
2019-05-09 00:00:00,48.49,48.8,47.58,48.57,139634400,49.81375,49.36333333333334,46.8416,46.36385,49.81897687168537,49.131105992550026,49.31546076743786,-0.7519458226508817
2019-05-10 00:00:00,47.95,48.3,46.82,47.89,164834800,49.73125,49.33238095238095,46.9614,46.3724,49.637827671327436,49.01290542183097,45.05658137458891,-0.5685953905238534
2019-05-13 00:00:00,45.59,46.02,44.41,45.11,229722400,49.0025,49.188095238095244,47.0168,46.364900000000006,49.08098843129338,48.641200143561356,32.64453686282447,-0.19669866574599126
2019-05-14 00:00:00,45.28,46.08,45.03,45.82,146118800,48.40375,49.07857142857142,47.0822,46.3617,48.78470548618233,48.37251441560313,37.388460666565386,0.04027681566966379
2019-05-15 00:00:00,45.24,46.57,45.18,46.37,106178800,47.79624999999999,48.99095238095238,47.1602,46.365100000000005,48.59896558324536,48.18179875697426,40.863120595028235,0.18160772771132372
2019-05-16 00:00:00,46.13,46.75,45.87,46.17,132125600,47.262499999999996,48.89380952380952,47.239000000000004,46.36875,48.42295396175959,47.99019887535766,39.99395159022764,0.306221886972331
2019-05-17 00:00:00,45.4,46.37,45.36,45.91,131516400,46.86625,48.73952380952381,47.322399999999995,46.37065,48.2153408101768,47.79208469675217,38.837436527508196,0.42110509565861776
2019-05-20 00:00:00,44.58,44.78,43.79,44.47,154449200,46.28875,48.50809523809524,47.375,46.35195000000001,47.88720819195594,47.47569567801387,33.124267337464715,0.6211861839950714
2019-05-21 00:00:00,44.99,45.66,44.86,45.32,113459200,45.8825,48.30952380952381,47.4156,46.33045,47.28250351793856,47.270391327726834,38.84316888377359,0.7030595588000423
2019-05-22 00:00:00,44.85,45.11,44.34,44.4,118994400,45.44625,48.03333333333334,47.4282,46.30365,46.88043899775841,46.99702072508618,35.3223237796463,0.8325836039173282
2019-05-23 00:00:00,43.67,43.85,43.19,43.64,146118800,45.2625,47.724761904761905,47.4216,46.27174999999999,46.455029372565676,46.67730446555416,32.68652941584389,0.9852012050329506
