time,open,high,low,close,volume,sma50,sma200,ema8,ema20,rsi,macd,stoch,vwap,aroon_up,aroon_down,roc,obv,adi
2021-07-08 09:30:00,14.5,14.54,14.5,14.54,603.0,14.755169999999998,15.031267500000002,14.446952061754246,14.501223010008147,49.251432290278046,0.09302452116750537,100.0,14.40700302172633,12.0,36.0,0.414364640883969,-300237.0,-583442.9176950059
2021-07-08 09:45:00,14.58,14.7,14.5,14.58,68487.0,14.74577,15.0283675,14.476518270253303,14.50872558048356,51.64360353298907,0.0759188636150867,70.00000000000009,14.546182125071384,8.0,32.0,0.9695290858725801,-231750.0,-597140.3176950057
2021-07-08 10:00:00,14.57,14.58,14.49,14.56,21085.0,14.73597,15.0254675,14.495069765752568,14.513608858532745,50.36524086732984,0.06324726452284857,65.00000000000018,14.54600820659203,4.0,28.000000000000004,1.8181818181818168,-252835.0,-585426.4288061166
2021-07-08 10:15:00,14.56,14.64,14.545,14.64,6219.0,14.726970000000001,15.021117499999997,14.52727648447422,14.525646110101055,55.14785589163881,0.04621684056713349,85.00000000000027,14.550085443514154,4.0,24.0,2.092050209205026,-246616.0,-579207.4288061166
2021-07-08 10:30:00,14.67,14.69,14.6,14.69,6581.0,14.71877,15.016767499999998,14.56343726570217,14.541298861520001,57.87958037484927,0.028358624185107928,97.43589743589749,14.558934759658028,4.0,20.0,2.4407252440725222,-240035.0,-572626.4288061166
2021-07-08 10:45:00,14.69,14.7,14.64,14.65,16044.0,14.709769999999999,15.0127675,14.582673428879467,14.55165135089905,54.99393377378023,0.017234852100216358,87.17948717948741,14.571424927096134,4.0,16.0,2.0905923344947785,-256079.0,-583322.4288061166
2021-07-08 11:00:00,14.65,14.65,14.6399,14.6399,6173.0,14.700768,15.008767,14.59539044468403,14.56005598414676,54.258352879261444,0.00912893548555438,84.58974358974393,14.575173092887978,92.0,12.0,1.1042817679558037,-262252.0,-589495.4288061166
2021-07-08 11:15:00,14.62,14.679,14.62,14.679,1440.0,14.693198,15.004962,14.613970345865358,14.571383985656594,56.674373163127065,-0.00044497565682277695,94.61538461538485,14.579896188818761,88.0,8.0,2.0083391243919366,-260812.0,-588055.4288061166
2021-07-08 11:30:00,14.66,14.68,14.66,14.68,707.0,14.686198,15.001112000000001,14.628643602339723,14.581728367975012,56.73731076847628,-0.008020604322139135,94.87179487179496,14.581962492661317,84.0,4.0,2.5139664804469235,-260105.0,-587348.4288061166
2021-07-08 11:45:00,14.66,14.69,14.65,14.69,1999.0,14.679597999999999,14.998562,14.64227835737534,14.592039951977391,57.40369085975326,-0.01466224382548198,97.36842105263163,14.592125792356091,80.0,24.0,2.4407252440725222,-258106.0,-585349.4288061166
2021-07-08 12:00:00,14.68,14.7299,14.68,14.715,4225.0,14.674798000000001,14.996137000000001,14.65843872240304,14.60375043274145,59.099818115667354,-0.02169301843550464,96.17850730956636,14.597888586040783,100.0,20.0,1.6229281767955759,-253881.0,-583647.5750987019
2021-07-08 12:15:00,14.71,14.74,14.7,14.7,2852.0,14.671998,14.993986999999999,14.667674561869031,14.612917058194645,57.61738223031791,-0.025757664999646934,88.5714285714283,14.60271305705578,96.0,16.0,1.5193370165745779,-256733.0,-586499.5750987019
2021-07-08 12:30:00,14.715,14.7299,14.71,14.72,5528.0,14.668389999999999,14.992187,14.679302437009246,14.623115433604678,59.090827110369986,-0.030244124102612346,93.54838709677435,14.60902032023149,100.0,12.0,1.2379642365887311,-251205.0,-586471.7962042296
2021-07-08 12:45:00,14.74,14.75,14.729,14.74,3176.0,14.66539,14.990837,14.692790784340525,14.6342472970709,60.56717494666716,-0.03500993537584485,96.15384615384623,14.6152451989976,100.0,8.0,1.0973936899862835,-248029.0,-586320.5581089914
2021-07-08 13:00:00,14.75,14.75,14.72,14.72,2970.0,14.66219,14.989287,14.698837276709298,14.642414221159385,58.301325223523435,-0.03674941787907926,88.4615384615387,14.617918229752876,96.0,4.0,1.0989010989010999,-250999.0,-589290.5581089914
2021-07-08 13:15:00,14.725,14.73,14.72,14.726,2353.0,14.659510000000001,14.987917,14.704873437440565,14.650374771525158,58.79929657093698,-0.03817209598983062,90.7692307692311,14.641722113367418,92.0,24.0,0.587431693989073,-248646.0,-588819.9581089912
2021-07-08 13:30:00,14.73,14.7699,14.73,14.755,1141.0,14.65541,14.986692,14.716012673564883,14.660339078998952,61.210467914828634,-0.0411651105097679,93.37483325922675,14.677547024274789,100.0,20.0,0.4424778761062034,-247505.0,-588531.1335475876
2021-07-08 13:45:00,14.77,14.8,14.77,14.8,750.0,14.652510000000001,14.9858925,14.734676523883799,14.67364011909429,64.66600374538524,-0.04663069042698531,100.0,14.686749542656576,100.0,16.0,1.0238907849829375,-246755.0,-587781.1335475876
2021-07-08 14:00:00,14.77,14.79,14.76,14.79,1395.0,14.649610000000001,14.9853425,14.7469706296874,14.68472201251388,63.31614752653043,-0.049583715257544014,94.44444444444362,14.692781168929251,96.0,12.0,1.0252802273239456,-248150.0,-586386.1335475876
2021-07-08 14:15:00,14.76,14.76,14.73,14.73,1192.0,14.645807999999999,14.984792,14.743199378645755,14.689034201798272,55.791052678849155,-0.04654595732983324,61.11111111111128,14.707509057315011,92.0,8.0,0.3474351113836103,-249342.0,-587578.1335475876
2021-07-08 14:30:00,14.72,14.72,14.6701,14.68,4726.0,14.640858000000001,14.983742,14.729155072280033,14.688173801627007,50.413912745315784,-0.039646905308638125,33.333333333333336,14.716622019697748,88.0,4.0,0.0,-254068.0,-590428.8870546016
2021-07-08 14:45:00,14.68,14.68,14.6798,14.68,1285.0,14.636458,14.982592,14.71823172288447,14.687395344329197,50.413912745315784,-0.033789848536377676,19.999999999999527,14.7176526837517,84.0,4.0,-0.06807351940095158,-252783.0,-589143.8870546016
2021-07-08 15:00:00,14.67,14.68,14.67,14.68,691.0,14.631858,14.981442000000001,14.7097357844657,14.686691025821654,50.413912745315784,-0.028815916893879745,19.999999999999527,14.717740553627147,80.0,4.0,-0.23785253143051405,-252092.0,-588452.8870546016
2021-07-08 15:15:00,14.69,14.74,14.69,14.7,3478.0,14.627258000000001,14.980442,14.707572276806655,14.687958547171974,52.69182513931202,-0.026186016981450067,23.076923076922448,14.719283673545462,76.0,4.0,0.0,-248614.0,-590539.6870546016
2021-07-08 15:30:00,14.7,14.7,14.68,14.68,1476.0,14.621858,14.979441999999999,14.701445104182953,14.68720059029845,50.207924989116734,-0.022231696343716578,7.692307692307482,14.71923106755923,72.0,4.0,-0.27173913043478887,-250090.0,-592015.6870546016
2021-07-08 15:45:00,14.69,14.69,14.6801,14.6801,222.0,14.617460000000001,14.9784925,14.696701747697853,14.68652434360336,50.22056058073563,-0.018888206427046583,7.769230769230379,14.719522870245408,68.0,8.0,-0.40637720488467255,-249868.0,-592237.6870546016
2021-07-08 16:00:00,14.71,14.73,14.68,14.73,10479.0,14.614060000000002,14.9777925,14.704101359320553,14.6906648823078,56.19435973740207,-0.02003403960997474,46.15384615384626,14.71761780815455,64.0,4.0,0.06793478260869419,-239389.0,-581758.6870546016
2021-07-08 16:45:00,14.74,14.74,14.72,14.72,502.0,14.6103,14.976992500000001,14.707634390582653,14.69345870304039,54.77571768333019,-0.019905743219275962,38.46153846153878,14.715612766891189,60.0,16.0,-0.040744261849791026,-239891.0,-582260.6870546016
2021-07-09 04:45:00,15.18,15.65,15.0,15.0,1638.0,14.612099999999998,14.9775925,14.772604526008731,14.722653112274639,74.32250712158337,-0.041914562363666974,33.6734693877551,14.740446660069782,100.0,12.0,1.660454083361567,-238253.0,-583898.6870546016
2021-07-09 05:00:00,14.99,15.0,14.99,14.99,1539.0,14.6139,14.9780925,14.820914631340125,14.748114720629436,73.10718758279637,-0.057882559558118274,32.65306122448981,14.754366639356784,96.0,8.0,1.2837837837837804,-239792.0,-585437.6870546016
2021-07-09 06:15:00,14.9,14.9,14.9,14.9,267.0,14.6143,14.9780675,14.838489157708985,14.762579985331396,63.10567395721154,-0.06255398118273803,23.469387755102073,14.755783738191617,92.0,4.0,0.7437457741717459,-240059.0,-585437.6870546016
2021-07-09 06:30:00,14.89,14.89,14.89,14.89,297.0,14.6145,14.9779675,14.849936011551433,14.774715224823645,62.089274526129216,-0.06470334021988755,22.44897959183679,14.756270257306317,88.0,4.0,1.0862186014935515,-240356.0,-585437.6870546016
2021-07-09 06:45:00,14.87,14.87,14.87,14.87,1000.0,14.618900000000002,14.977717499999999,14.854394675651115,14.78378996531663,60.00758094688099,-0.06405450937753976,20.40816326530604,14.759070575159752,84.0,4.0,1.29427792915531,-241356.0,-585437.6870546016
2021-07-09 07:00:00,14.9,14.9,14.9,14.9,187.0,14.6251,14.9775925,14.86452919217309,14.794857587667428,62.062276256014066,-0.06520936259932242,23.469387755102073,14.76083708208873,80.0,48.0,1.4986376021798409,-241169.0,-585437.6870546016
2021-07-09 07:30:00,14.9,14.9,14.9,14.9,1493.0,14.6379,14.9774925,14.872411593912403,14.80487115074672,62.062276256014066,-0.06537103549274903,23.469387755102073,14.782926711194353,76.0,44.0,1.4986376021798409,-239676.0,-585437.6870546016
2021-07-09 08:00:00,14.87,14.9,14.86,14.87,2218.0,14.645299999999999,14.977293,14.871875684154091,14.811073898294651,58.57223229181954,-0.06235957083098498,20.40816326530604,14.796277113822715,72.0,40.0,1.1564625850340131,-241894.0,-586546.6870546016
2021-07-09 08:15:00,14.87,14.87,14.87,14.87,1399.0,14.6537,14.977093,14.871458865453182,14.816685907980874,58.57223229181954,-0.059289510815860424,19.58762886597932,14.803369655786708,68.0,36.0,1.29427792915531,-240495.0,-586546.6870546016
2021-07-09 08:30:00,14.86,14.89,14.85,14.89,1183.0,14.6623,14.976993,14.875579117574697,14.823668202458887,60.29842409962357,-0.057803970794712,21.649484536082547,14.820585138075293,64.0,32.0,1.429826772297199,-239312.0,-585363.6870546016
2021-07-09 09:00:00,14.86,14.88,14.83,14.83,2411.0,14.6693,14.976193,14.86545042478032,14.824271230796136,53.144246593500704,-0.05119502666652309,15.463917525773223,14.831076228441024,60.0,28.000000000000004,0.6788866259334667,-241723.0,-587774.6870546016
2021-07-09 09:15:00,14.86,14.88,14.86,14.86,998.0,14.677700000000002,14.975543,14.864239219273582,14.827673970720314,55.95793566738623,-0.047826822273593805,18.556701030927794,14.833743183267588,56.00000000000001,24.0,0.9510869565217308,-240725.0,-588772.6870546016
2021-07-09 09:30:00,14.89,14.89,14.86,14.86,1352.0,14.688899999999999,14.973842999999999,14.863297170546119,14.830752640175522,55.95793566738623,-0.04464288068627198,15.05376344086009,14.913262355415325,52.0,20.0,-0.933333333333337,-239373.0,-590124.6870546016
2021-07-09 09:45:00,14.83,14.9,14.745,14.75,39880.0,14.697099999999999,14.971593,14.838120021535872,14.823061912539758,44.5751869371443,-0.0328646600046234,0.5524861878453895,14.832891112622764,48.0,16.0,-1.6010673782521696,-279253.0,-627431.7838287947
2021-07-09 10:00:00,14.75,14.78,14.74,14.75,6167.0,14.7053,14.967193,14.818537794527899,14.81610363515502,44.5751869371443,-0.023262183288178306,3.846153846153767,14.814697995838221,44.0,12.0,-1.0067114093959755,-273086.0,-630515.2838287947
2021-07-09 10:15:00,14.76,14.8,14.76,14.8,6674.0,14.714300000000001,14.963043,14.814418284632811,14.814569955616447,49.942995373353675,-0.019462383202210276,37.50000000000028,14.807647346091619,40.0,8.0,-0.6044325050369366,-266412.0,-623841.2838287947
2021-07-09 10:30:00,14.81,14.83,14.7901,14.82,5709.0,14.7211,14.958993,14.81565866582552,14.815087102700595,51.94770546518664,-0.017858979907481753,50.0,14.80775998055461,36.0,4.0,-0.33624747814390676,-260703.0,-620993.9379641331
2021-07-09 10:45:00,14.815,14.837,14.789,14.837,12240.0,14.730039999999999,14.955028,14.82040118453096,14.817174045300538,53.64699816611529,-0.017755356472495265,60.62499999999965,14.809419984079305,32.0,4.0,-0.42281879194631283,-248463.0,-608753.9379641331
2021-07-09 11:00:00,14.825,14.86,14.82,14.85,8262.0,14.740639999999999,14.951228,14.826978699079636,14.820300326700487,54.95872631675038,-0.01850886681291719,68.74999999999959,14.811855436771532,28.000000000000004,4.0,-0.3355704697986625,-240201.0,-604622.9379641331
2021-07-09 11:15:00,14.88,14.89,14.87,14.8899,4420.0,14.751638,14.947627500000001,14.840961210395273,14.826928867014727,58.81135948267453,-0.022071202643015653,93.68750000000028,14.815025806622454,24.0,8.0,0.1338264963012884,-235781.0,-600247.1379641329
2021-07-09 11:30:00,14.88,14.9,14.879,14.9,7650.0,14.760038,14.9442275,14.854080941418545,14.833888022537135,59.74988752975969,-0.025416380827362417,100.0,14.819695875222491,20.0,4.0,0.201748486886356,-228131.0,-592597.1379641329
2021-07-09 11:45:00,14.909,14.92,14.9,14.92,2128.0,14.768838,14.9420775,14.868729621103313,14.842089163247884,61.61508036622868,-0.02934304315609637,100.0,14.820421436273092,16.0,4.0,0.20147750167897488,-226003.0,-590469.1379641329
2021-07-09 12:00:00,14.9301,14.935,14.92,14.92,4263.0,14.776438,14.9399775,14.88012303863591,14.849509242938561,61.61508036622868,-0.032085094346344434,92.30769230769202,14.824064449003417,12.0,8.0,0.6068779501011453,-221740.0,-594732.1379641329
2021-07-09 12:15:00,14.92,14.94,14.92,14.935,1692.0,14.783538,14.9380025,14.89231791893904,14.857651219801554,63.10233771085334,-0.03506436414672365,97.50000000000048,14.825218412842089,8.0,4.0,0.5047106325706666,-220048.0,-593886.1379641328
2021-07-09 12:30:00,14.93,14.935,14.93,14.935,2083.0,14.791038,14.9359275,14.901802825841477,14.865017770296642,63.10233771085334,-0.0369989559943491,97.50000000000048,14.826894369095227,4.0,56.00000000000001,0.5047106325706666,-217965.0,-591803.1379641328
2021-07-09 12:45:00,14.94,14.94,14.9315,14.9315,2555.0,14.796868,14.934485,14.908402197876704,14.871349411220772,62.44757010793385,-0.03781381905452186,95.75000000000011,14.82912909477357,4.0,52.0,1.2305084745762698,-220520.0,-594358.1379641328
2021-07-09 13:00:00,14.94,14.94,14.92,14.93,7359.0,14.801668,14.933535,14.913201709459658,14.876935181580697,62.14993080286237,-0.03790165969648562,95.00000000000009,14.835314179014897,88.0,48.0,1.2203389830508455,-227879.0,-594358.1379641328
2021-07-09 13:15:00,14.9201,14.9201,14.9001,14.92,1392.0,14.807068000000001,14.932884999999999,14.914712440690845,14.881036592858726,60.09358442151011,-0.036740832168719706,90.00000000000018,14.85712716064688,84.0,44.0,0.8108108108108055,-229271.0,-592980.0579641327
2021-07-09 13:30:00,14.9176,14.9176,14.9176,14.9176,130.0,14.812622000000001,14.931723000000002,14.915354120537325,14.884518822110277,59.584040649016245,-0.03522119997837336,87.55555555555593,14.866553687315628,80.0,40.0,0.6585695006747632,-229401.0,-592980.0579641327
2021-07-09 13:45:00,14.9199,14.92,14.9,14.91,5302.0,14.817242,14.930872999999998,14.914164315973474,14.886945600956917,57.90952044733603,-0.03302295595484672,80.13245033112622,14.878266785814727,76.0,36.0,0.49201321021770167,-234703.0,-592980.0579641327
2021-07-09 14:00:00,14.9,14.9024,14.9,14.9,2474.0,14.821641999999999,14.930373,14.911016690201592,14.888188877056258,55.69172149595722,-0.03012663421613304,73.50993377483496,14.885147527575995,72.0,32.0,0.3367003367003415,-237177.0,-595454.0579641327
2021-07-09 14:15:00,14.9,14.91,14.9,14.91,10000.0,14.826042,14.930073,14.910790759045682,14.890266126860425,57.44677114840398,-0.028311833603563485,75.00000000000037,14.901901122090095,68.0,28.000000000000004,0.1349908327121024,-227177.0,-585454.0579641327
2021-07-09 14:30:00,14.91,14.92,14.9,14.91,2214.0,14.829942,14.929822999999999,14.910615034813308,14.892145543349908,57.44677114840398,-0.026567339293389836,57.14285714285823,14.911252580969766,64.0,24.0,0.06711409395973011,-224963.0,-585454.0579641327
2021-07-09 14:45:00,14.92,14.92,14.92,14.92,300.0,14.834342,14.929548,14.912700582632572,14.894798348745155,59.31573282118557,-0.02569552934332897,67.21311475409902,14.913799402527141,60.0,20.0,0.0,-224663.0,-585454.0579641327
2021-07-09 15:00:00,14.9299,14.9299,14.9001,14.925,7211.0,14.838442000000002,14.929473,14.915433786492,14.897674696483712,60.25566770777683,-0.025118521213300937,62.500000000002224,14.917705673108896,56.00000000000001,16.0,0.03351206434316878,-217452.0,-580614.4606486962
2021-07-09 15:15:00,14.92,14.92,14.92,14.92,277.0,14.842042000000001,14.929373,14.91644850060489,14.899800915866216,58.7928820129811,-0.023981337963697058,50.0,14.917916031772897,52.0,12.0,-0.10043521928356591,-217729.0,-580614.4606486962
2021-07-09 15:30:00,14.93,14.93,14.91,14.9299,1058.0,14.84624,14.929272500000002,14.919437722692692,14.90266749530753,60.82096805394808,-0.023606834415277334,74.75000000000058,14.917359746028852,48.0,8.0,-0.03414797455641479,-216671.0,-579567.0406486961
2021-07-09 15:45:00,14.9299,14.9299,14.9073,14.9073,1066.0,14.849865999999999,14.929109,14.916740450983205,14.903108686230622,54.2561723604741,-0.021241547197394794,18.249999999997822,14.916740219402275,44.0,4.0,-0.1620734688410437,-217737.0,-580633.0406486961
2021-07-09 16:00:00,14.9,14.915,14.89,14.9,8323.0,14.852766,14.928809000000001,14.913020350764715,14.902812620875325,52.29277292180894,-0.018563996844951802,20.0,14.91351795976721,40.0,4.0,-0.2009377093101096,-226060.0,-582297.6406486959
2021-07-09 17:00:00,14.95,14.95,14.95,14.95,200.0,14.855766,14.928709,14.921238050594777,14.907306656982438,62.34411761850051,-0.020243249453777423,100.0,14.912547958680355,100.0,4.0,0.20107238605897695,-225860.0,-582297.6406486959
2021-07-09 17:15:00,14.94,14.94,14.94,14.94,110.0,14.858766000000001,14.928684,14.925407372684827,14.910420308698397,59.63781477921588,-0.02053049010794261,83.33333333333333,14.90941717386057,96.0,4.0,0.15015820239180103,-225970.0,-582297.6406486959
2021-07-12 04:45:00,15.0,15.39,15.0,15.3,1648.0,14.870166,14.930434,15.008650178754866,14.947523136441406,84.9559749416957,-0.049239519223226225,82.00000000000003,14.922385109848754,100.0,4.0,2.6156941649899434,-224322.0,-581410.2560333112
2021-07-12 05:00:00,15.3,15.3,15.3,15.3,1047.0,14.882566000000002,14.932209,15.073394583476007,14.981092361542224,84.9559749416957,-0.07117121417994987,82.00000000000003,14.931989399304701,96.0,4.0,2.684563758389264,-223275.0,-581410.2560333112
2021-07-12 05:15:00,15.3,15.4,15.3,15.35,3619.0,14.895965999999998,14.934251,15.134862453814673,15.016226422347726,86.33653467195124,-0.09153170208986161,90.1960784313724,14.97319020237522,100.0,4.0,2.951039570757877,-219656.0,-581410.2560333114
2021-07-12 05:30:00,15.3,15.3,15.3,15.3,182.0,14.908366000000001,14.936001000000001,15.171559686300302,15.043252477362229,78.57154097969847,-0.10245195099831328,80.39215686274515,14.979593980226355,96.0,4.0,2.6156941649899434,-219838.0,-581410.2560333114
2021-07-12 05:45:00,15.45,15.46,15.45,15.45,1119.0,14.923365999999998,14.938451,15.233435311566902,15.081990336661065,83.39614233018733,-0.12180596993230353,98.24561403508744,15.023979243908727,100.0,40.0,3.5522788203753306,-218719.0,-582529.2560333114
2021-07-12 06:00:00,15.45,15.45,15.44,15.44,949.0,14.938566000000002,14.940800999999999,15.279338575663147,15.116086495074297,82.06952448600875,-0.13478355206084558,96.4912280701752,15.047968217197225,96.0,36.0,3.4505862646566086,-219668.0,-583478.2560333114
2021-07-12 06:15:00,15.31,15.4,15.3,15.36,3027.0,14.952164,14.942801,15.29726333662689,15.139316352686269,72.17767636239233,-0.1370334121095791,82.45614035087695,15.080235634803577,92.0,32.0,2.949061662198388,-222695.0,-582872.8560333115
2021-07-12 06:30:00,15.34,15.34,15.305,15.305,320.0,14.963664,14.944501,15.29898259515425,15.155095747668529,66.2643374755923,-0.13284702426047268,72.80701754385946,15.134414559453743,88.0,28.000000000000004,2.5124079866576454,-223015.0,-583192.8560333115
2021-07-12 06:45:00,15.3,15.3,15.12,15.12,4035.0,14.971664,14.945251,15.259208685119972,15.151753295509621,51.09943309279626,-0.11329532980022705,40.350877192982196,15.1435270219326,84.0,24.0,1.4268177335936079,-227050.0,-587227.8560333115
2021-07-12 07:00:00,15.12,15.12,15.09,15.09,1522.0,14.973464000000002,14.945876,15.221606755093312,15.14587202927061,49.13566210998589,-0.09429277340202624,35.087719298245474,15.149665059324406,80.0,20.0,1.275167785234896,-228572.0,-588749.8560333115
2021-07-12 07:30:00,15.09,15.09,15.07,15.09,568.0,14.975464000000002,14.946526,15.192360809517021,15.14055088362579,49.13566210998589,-0.07833016911965096,35.087719298245474,15.157638894096749,76.0,16.0,0.9364548494983317,-228004.0,-588181.8560333115
2021-07-12 07:45:00,15.09,15.09,15.07,15.07,1755.0,14.978863999999998,14.947076000000003,15.165169518513238,15.133831751851906,47.71780228317701,-0.06333576212782432,25.000000000000085,15.256556887717005,72.0,12.0,0.8701472556894296,-229759.0,-589936.8560333115
2021-07-12 08:15:00,15.07,15.08,15.07,15.08,2920.0,14.982664,14.947626,15.14624295884363,15.1287049183422,48.51772658218232,-0.051663953092884185,26.923076923076962,15.236226136745373,68.0,8.0,-1.4379084967320301,-226839.0,-587016.8560333115
2021-07-12 08:30:00,15.06,15.06,15.06,15.06,364.0,14.986463999999998,14.948026,15.12707785687838,15.1221615927858,46.96987561330749,-0.04033516877100318,13.04347826086965,15.234858360418905,64.0,4.0,-1.5686274509803935,-227203.0,-587016.8560333115
2021-07-12 08:45:00,15.06,15.06,15.05,15.05,3034.0,14.989464,14.948326,15.10994944423874,15.115289060139533,46.17663369211379,-0.030201959757894414,0.0,15.21267037324719,60.0,32.0,-1.9543973941368011,-230237.0,-590050.8560333115
